date,isStair,value
2018-11-17 18:28:47,1,9
2018-11-17 18:28:48,1,9
2018-11-17 18:28:49,1,9
2018-11-17 18:28:50,1,9
2018-11-17 18:28:51,1,9
2018-11-17 18:28:52,1,9
2018-11-17 18:28:53,1,9
2018-11-17 18:28:54,1,9
2018-11-17 18:28:55,1,9
2018-11-17 18:28:56,1,9
2018-11-17 18:28:57,1,9
2018-11-17 18:28:58,1,9
2018-11-17 18:28:59,1,9
2018-11-17 18:29:00,1,9
2018-11-17 18:29:01,1,9
2018-11-17 18:29:02,1,9
2018-11-17 18:29:03,1,9
2018-11-17 18:29:04,1,9
2018-11-17 18:29:05,1,9
2018-11-17 18:29:06,1,9
2018-11-17 18:29:07,1,9
2018-11-17 18:29:08,1,9
2018-11-17 18:29:09,1,9
2018-11-17 18:29:10,1,9
2018-11-17 18:29:11,1,9
2018-11-17 18:29:12,1,9
2018-11-17 18:29:13,1,9
2018-11-17 18:29:14,1,9
2018-11-17 18:29:15,1,9
2018-11-17 18:29:16,1,9
2018-11-17 18:29:17,1,9
2018-11-17 18:29:18,1,9
2018-11-17 18:29:19,1,9
2018-11-17 18:29:20,1,9
2018-11-17 18:29:21,1,9
2018-11-17 18:29:22,1,9
2018-11-17 18:29:23,1,9
2018-11-17 18:29:24,1,9
2018-11-17 18:29:25,1,9
2018-11-17 18:29:26,1,9
2018-11-17 18:29:27,1,9
2018-11-17 18:29:28,1,9
2018-11-17 18:29:29,1,9
2018-11-17 18:29:30,1,9
2018-11-17 18:29:31,1,9
2018-11-17 18:29:32,1,9
2018-11-17 18:29:33,1,9
2018-11-17 18:29:34,1,9
2018-11-17 18:29:35,1,9
2018-11-17 18:29:36,1,9
2018-11-17 18:29:37,1,9
2018-11-17 18:29:38,1,9
2018-11-17 18:29:39,1,9
2018-11-17 18:29:40,1,9
2018-11-17 18:29:41,1,9
2018-11-17 18:29:42,1,9
2018-11-17 18:29:43,1,9
2018-11-17 18:29:44,1,9
2018-11-17 18:29:45,1,9
2018-11-17 18:29:46,1,9
2018-11-17 18:29:47,1,9
2018-11-17 18:29:48,1,9
2018-11-17 18:29:49,1,9
2018-11-17 18:29:50,1,9
2018-11-17 18:29:51,1,9
2018-11-17 18:29:52,1,9
2018-11-17 18:29:53,1,9
2018-11-17 18:29:54,1,9
2018-11-17 18:29:55,1,9
2018-11-17 18:29:56,1,9
2018-11-17 18:29:57,1,9
2018-11-17 18:29:58,1,9
2018-11-17 18:29:59,1,9
2018-11-17 18:30:00,1,9
2018-11-17 18:30:01,1,9
2018-11-17 18:30:02,1,9
2018-11-17 18:30:03,1,9
2018-11-17 18:30:04,1,9
2018-11-17 18:30:05,1,9
2018-11-17 18:30:06,1,9
2018-11-17 18:30:07,1,9
2018-11-17 18:30:08,1,9
2018-11-17 18:30:09,1,9
2018-11-17 18:30:10,1,9
2018-11-17 18:30:11,1,9
2018-11-17 18:30:12,1,9
2018-11-17 18:30:13,1,9
2018-11-17 18:30:14,1,9
2018-11-17 18:30:15,1,9
2018-11-17 18:30:16,1,9
2018-11-17 18:30:17,1,9
2018-11-17 18:30:18,1,9
2018-11-17 18:30:19,1,9
2018-11-17 18:30:20,1,9
2018-11-17 18:30:21,1,9
2018-11-17 18:30:22,1,9
2018-11-17 18:30:23,1,9
2018-11-17 18:30:24,1,9
2018-11-17 18:30:25,1,9
2018-11-17 18:30:26,1,9
2018-11-17 18:30:27,1,9
2018-11-17 18:30:28,1,9
2018-11-17 18:30:29,1,9
2018-11-17 18:30:30,1,9
2018-11-17 18:30:31,1,9
2018-11-17 18:30:32,1,9
2018-11-17 18:30:33,1,9
2018-11-17 18:30:34,1,9
2018-11-17 18:30:35,1,9
2018-11-17 18:30:36,1,9
2018-11-17 18:30:37,1,9
2018-11-17 18:30:38,1,9
2018-11-17 18:30:39,1,9
2018-11-17 18:30:40,1,9
2018-11-17 18:30:41,1,9
2018-11-17 18:30:42,1,9
2018-11-17 18:30:43,1,9
2018-11-17 18:30:44,1,9
2018-11-17 18:30:45,1,9
2018-11-17 18:30:46,1,9
2018-11-17 18:30:47,1,9
2018-11-17 18:30:48,1,9
2018-11-17 18:30:49,1,9
2018-11-17 18:30:50,1,9
2018-11-17 18:30:51,1,9
2018-11-17 18:30:52,1,9
2018-11-17 18:30:53,1,9
2018-11-17 18:30:54,1,9
2018-11-17 18:30:55,1,9
2018-11-17 18:30:56,1,9
2018-11-17 18:30:57,1,9
2018-11-17 18:30:58,1,9
2018-11-17 18:30:59,1,9
2018-11-17 18:31:00,1,9
2018-11-17 18:31:01,1,9
2018-11-17 18:31:02,1,9
2018-11-17 18:31:03,1,9
2018-11-17 18:31:04,1,9
2018-11-17 18:31:05,1,9
2018-11-17 18:31:06,1,9
2018-11-17 18:31:07,1,9
2018-11-17 18:31:08,1,9
2018-11-17 18:31:09,1,9
2018-11-17 18:31:10,1,9
2018-11-17 18:31:11,1,9
2018-11-17 18:31:12,1,9
2018-11-17 18:31:13,1,9
2018-11-17 18:31:14,1,9
2018-11-17 18:31:15,1,9
2018-11-17 18:31:16,1,9
2018-11-17 18:31:17,1,9
2018-11-17 18:31:18,1,9
2018-11-17 18:31:19,1,9
2018-11-17 18:31:20,1,9
2018-11-17 18:31:21,1,9
2018-11-17 18:31:22,1,9
2018-11-17 18:31:23,1,9
2018-11-17 18:31:24,1,9
2018-11-17 18:31:25,1,9
2018-11-17 18:31:26,1,9
2018-11-17 18:31:27,1,9
2018-11-17 18:31:28,1,9
2018-11-17 18:31:29,1,9
2018-11-17 18:31:30,1,9
2018-11-17 18:31:31,1,9
2018-11-17 18:31:32,1,9
2018-11-17 18:31:33,1,9
2018-11-17 18:31:34,1,9
2018-11-17 18:31:35,1,9
2018-11-17 18:31:36,1,9
2018-11-17 18:31:37,1,9
2018-11-17 18:31:38,1,9
2018-11-17 18:31:39,1,9
2018-11-17 18:31:40,1,9
2018-11-17 18:31:41,1,9
2018-11-17 18:31:42,1,9
2018-11-17 18:31:43,1,9
2018-11-17 18:31:44,1,9
2018-11-17 18:31:45,1,9
2018-11-17 18:31:46,1,9
2018-11-17 18:31:47,1,9
2018-11-17 18:31:48,1,9
2018-11-17 18:31:49,1,9
2018-11-17 18:31:50,1,9
2018-11-17 18:31:51,1,9
2018-11-17 18:31:52,1,9
2018-11-17 18:31:53,1,9
2018-11-17 18:31:54,1,9
2018-11-17 18:31:55,1,9
2018-11-17 18:31:56,1,9
2018-11-17 18:31:57,1,9
2018-11-17 18:31:58,1,9
2018-11-17 18:31:59,1,9
2018-11-17 18:32:00,1,9
2018-11-17 18:32:01,1,9
2018-11-17 18:32:02,1,9
2018-11-17 18:32:03,1,9
2018-11-17 18:32:04,1,9
2018-11-17 18:32:05,1,9
2018-11-17 18:32:06,1,9
2018-11-17 18:32:07,1,9
2018-11-17 18:32:08,1,9
2018-11-17 18:32:09,1,9
2018-11-17 18:32:10,1,9
2018-11-17 18:32:11,1,9
2018-11-17 18:32:12,1,9
2018-11-17 18:32:13,1,9
2018-11-17 18:32:14,1,9
2018-11-17 18:32:15,1,9
2018-11-17 18:32:16,1,9
2018-11-17 18:32:17,1,9
2018-11-17 18:32:18,1,9
2018-11-17 18:32:19,1,9
2018-11-17 18:32:20,1,9
2018-11-17 18:32:21,1,9
2018-11-17 18:32:22,1,9
2018-11-17 18:32:23,1,9
2018-11-17 18:32:24,1,9
2018-11-17 18:32:25,1,9
2018-11-17 18:32:26,1,9
2018-11-17 18:32:27,1,9
2018-11-17 18:32:28,1,9
2018-11-17 18:32:29,1,9
2018-11-17 18:32:30,1,9
2018-11-17 18:32:31,1,9
2018-11-17 18:32:32,1,9
2018-11-17 18:32:33,1,9
2018-11-17 18:32:34,1,9
2018-11-17 18:32:35,1,9
2018-11-17 18:32:36,1,9
2018-11-17 18:32:37,1,9
2018-11-17 18:32:38,1,9
2018-11-17 18:32:39,1,9
2018-11-17 18:32:40,1,9
2018-11-17 18:32:41,1,9
2018-11-17 18:32:42,1,9
2018-11-17 18:32:43,1,9
2018-11-17 18:32:44,1,9
2018-11-17 18:32:45,1,9
2018-11-17 18:32:46,1,9
2018-11-17 18:32:47,1,9
2018-11-17 18:32:48,1,9
2018-11-17 18:32:49,1,9
2018-11-17 18:32:50,1,9
2018-11-17 18:32:51,1,9
2018-11-17 18:32:52,1,9
2018-11-17 18:32:53,1,9
2018-11-17 18:32:54,1,9
2018-11-17 18:32:55,1,9
2018-11-17 18:32:56,1,9
2018-11-17 18:32:57,1,9
2018-11-17 18:32:58,1,9
2018-11-17 18:32:59,1,9
2018-11-17 18:33:00,1,9
2018-11-17 18:33:01,1,9
2018-11-17 18:33:02,1,9
2018-11-17 18:33:03,1,9
2018-11-17 18:33:04,1,9
2018-11-17 18:33:05,1,9
2018-11-17 18:33:06,1,9
2018-11-17 18:33:07,1,9
2018-11-17 18:33:08,1,9
2018-11-17 18:33:09,1,9
2018-11-17 18:33:10,1,9
2018-11-17 18:33:11,1,9
2018-11-17 18:33:12,1,9
2018-11-17 18:33:13,1,9
