date,time,relativeAltitude,pressure
2018-11-15,22927,0.000000000,1018.071166992 
2018-11-15,22928,-0.052845001,1018.077880859 
2018-11-15,22929,-0.105693817,1018.084472656 
2018-11-15,22930,-0.105693817,1018.084472656 
2018-11-15,22931,-0.100406647,1018.083618164 
2018-11-15,22932,0.015853882,1018.069580078 
2018-11-15,22933,0.015853882,1018.069580078 
2018-11-15,22934,-0.100406647,1018.083496094 
2018-11-15,22935,-0.216670990,1018.097229004 
2018-11-15,22936,-0.454479218,1018.126464844 
2018-11-15,22937,-0.866680145,1018.175659180 
2018-11-15,22938,-1.268314362,1018.224182129 
2018-11-15,22939,-1.585391998,1018.262817383 
2018-11-15,22940,-1.839054108,1018.293395996 
2018-11-15,22941,-2.029300690,1018.316345215 
2018-11-15,22942,-2.124423981,1018.327514648 
2018-11-15,22943,-2.145565033,1018.330444336 
2018-11-15,22943,-2.198410034,1018.336486816 
2018-11-15,22944,-2.198410034,1018.336730957 
2018-11-15,22945,-2.198410034,1018.336730957 
2018-11-15,22946,-2.177272797,1018.334045410 
2018-11-15,22947,-2.177272797,1018.334045410 
2018-11-15,22948,-2.198410034,1018.336425781 
2018-11-15,22949,-2.256542206,1018.343872070 
2018-11-15,22950,-2.314670563,1018.350463867 
2018-11-15,22951,-2.356948853,1018.355590820 
2018-11-15,22952,-2.393939972,1018.360351562 
2018-11-15,22953,-2.399227142,1018.361083984 
2018-11-15,22954,-2.420364380,1018.363342285 
2018-11-15,22955,-2.430934906,1018.364379883 
2018-11-15,22956,-2.467926025,1018.368835449 
2018-11-15,22957,-2.478496552,1018.370239258 
2018-11-15,22958,-2.478496552,1018.370239258 
2018-11-15,22958,-2.483779907,1018.370666504 
2018-11-15,22959,-2.478496552,1018.370605469 
2018-11-15,22960,-2.483779907,1018.370666504 
2018-11-15,22961,-2.494350433,1018.372497559 
2018-11-15,22962,-2.510204315,1018.374389648 
2018-11-15,22963,-2.504920959,1018.373291016 
2018-11-15,22964,-2.504920959,1018.373291016 
2018-11-15,22965,-2.489067078,1018.371948242 
2018-11-15,22966,-2.489067078,1018.371948242 
2018-11-15,22967,-2.499633789,1018.373046875 
2018-11-15,22968,-2.504920959,1018.373168945 
2018-11-15,22969,-2.504920959,1018.373168945 
2018-11-15,22970,-2.510204315,1018.374084473 
2018-11-15,22971,-2.510204315,1018.374084473 
2018-11-15,22972,-2.573619843,1018.381835938 
2018-11-15,22973,-2.658172607,1018.392089844 
2018-11-15,22973,-2.795574188,1018.408447266 
2018-11-15,22974,-2.890697479,1018.420410156 
2018-11-15,22975,-3.043952942,1018.438415527 
2018-11-15,22976,-3.165500641,1018.453247070 
2018-11-15,22977,-3.308185577,1018.470581055 
2018-11-15,22978,-3.376884460,1018.478942871 
2018-11-15,22979,-3.493144989,1018.492919922 
2018-11-15,22980,-3.609409332,1018.506469727 
2018-11-15,22981,-3.709815979,1018.519042969 
2018-11-15,22982,-3.878925323,1018.539123535 
2018-11-15,22983,-4.042747498,1018.558959961 
2018-11-15,22984,-4.206573486,1018.579162598 
2018-11-15,22985,-4.322834015,1018.593078613 
2018-11-15,22986,-4.380966187,1018.599975586 
2018-11-15,22987,-4.391536713,1018.600830078 
2018-11-15,22987,-4.407390594,1018.602905273 
2018-11-15,22988,-4.417957306,1018.604370117 
2018-11-15,22989,-4.433811188,1018.606323242 
2018-11-15,22990,-4.433811188,1018.606323242 
2018-11-15,22991,-4.423244476,1018.605224609 
2018-11-15,22992,-4.402103424,1018.602294922 
2018-11-15,22993,-4.354541779,1018.596740723 
2018-11-15,22994,-4.317550659,1018.591918945 
2018-11-15,22995,-4.296413422,1018.589416504 
2018-11-15,22996,-4.296413422,1018.589416504 
2018-11-15,22997,-4.301696777,1018.590148926 
2018-11-15,22998,-4.306980133,1018.591064453 
2018-11-15,22999,-4.333404541,1018.593872070 
2018-11-15,23000,-4.338687897,1018.594726562 
2018-11-15,23001,-4.338687897,1018.594726562 
2018-11-15,23002,-4.338687897,1018.595031738 
2018-11-15,23002,-4.328121185,1018.593505859 
2018-11-15,23003,-4.306980133,1018.590698242 
2018-11-15,23004,-4.296413422,1018.589782715 
2018-11-15,23005,-4.296413422,1018.589416504 
2018-11-15,23006,-4.285842896,1018.588134766 
2018-11-15,23007,-4.296413422,1018.589416504 
2018-11-15,23008,-4.296413422,1018.589782715 
2018-11-15,23009,-4.312267303,1018.591552734 
2018-11-15,23010,-4.328121185,1018.593383789 
