time,altitude,latitude,longitude
27397388,32.9542350769043,36.016174524945164,129.32303048793082
27397395,32.9542350769043,36.016174524945164,129.32303048793082
27397395,32.9542350769043,36.01617817240652,129.3230111181482
27397395,32.9542350769043,36.016178178940315,129.32301108345058
27397395,32.927215576171875,36.0161732433927,129.32309633542357
27397402,32.6422004699707,36.016219902926125,129.32315990540803
27397405,30.92540596608601,36.01614172506517,129.3231851841091
27397406,31.35259288258795,36.016096476398886,129.3231034869301
27397407,30.642731293590302,36.01606139423872,129.3230256646255
27397408,31.089394251441057,36.016054462550784,129.3229995463786
27397409,33.48201899862691,36.0160900494953,129.32294258399597
27397410,28.201644897460938,36.01610666011539,129.32292525258308
27397411,28.201644897460938,36.01611160892258,129.32291536827992
27397412,28.203255081176756,36.01617468883086,129.32296253649412
27397413,33.62622131347656,36.01625647986479,129.32304221442533
27397414,34.4335219039917,36.01628269805788,129.323017768182
27397415,34.599196878814695,36.01627263474239,129.32303296343628
27397416,34.58315901435852,36.01624933343926,129.32301248895567
27397417,34.506058554328916,36.01623947210812,129.32301895403066
27397418,34.466398892847444,36.01623978065113,129.32302460363647
27397419,34.46343199591316,36.01624136874481,129.3230310094569
27397420,34.46828171430079,36.01624209250446,129.32301835224797
27397421,34.47111158054873,36.01624016946181,129.3230120179626
27397422,34.46516325919012,36.01623871963386,129.323005042233
27397423,34.459871771780826,36.01623517342132,129.32299513532192
27397424,34.44785161046666,36.01623161120402,129.32299783111384
27397425,34.43511051657645,36.01624339947736,129.32296476752538
27397426,34.472031063559506,36.01624817172335,129.32294754745777
27397427,34.49118294186621,36.0162471291294,129.32293509040346
27397428,34.48971983379844,36.01624818880379,129.32291607478766
27397429,34.493006750530725,36.01625660859632,129.32291069386943
27397430,34.52061586822934,36.01626469984538,129.32291062890678
27397431,34.54959290548748,36.016266479996276,129.32290180899707
27397432,34.55825843147892,36.01627816754708,129.32288580615983
27397433,34.59699348383393,36.01627933605175,129.32286457492194
27397434,34.604653839045014,36.016288204951785,129.3228452320023
27397435,34.63415255584054,36.016293578851524,129.32283697384318
27397436,34.65451575759822,36.01629777709868,129.32282573230336
27397437,34.67015452528375,36.01629954850594,129.32280753673223
27397438,34.677455325270074,36.01630112723272,129.32279290670985
27397439,34.68330091430191,36.01629001492512,129.32276782133042
27397440,34.680139821959976,36.0162656711245,129.32274896770195
27397441,34.6620361608459,36.01624464575988,129.32273266158091
27397442,34.644937632503044,36.0162312366218,129.32272226325193
27397443,34.633470547002744,36.01622063058166,129.32270826291597
27397444,34.643323899487875,36.016205491921276,129.3226983923272
27397445,34.62723922741217,36.016189674154276,129.3226853673128
27397446,34.61658077241162,36.01617587704866,129.32266936900908
27397447,34.62264917373775,36.01616032885946,129.3226554584548
27397448,34.61794824409497,36.01614412164368,129.32264201447697
27397449,34.60852772693635,36.016135564764404,129.32263113181918
27397450,34.61511817644119,36.016120161199304,129.32261817090946
27397451,34.607863631914135,36.01610625452402,129.32260603271834
27397452,34.607416268892095,36.01610363258145,129.32260443427228
27397453,34.60715867248248,36.016092494724106,129.32258823123198
27397454,34.633592797485065,36.01608577282834,129.3225789069321
27397455,34.648829288598606,36.016081666561966,129.32256355242288
27397456,34.68530319405762,36.01606985293839,129.3225523573885
27397457,34.69031700916406,36.01605936731982,129.32252838933002
27397458,34.72643812639248,36.016043946465444,129.32251734987318
27397459,34.71231418464853,36.01604061466245,129.32250772277658
27397460,34.72405448517628,36.01603527101046,129.32249931883655
27397461,34.72879563864214,36.01602884126235,129.32249011409644
27397462,34.738257943685994,36.016019794906576,129.32249876387647
27397463,34.68186927428803,36.016008034944214,129.3224944285877
27397464,34.65217721520957,36.01599939457476,129.3224919713678
27397465,34.62917169338375,36.01598648724644,129.32248386899644
27397466,34.61130488753906,36.01598301983418,129.32247871089518
27397467,34.614994204879395,36.01597748282039,129.3224702613247
27397468,34.62480107911831,36.01596919300012,129.3224585486513
27397469,34.636871091493376,36.015967237291484,129.32243415208205
27397470,34.71078698555314,36.01596073072117,129.32242146041634
27397471,34.73821832410463,36.01595152255388,129.32240582362522
27397472,34.76179084943927,36.015944703688035,129.3223986389747
27397473,34.76533256547371,36.015934894339544,129.3223949723341
27397474,34.74578431703321,36.015928508062096,129.3223887155302
27397475,34.743410638429395,36.015917674601674,129.32237353334952
27397476,34.75726323638933,36.01590296539637,129.32236435764193
