time,altitude,latitude,longitude
27416970,49.28307342529297,36.01210229187115,129.3223081952889
27417024,49.28307342529297,36.01271936757663,129.3218734563278
27417024,49.28307342529297,36.01284255083217,129.32181881849786
27417024,49.28307342529297,36.012945235247194,129.32177415098616
27417025,48.99927520751953,36.01193121274625,129.32218173287131
27417031,48.705833435058594,36.01197351438451,129.32220037911785
27417037,48.7180061340332,36.01197526440283,129.3221519585523
27417039,48.84492111206055,36.011966141938046,129.32213149313412
27417045,49.6606559753418,36.011921576014736,129.32202034178837
27417051,49.64601516723633,36.01188604992414,129.3220009488239
27417063,36.81412883873915,36.01192680914773,129.3220490554921
27417068,36.81412883873915,36.01192680914773,129.3220490554921
27417068,36.81412887573242,36.01192680914772,129.32204905549207
27417068,36.81412887573242,36.01192680914772,129.32204905549207
27417068,49.8161735534668,36.01196983334599,129.3220675944512
27417074,48.709171295166016,36.012013278775555,129.32224223312124
27417080,47.61895751953125,36.01205475771827,129.32231905103936
27417087,48.50550079345703,36.01209211838918,129.3226895520495
27417093,48.59533158919352,36.01166457343197,129.32260129198292
27417094,44.96625175476075,36.011704043187805,129.32261189296327
27417095,44.93868980407716,36.011764824456534,129.3226814548016
27417096,44.71330528259277,36.01175025747381,129.32265596358192
27417097,44.79589500427247,36.01176459822154,129.3226680482118
27417098,51.63463500976562,36.01180268220916,129.32267648363887
27417099,52.291180519104,36.01181917172484,129.32269929326182
27417101,68.20946664016064,36.01184461823027,129.32275481354506
27417102,52.10221911338806,36.01185308219264,129.32278311391053
27417103,51.975163508323675,36.01185251713702,129.32280424206527
27417104,51.82554770001451,36.011872885093396,129.32280971996846
27417105,51.77509341288474,36.01189056534713,129.32281419719484
27417106,51.74103721146669,36.01189915241336,129.32282878042633
27417107,51.643128570084656,36.011908105754124,129.3228411902693
27417108,51.552924650526535,36.01191891994959,129.32285208806098
27417109,51.473282768092204,36.01193354653712,129.32285565958054
27417110,51.44217862623549,36.011949862988196,129.32286261089627
27417111,51.37110403968654,36.01196326124951,129.32286963001513
27417112,51.260306242896874,36.011982505006216,129.32286551002204
27417113,51.19478234090346,36.01199378481955,129.32286555378695
27417114,51.13983517531349,36.012006017253114,129.32287731713117
27417115,50.997505741957625,36.012021898054364,129.3228704650299
27417116,50.96397805985251,36.01202319001001,129.32287198814828
27417117,50.94376814442519,36.01202736217711,129.32287854151332
27417118,50.87484041460121,36.012031908254826,129.32286630022537
27417119,50.93968836427506,36.01204001695938,129.3228840947873
27417120,50.77638632452566,36.01204987174742,129.3228944174132
27417121,50.6363226000429,36.01205509560988,129.32289955967448
27417122,50.5583208662665,36.012071007847204,129.32290293056323
27417123,50.44954260450996,36.012073971034084,129.32290594410887
27417124,50.40065894947688,36.01207754715616,129.32291356186659
27417125,50.31765092454974,36.012079523305005,129.32291758614733
27417126,50.26739608152968,36.01208406886155,129.32292272320697
27417127,50.19858122955189,36.01207468097822,129.32293000786706
27417128,50.1797109137877,36.01208652777585,129.32293740358026
27417129,50.05822396766051,36.01210392376663,129.32293748360402
27417130,49.95666029502044,36.01211665505721,129.32293304761845
27417131,49.919196035910744,36.01213008321499,129.32293364503926
27417132,49.84245232606422,36.012138168946166,129.32293422743405
27417133,49.788793305421365,36.01215009807002,129.32292843414888
27417134,49.7744460801149,36.01216462499127,129.32294028785824
27417135,49.593158299722916,36.012184546987704,129.32294314180504
27417136,49.44623542378332,36.012204312025325,129.3229372241858
27417137,49.38566834981242,36.012216991092096,129.32292320333937
27417138,49.450377328450486,36.012242324827426,129.3229193155433
27417139,49.33854607177328,36.01225479533872,129.32291239735324
27417140,49.313801697326255,36.012271060722966,129.32290299710505
27417141,49.29729909215693,36.012293033189536,129.32289224220983
27417142,49.25780093124939,36.01230580500463,129.32289582781837
27417143,49.136242472580506,36.0123124859016,129.32288699458675
27417144,49.16665178174293,36.01232501396236,129.32288587852983
