time,altitude,latitude,longitude
27398303,32.038551330566406,36.015608716377514,129.3222235326256
27398316,32.038551330566406,36.015608716377514,129.3222235326256
27398316,32.038551330566406,36.015611449317795,129.3222193255528
27398316,32.038551330566406,36.01561145207526,129.32221932130798
27398316,32.09283447265625,36.015745367156455,129.32216470511693
27398319,37.759438591823354,36.01579165092989,129.32218968462013
27398320,30.17355188523979,36.01575866934953,129.3221299981536
27398321,34.33384917656109,36.01574145705809,129.32206156059132
27398322,34.86007864324205,36.01576235221995,129.32205119013705
27398323,35.081702215520494,36.01578692822352,129.32202347775052
27398324,35.352907465204396,36.01578578942286,129.32200260133814
27398325,35.44028799993841,36.015789217287,129.3219874331412
27398326,35.52038225458369,36.015777711384644,129.32196942376964
27398327,35.5121834128363,36.01577320824967,129.32196440848298
27398328,35.49843399374945,36.01576690946479,129.3219529640011
27398329,35.49332370027827,36.01574469334163,129.3219380840774
27398330,35.42424425052099,36.0157419156384,129.32195383665075
27398332,28.37739115911851,36.01570790283506,129.32197772532817
27398333,35.01300232257113,36.01571155140228,129.32200005594024
27398334,34.93348025545047,36.01568797971459,129.32201283915268
27398335,34.73136529849427,36.015677965494795,129.32200550284952
27398336,34.670034036563294,36.01566998344213,129.3220048865117
27398337,34.614174042694415,36.015665778031604,129.32199323908281
27398338,34.61907312021182,36.0156503099346,129.32198483613854
27398339,34.5465554443454,36.01563398103393,129.3219776016005
27398340,34.45693368164157,36.01561766258648,129.32197178813917
27398341,34.361062783447366,36.01560336122563,129.32197216493097
27398342,34.257580353662114,36.01558893122298,129.3219696431744
27398343,34.16189580697266,36.01557579845341,129.3219759305154
27398344,34.046858602303715,36.01556794740133,129.32197716165234
27398345,33.9804919057626,36.015558018691955,129.3219803229362
27398346,33.89927180104989,36.01555159432577,129.32198574544205
27398347,33.8428786113794,36.01554485619571,129.32198353258357
27398348,33.81960623577173,36.015526971735476,129.32198776412397
27398349,33.73605913431936,36.01551424530804,129.32199416556412
27398350,33.656214327128225,36.01550481293993,129.3220047768029
27398351,33.57153840964153,36.01549392468787,129.32201466775692
27398352,33.480975480978806,36.01548892097764,129.3220301286028
27398353,33.38949769458225,36.015469560073925,129.322027777681
27398354,33.30824527116721,36.015468771739336,129.32203078211631
27398355,33.28402505812258,36.01546680066527,129.32203180703726
27398356,33.2688485965105,36.01545473512056,129.32203447108253
27398357,33.204180162995776,36.0154476995242,129.32203966466955
27398358,33.14416870294509,36.01543254398799,129.32204815278362
27398359,33.03255117815584,36.015409538228106,129.32205436769925
27398360,32.88830036012516,36.01540026951347,129.3220582812845
27398361,32.81219391235529,36.015383361894116,129.32206908077902
27398362,32.67067022741717,36.01536623928571,129.3220770128348
27398363,32.53293540042726,36.01535504829027,129.32208400305151
27398364,32.42660210327515,36.01533964399827,129.32209221816944
27398365,32.29367720861853,36.01533361838384,129.3220853985283
27398366,32.290224349279825,36.015349452342576,129.32206337014952
27398367,32.49154341576294,36.015348740020954,129.32204922313662
27398368,32.58833929335852,36.01534167237783,129.32205143121962
27398369,32.55381950978019,36.01533756476965,129.32204402273925
27398370,32.574774345997554,36.015328862661654,129.32203316777105
27398371,32.60244050833022,36.015314826139154,129.32202304765798
27398372,32.60640875420216,36.01530658060708,129.32201040616215
27398373,32.65019814165557,36.01529905401759,129.32199839145596
27398374,32.699274269731966,36.015284351604144,129.32199229718697
27398375,32.68631879965386,36.01527474250284,129.32199551174364
27398376,32.6570870801607,36.01525996469208,129.32199450450437
27398377,32.7478566877524,36.01525710103471,129.32199535711703
27398378,32.76808820478598,36.0152412828218,129.32199732667772
27398379,32.849618039838944,36.015225448468286,129.32199504446538
27398380,32.96679316384717,36.0152113879834,129.321987929878
27398381,33.11293526731245,36.01520335427688,129.3219810591794
27398382,33.22601787670683,36.01520019417913,129.32196843689027
27398383,33.34966820917947,36.01518589806752,129.32195784775766
27398384,33.53063904687009,36.015177837253454,129.32193905571037
27398385,33.78948434536083,36.01517477608764,129.32192495117863
27398386,34.06369765633784,36.01516854198285,129.32190594427044
27398387,34.439430220956055,36.01515228325657,129.32189662689487
27398388,34.73330077966396,36.015139261450166,129.32188443031623
27398389,35.04465538009042,36.01511857853917,129.32186418531208
27398390,35.537783103927005,36.0150950803043,129.32185530208253
27398391,35.88327354965051,36.01508393409182,129.3218417480422
27398392,36.20962633567794,36.01506637690194,129.32183530293554
27398393,36.46044322438811,36.01506844359539,129.3218291551154
27398394,36.571726390309905,36.0150640556717,129.32182402264877
27398395,36.694434601921614,36.015053603962144,129.3218121801273
27398396,36.96628145762868,36.01505073629118,129.32180472519195
