date,time,relativeAltitude,pressure
2018-11-15,12279,20.303588867,1019.513793945 
2018-11-15,12280,20.319442749,1019.511962891 
2018-11-15,12281,20.356433868,1019.507690430 
2018-11-15,12282,20.367004395,1019.506164551 
2018-11-15,12283,20.393424988,1019.502685547 
2018-11-15,12284,20.393424988,1019.502685547 
2018-11-15,12284,20.409278870,1019.501098633 
2018-11-15,17110,20.409278870,1019.501281738 
2018-11-15,17110,20.409278870,1019.501281738 
2018-11-15,17110,20.351150513,1019.508117676 
2018-11-15,17110,20.324726105,1019.511352539 
2018-11-15,17110,20.298301697,1019.514770508 
2018-11-15,17110,20.271881104,1019.517517090 
2018-11-15,17110,20.271881104,1019.517517090 
2018-11-15,17110,20.298301697,1019.514770508 
2018-11-15,17110,20.361717224,1019.506591797 
2018-11-15,17110,20.435703278,1019.497558594 
2018-11-15,17110,20.451557159,1019.495788574 
2018-11-15,17110,20.451557159,1019.495788574 
2018-11-15,17110,20.393424988,1019.503112793 
2018-11-15,17110,20.319442749,1019.511657715 
2018-11-15,17110,20.250740051,1019.520263672 
2018-11-15,17110,20.250740051,1019.520263672 
2018-11-15,17110,20.256027222,1019.519287109 
2018-11-15,17110,20.303588867,1019.513916016 
2018-11-15,17110,20.335296631,1019.510009766 
2018-11-15,17111,32.849323273,1017.999877930 
2018-11-15,17112,32.955013275,1017.987304688 
2018-11-15,17113,32.965583801,1017.986083984 
2018-11-15,17114,32.981437683,1017.983947754 
2018-11-15,17115,32.997291565,1017.982055664 
2018-11-15,17116,33.002574921,1017.981262207 
2018-11-15,17117,33.213962555,1017.955810547 
2018-11-15,17118,33.272094727,1017.949157715 
2018-11-15,17119,33.298515320,1017.946105957 
2018-11-15,17120,33.361930847,1017.937988281 
2018-11-15,17121,33.430633545,1017.930175781 
2018-11-15,17122,33.430633545,1017.930175781 
2018-11-15,17123,33.420063019,1017.931396484 
2018-11-15,17124,33.404209137,1017.933471680 
2018-11-15,17125,33.388355255,1017.934936523 
2018-11-15,17126,33.388355255,1017.935302734 
2018-11-15,17127,33.383071899,1017.936035156 
2018-11-15,17128,33.383071899,1017.936035156 
2018-11-15,17129,33.351364136,1017.939392090 
2018-11-15,17130,33.340793610,1017.941162109 
2018-11-15,17130,33.340793610,1017.941162109 
2018-11-15,17131,33.346076965,1017.940002441 
2018-11-15,17132,33.351364136,1017.939758301 
2018-11-15,17133,33.393638611,1017.934509277 
2018-11-15,17134,33.430633545,1017.930053711 
2018-11-15,17135,33.430633545,1017.930053711 
2018-11-15,17136,33.335510254,1017.941284180 
2018-11-15,17137,33.150547028,1017.963928223 
2018-11-15,17138,32.949729919,1017.988159180 
2018-11-15,17139,32.600944519,1018.030151367 
2018-11-15,17140,32.289150238,1018.067871094 
2018-11-15,17141,32.009063721,1018.101501465 
2018-11-15,17142,31.829387665,1018.123168945 
2018-11-15,17143,31.612716675,1018.149353027 
2018-11-15,17144,31.475315094,1018.165771484 
2018-11-15,17145,31.311492920,1018.185485840 
2018-11-15,17145,31.068397522,1018.214660645 
2018-11-15,17146,30.751319885,1018.253234863 
2018-11-15,17147,30.439525604,1018.291015625 
2018-11-15,17148,30.122447968,1018.329162598 
2018-11-15,17149,29.879356384,1018.358276367 
2018-11-15,17150,29.747238159,1018.374145508 
2018-11-15,17151,29.673252106,1018.383117676 
2018-11-15,17152,29.673252106,1018.383117676 
2018-11-15,17153,29.667968750,1018.383728027 
2018-11-15,17154,29.667968750,1018.383728027 
2018-11-15,17155,29.588699341,1018.393249512 
2018-11-15,17156,29.409023285,1018.415222168 
2018-11-15,17157,29.155357361,1018.445922852 
2018-11-15,17158,28.790718079,1018.489868164 
2018-11-15,17159,28.389087677,1018.538269043 
2018-11-15,17160,28.008590698,1018.583862305 
2018-11-15,17160,27.749645233,1018.615417480 
2018-11-15,17161,27.543544769,1018.639770508 
2018-11-15,17162,27.448421478,1018.651245117 
2018-11-15,17163,27.353298187,1018.663208008 
2018-11-15,17164,27.237033844,1018.677124023 
2018-11-15,17165,27.030933380,1018.701538086 
2018-11-15,17166,26.724426270,1018.738769531 
2018-11-15,17167,26.370353699,1018.781433105 
2018-11-15,17168,26.079700470,1018.816894531 
2018-11-15,17169,25.820751190,1018.847717285 
2018-11-15,17170,25.651641846,1018.867919922 
2018-11-15,17171,25.588226318,1018.876037598 
2018-11-15,17172,25.588226318,1018.876037598 
2018-11-15,17173,25.593513489,1018.875183105 
2018-11-15,17174,25.593513489,1018.875183105 
2018-11-15,17175,25.593513489,1018.875183105 
2018-11-15,17175,25.593513489,1018.875488281 
2018-11-15,17176,25.567089081,1018.878662109 
2018-11-15,17177,25.540664673,1018.881896973 
2018-11-15,17178,25.530097961,1018.883178711 
2018-11-15,17179,25.514244080,1018.884765625 
2018-11-15,17180,25.508956909,1018.885803223 
2018-11-15,17181,25.508956909,1018.885803223 
2018-11-15,17182,25.519527435,1018.884033203 
2018-11-15,17183,25.556518555,1018.880065918 
