date,time,relativeAltitude,pressure
2018-11-15,17476,10.357894897,1019.127136230 
2018-11-15,17477,10.384315491,1019.124084473 
2018-11-15,17478,10.426593781,1019.119262695 
2018-11-15,17479,10.474155426,1019.113037109 
2018-11-15,17480,10.553424835,1019.103942871 
2018-11-15,17481,10.632694244,1019.093994141 
2018-11-15,17481,10.717250824,1019.083801270 
2018-11-15,17482,10.801803589,1019.073486328 
2018-11-15,17483,10.881072998,1019.064453125 
2018-11-15,17484,10.912780762,1019.060119629 
2018-11-15,17485,10.986766815,1019.051208496 
2018-11-15,17486,11.018474579,1019.047546387 
2018-11-15,17487,11.060749054,1019.042236328 
2018-11-15,17488,11.066036224,1019.041809082 
2018-11-15,17489,11.076602936,1019.040527344 
2018-11-15,17490,11.081890106,1019.039855957 
2018-11-15,17491,11.081890106,1019.039916992 
2018-11-15,17492,11.087173462,1019.039550781 
2018-11-15,17493,11.113597870,1019.036254883 
2018-11-15,17494,11.134735107,1019.033569336 
2018-11-15,17495,11.155872345,1019.030883789 
2018-11-15,17495,11.166442871,1019.029602051 
2018-11-15,17496,11.187580109,1019.026977539 
2018-11-15,17497,11.187580109,1019.026977539 
2018-11-15,17498,11.171726227,1019.028930664 
2018-11-15,17499,11.166442871,1019.029418945 
2018-11-15,17500,11.166442871,1019.029418945 
2018-11-15,17501,11.140018463,1019.032897949 
2018-11-15,17502,11.140018463,1019.032897949 
2018-11-15,17503,11.150588989,1019.031677246 
2018-11-15,17504,11.177013397,1019.028259277 
2018-11-15,17505,11.198150635,1019.025634766 
2018-11-15,17506,11.224575043,1019.022521973 
2018-11-15,17507,11.224575043,1019.022521973 
2018-11-15,17508,11.224575043,1019.022827148 
2018-11-15,17509,11.219291687,1019.023376465 
2018-11-15,17510,11.219291687,1019.023376465 
2018-11-15,17510,11.235145569,1019.021057129 
2018-11-15,17511,11.282707214,1019.015869141 
2018-11-15,17512,11.282707214,1019.015380859 
2018-11-15,17513,11.303844452,1019.013183594 
2018-11-15,17514,11.314414978,1019.011535645 
2018-11-15,17515,11.314414978,1019.011535645 
2018-11-15,17516,11.314414978,1019.011535645 
2018-11-15,17517,11.319698334,1019.011291504 
2018-11-15,17518,11.340835571,1019.008422852 
2018-11-15,17519,11.361976624,1019.006347656 
2018-11-15,17520,11.388397217,1019.002746582 
2018-11-15,17521,11.393684387,1019.002136230 
2018-11-15,17522,11.404251099,1019.000976562 
2018-11-15,17523,11.430675507,1018.997680664 
2018-11-15,17524,11.467666626,1018.993225098 
2018-11-15,17524,11.509944916,1018.988037109 
2018-11-15,17525,11.573360443,1018.980346680 
2018-11-15,17526,11.652629852,1018.970886230 
2018-11-15,17527,11.716045380,1018.963134766 
2018-11-15,17528,11.768894196,1018.956604004 
2018-11-15,17529,11.837593079,1018.948913574 
2018-11-15,17530,11.901008606,1018.941040039 
2018-11-15,17531,11.959140778,1018.933776855 
2018-11-15,17532,12.048976898,1018.923278809 
2018-11-15,17533,12.091255188,1018.917907715 
2018-11-15,17534,12.138816833,1018.912109375 
2018-11-15,17535,12.223369598,1018.902343750 
2018-11-15,17536,12.270931244,1018.896484375 
2018-11-15,17537,12.297355652,1018.892944336 
2018-11-15,17538,12.302639008,1018.892333984 
2018-11-15,17538,12.302639008,1018.892333984 
2018-11-15,17539,12.265647888,1018.896789551 
2018-11-15,17540,12.239223480,1018.900024414 
2018-11-15,17541,12.239223480,1018.900024414 
2018-11-15,17542,12.239223480,1018.900024414 
2018-11-15,17543,12.270931244,1018.896606445 
2018-11-15,17544,12.339633942,1018.888244629 
2018-11-15,17545,12.408332825,1018.879943848 
2018-11-15,17546,12.487602234,1018.870483398 
2018-11-15,17547,12.577442169,1018.859130859 
2018-11-15,17548,12.651428223,1018.850158691 
2018-11-15,17549,12.735980988,1018.840393066 
2018-11-15,17550,12.794113159,1018.833557129 
2018-11-15,17551,12.857528687,1018.825622559 
2018-11-15,17552,12.915660858,1018.818847656 
2018-11-15,17552,12.989643097,1018.809509277 
2018-11-15,17553,13.100620270,1018.796264648 
2018-11-15,17554,13.232738495,1018.780029297 
2018-11-15,17555,13.370136261,1018.763916016 
2018-11-15,17556,13.459976196,1018.752746582 
2018-11-15,17557,13.544532776,1018.742980957 
2018-11-15,17558,13.602661133,1018.735473633 
2018-11-15,17559,13.745346069,1018.718383789 
2018-11-15,17560,13.845756531,1018.706176758 
2018-11-15,17561,13.925025940,1018.696777344 
2018-11-15,17562,14.020149231,1018.684997559 
2018-11-15,17563,14.131126404,1018.671813965 
2018-11-15,17564,14.247386932,1018.657592773 
2018-11-15,17565,14.437633514,1018.635009766 
2018-11-15,17566,14.643737793,1018.610107422 
2018-11-15,17566,14.907966614,1018.578491211 
2018-11-15,17567,15.166915894,1018.547241211 
2018-11-15,17568,15.431148529,1018.514892578 
2018-11-15,17569,15.700664520,1018.482360840 
2018-11-15,17570,15.970180511,1018.450073242 
2018-11-15,17571,16.181568146,1018.424438477 
2018-11-15,17572,16.340106964,1018.405212402 
2018-11-15,17573,16.488075256,1018.387695312 
2018-11-15,17574,16.636043549,1018.369689941 
2018-11-15,17575,16.789299011,1018.351135254 
2018-11-15,17576,16.984832764,1018.327331543 
2018-11-15,17577,17.212070465,1018.300415039 
2018-11-15,17578,17.476303101,1018.268310547 
2018-11-15,17579,17.687686920,1018.243103027 
2018-11-15,17580,17.872650146,1018.220336914 
2018-11-15,17581,17.978343964,1018.207702637 
2018-11-15,17581,18.052330017,1018.198791504 
2018-11-15,17582,18.062896729,1018.197631836 
2018-11-15,17583,18.078750610,1018.195800781 
2018-11-15,17584,18.078750610,1018.195800781 
2018-11-15,17585,18.094604492,1018.193969727 
2018-11-15,17586,18.115745544,1018.191406250 
2018-11-15,17587,18.163307190,1018.185424805 
2018-11-15,17588,18.195014954,1018.181884766 
2018-11-15,17589,18.221435547,1018.178771973 
2018-11-15,17590,18.242576599,1018.176269531 
2018-11-15,17591,18.253143311,1018.174560547 
2018-11-15,17592,18.268997192,1018.172668457 
2018-11-15,17593,18.300704956,1018.169067383 
2018-11-15,17594,18.327129364,1018.165405273 
2018-11-15,17595,18.379978180,1018.159667969 
2018-11-15,17595,18.422252655,1018.153991699 
2018-11-15,17596,18.485668182,1018.146850586 
2018-11-15,17597,18.512092590,1018.143249512 
2018-11-15,17598,18.564937592,1018.136901855 
2018-11-15,17599,18.596645355,1018.133300781 
2018-11-15,17600,18.607215881,1018.131774902 
2018-11-15,17601,18.607215881,1018.131774902 
2018-11-15,17602,18.591362000,1018.133911133 
2018-11-15,17603,18.570224762,1018.136474609 
2018-11-15,17604,18.549083710,1018.138793945 
2018-11-15,17605,18.549083710,1018.138977051 
2018-11-15,17606,18.549083710,1018.138977051 
2018-11-15,17607,18.570224762,1018.136474609 
2018-11-15,17608,18.570224762,1018.136474609 
2018-11-15,17609,18.559654236,1018.137817383 
2018-11-15,17609,18.549083710,1018.139282227 
2018-11-15,17610,18.527946472,1018.141418457 
2018-11-15,17611,18.522663116,1018.142395020 
2018-11-15,17612,18.522663116,1018.142395020 
2018-11-15,17613,18.570224762,1018.136840820 
2018-11-15,17614,18.633640289,1018.128662109 
2018-11-15,17615,18.654777527,1018.126342773 
2018-11-15,17616,18.712909698,1018.119262695 
2018-11-15,17617,18.712909698,1018.119262695 
2018-11-15,17618,18.660060883,1018.125488281 
2018-11-15,17619,18.644207001,1018.127319336 
2018-11-15,17620,18.638923645,1018.128112793 
2018-11-15,17621,18.644207001,1018.127319336 
2018-11-15,17622,18.649494171,1018.126953125 
2018-11-15,17623,18.670631409,1018.124633789 
2018-11-15,17623,18.670631409,1018.124633789 
2018-11-15,17624,18.654777527,1018.126220703 
2018-11-15,17625,18.644207001,1018.127441406 
2018-11-15,17626,18.623069763,1018.130126953 
2018-11-15,17627,18.607215881,1018.131713867 
2018-11-15,17628,18.607215881,1018.131835938 
2018-11-15,17629,18.607215881,1018.131835938 
2018-11-15,17630,18.633640289,1018.129028320 
2018-11-15,17631,18.638923645,1018.128295898 
2018-11-15,17632,18.638923645,1018.127929688 
2018-11-15,17633,18.649494171,1018.126770020 
2018-11-15,17634,18.670631409,1018.124389648 
2018-11-15,17635,18.681201935,1018.122680664 
2018-11-15,17636,18.702339172,1018.120483398 
2018-11-15,17637,18.723476410,1018.118225098 
2018-11-15,17637,18.702339172,1018.120483398 
2018-11-15,17638,18.686485291,1018.122070312 
2018-11-15,17639,18.660060883,1018.125610352 
2018-11-15,17640,18.644207001,1018.127319336 
2018-11-15,17641,18.638923645,1018.128356934 
2018-11-15,17642,18.638923645,1018.128417969 
2018-11-15,17643,18.633640289,1018.128540039 
2018-11-15,17644,18.623069763,1018.130126953 
