time,altitude,latitude,longitude
27486951,32.39958953857422,36.01615421873975,129.32332852491456
27486962,32.39958953857422,36.01615394469118,129.32332918570197
27486962,32.39958953857422,36.016153944587955,129.32332918595085
27486963,32.524959564208984,36.01617175389699,129.3232185075644
27486969,32.523582458496094,36.01621972976024,129.3231361089199
27486975,32.60419464111328,36.0161831117897,129.32310173429792
27486981,32.56914138793945,36.01617171574637,129.323107829165
27486985,33.41981830596924,36.0160089502203,129.32324688861058
27486986,33.94166082382202,36.01598561865435,129.3232649689779
27486987,33.9938450756073,36.01595062130309,129.32329208952265
27486988,33.99906350078582,36.0159039581727,129.32332825022937
27486989,28.201393127441406,36.015893032406815,129.32330298701999
27486990,28.201393127441406,36.015921305160774,129.3232859015264
27486991,28.201393127441406,36.015933933511626,129.32324717758442
27486992,28.201393127441406,36.01593916073994,129.32321525014285
27486993,28.201393127441406,36.015912369687456,129.32313764108144
27486994,33.41981830596924,36.015886769262465,129.32299837049052
27486995,33.94166082382202,36.015994973903574,129.32303903323094
27486996,33.9938450756073,36.01598069852262,129.32305568610786
27486997,33.99906350078582,36.015993970150454,129.3230860341259
27486998,33.99958534330368,36.01596779676086,129.32307098536756
27486999,33.999637527555464,36.01596428117933,129.32305216185063
27487000,33.999642745980644,36.015971887040415,129.3229693185667
27487001,33.99964326782316,36.01594925968987,129.32299010230878
27487002,33.999643320007415,36.01593910671143,129.322987465101
27487003,33.99964332522584,36.01593456842765,129.3229851857504
27487004,33.999643325747684,36.01591630271207,129.32297869303727
27487005,33.999643325799866,36.015912698898966,129.32298126686973
27487006,33.99964332580508,36.015906527086436,129.32298088247654
27487007,103.48418444938103,36.015900015083936,129.32297144854388
27487008,99.4692323177088,36.01592626087905,129.32295565229734
27487009,33.99964332580561,36.015945092212,129.3229397002211
27487010,33.99964332580566,36.015949045715764,129.32292511454784
27487011,33.999643325805664,36.015957005075705,129.3229117213487
27487012,33.999643325805664,36.01596277327154,129.32289381557115
27487013,33.999643325805664,36.01596840130644,129.32287192483915
27487014,33.999643325805664,36.01598217162972,129.32285414072274
27487015,33.999643325805664,36.01599055599276,129.32284496824153
27487016,33.999643325805664,36.01599605363546,129.32283699273273
27487017,33.999643325805664,36.015996762259725,129.32283741667428
