date,time,altitude,latitude,longitude
2018-11-15,17379,8.156640900594859,36.01253598204237,129.3238225686081
2018-11-15,17380,30.954020612506525,36.0125777945236,129.3238927429668
2018-11-15,17381,35.20250140359684,36.01261486675412,129.32386956993486
2018-11-15,17382,35.66988373868732,36.01266251939912,129.3238524835622
2018-11-15,17383,35.672947884671956,36.012671883992866,129.3238017881999
2018-11-15,17384,35.971416378127834,36.01268460947644,129.32374832593493
2018-11-15,17385,36.306470289241005,36.012688022357935,129.32371326376523
2018-11-15,17386,36.55612138652908,36.01270418087332,129.32372092855297
2018-11-15,17387,36.479064706707106,36.0127012443649,129.3237179154758
2018-11-15,17388,36.5003972772503,36.01270846775177,129.32373107666953
2018-11-15,17389,36.39384141687298,36.01270490049569,129.3237220125889
2018-11-15,17390,36.45348116469756,36.012669709500656,129.32373393554548
2018-11-15,17391,36.49620127351321,36.012678548971586,129.3237649814291
2018-11-15,17392,36.27065646615747,36.01267523987336,129.32376973735052
2018-11-15,17393,36.22800387140823,36.01268361894257,129.32374433762033
2018-11-15,17394,36.361181010004586,36.0126781929904,129.32372463162088
2018-11-15,17395,36.51977574717966,36.01267811160126,129.3237205216843
2018-11-15,17396,36.562531125438184,36.01266882039126,129.3237149479108
2018-11-15,17397,36.633026756037474,36.012656427356156,129.32371254420133
2018-11-15,17398,36.695807901739,36.01264953906234,129.32371469162126
2018-11-15,17399,36.71048712409724,36.01264759431084,129.32370829766265
2018-11-15,17400,36.75969064203619,36.01264425141382,129.32371866888232
2018-11-15,17401,36.708233964411136,36.012638560411,129.32372124498508
2018-11-15,17402,36.70483580946602,36.01263617922743,129.32371672446158
2018-11-15,17403,36.74150275361506,36.01263635209694,129.32370438446168
2018-11-15,17404,36.8245731345534,36.01265214304442,129.32367306484554
2018-11-15,17405,36.98467002860427,36.01266119254944,129.32365626318997
2018-11-15,17406,37.08023103331697,36.01266109308857,129.32365396709537
2018-11-15,17407,37.10498946533121,36.01266168263583,129.32364253643442
2018-11-15,17408,37.179624884948645,36.01267062106886,129.3236327061062
2018-11-15,17409,37.22182925637817,36.01268355375516,129.32361336792096
2018-11-15,17410,37.30945995658264,36.01269884162785,129.32358528914406
2018-11-15,17411,37.534303501456606,36.01270654254287,129.32357462168827
2018-11-15,17412,37.63552549632486,36.012710718885764,129.32354878248702
2018-11-15,17413,37.88327167347282,36.01271702242129,129.3235383572334
2018-11-15,17414,37.9889571646007,36.012726824916996,129.3235289925741
2018-11-15,17415,38.05879008749279,36.01273049738599,129.32352673022763
2018-11-15,17416,38.0758636355193,36.01272753279665,129.32352098598602
2018-11-15,17417,38.143011740444024,36.012723886220485,129.32351454271517
2018-11-15,17418,38.22416922366598,36.01271829797483,129.32350630516905
2018-11-15,17419,38.33046154669521,36.01270743292322,129.32349443607163
2018-11-15,17420,38.49165840595126,36.01269015141051,129.32348214071087
2018-11-15,17421,38.6832812504462,36.01268118032302,129.32347043860526
2018-11-15,17422,38.84525550083808,36.01267691067239,129.32344311301935
2018-11-15,17423,39.14089018173664,36.01267605206897,129.323423639223
2018-11-15,17424,39.3625221312718,36.012670059380774,129.32340760732578
2018-11-15,17425,39.559930992729235,36.01264266458409,129.32339313730387
