,index,Unnamed: 0,time,altitude,latitude,longitude
0,0,0.0,27416970.0,49.28307342529297,36.012102291871145,129.3223081952889
1,381,0.018518518518518517,27416971.0,49.28307342529297,36.01211587383437,129.3222991943009
2,382,0.037037037037037035,27416972.0,49.28307342529297,36.0121294557976,129.32229019331294
3,383,0.05555555555555555,27416973.0,49.28307342529297,36.01214303776082,129.32228119232494
4,384,0.07407407407407407,27416974.0,49.28307342529297,36.012156619724045,129.32227219133694
5,385,0.09259259259259259,27416975.0,49.28307342529297,36.012170201687276,129.32226319034893
6,386,0.1111111111111111,27416976.0,49.28307342529297,36.0121837836505,129.32225418936096
7,387,0.12962962962962962,27416977.0,49.28307342529297,36.01219736561372,129.32224518837296
8,388,0.14814814814814814,27416978.0,49.28307342529297,36.01221094757695,129.32223618738496
9,389,0.16666666666666666,27416979.0,49.28307342529297,36.01222452954018,129.32222718639696
10,390,0.18518518518518517,27416980.0,49.28307342529297,36.0122381115034,129.32221818540899
11,391,0.2037037037037037,27416981.0,49.28307342529297,36.012251693466624,129.32220918442098
12,392,0.2222222222222222,27416982.0,49.28307342529297,36.012265275429854,129.32220018343298
13,393,0.24074074074074073,27416983.0,49.28307342529297,36.01227885739308,129.32219118244498
14,394,0.25925925925925924,27416984.0,49.28307342529297,36.0122924393563,129.322182181457
15,395,0.2777777777777778,27416985.0,49.28307342529297,36.01230602131953,129.322173180469
16,396,0.2962962962962963,27416986.0,49.28307342529297,36.012319603282755,129.322164179481
17,397,0.31481481481481477,27416987.0,49.28307342529297,36.01233318524598,129.322155178493
18,398,0.3333333333333333,27416988.0,49.28307342529297,36.01234676720921,129.32214617750503
19,399,0.35185185185185186,27416989.0,49.28307342529297,36.01236034917243,129.32213717651703
20,400,0.37037037037037035,27416990.0,49.28307342529297,36.012373931135656,129.32212817552903
21,401,0.38888888888888884,27416991.0,49.28307342529297,36.012387513098886,129.32211917454103
22,402,0.4074074074074074,27416992.0,49.28307342529297,36.01240109506211,129.32211017355306
23,403,0.42592592592592593,27416993.0,49.28307342529297,36.01241467702533,129.32210117256506
24,404,0.4444444444444444,27416994.0,49.28307342529297,36.012428258988564,129.32209217157705
25,405,0.4629629629629629,27416995.0,49.28307342529297,36.01244184095179,129.32208317058905
26,406,0.48148148148148145,27416996.0,49.28307342529297,36.01245542291501,129.32207416960108
27,407,0.5,27416997.0,49.28307342529297,36.01246900487824,129.32206516861308
28,408,0.5185185185185185,27416998.0,49.28307342529297,36.012482586841465,129.32205616762508
29,409,0.537037037037037,27416999.0,49.28307342529297,36.01249616880469,129.3220471666371
30,410,0.5555555555555556,27417000.0,49.28307342529297,36.01250975076791,129.3220381656491
31,411,0.5740740740740741,27417001.0,49.28307342529297,36.01252333273114,129.3220291646611
32,412,0.5925925925925926,27417002.0,49.28307342529297,36.012536914694365,129.3220201636731
33,413,0.611111111111111,27417003.0,49.28307342529297,36.01255049665759,129.32201116268513
34,414,0.6296296296296295,27417004.0,49.28307342529297,36.01256407862082,129.32200216169713
35,415,0.6481481481481481,27417005.0,49.28307342529297,36.01257766058404,129.32199316070913
36,416,0.6666666666666666,27417006.0,49.28307342529297,36.012591242547266,129.32198415972113
37,417,0.6851851851851851,27417007.0,49.28307342529297,36.0126048245105,129.32197515873315
38,418,0.7037037037037037,27417008.0,49.28307342529297,36.01261840647372,129.32196615774515
39,419,0.7222222222222222,27417009.0,49.28307342529297,36.012631988436944,129.32195715675715
40,420,0.7407407407407407,27417010.0,49.28307342529297,36.012645570400174,129.32194815576915
41,421,0.7592592592592592,27417011.0,49.28307342529297,36.0126591523634,129.32193915478118
42,422,0.7777777777777777,27417012.0,49.28307342529297,36.01267273432662,129.32193015379318
43,423,0.7962962962962963,27417013.0,49.28307342529297,36.01268631628985,129.32192115280517
44,424,0.8148148148148148,27417014.0,49.28307342529297,36.012699898253075,129.32191215181717
45,425,0.8333333333333333,27417015.0,49.28307342529297,36.0127134802163,129.3219031508292
46,426,0.8518518518518519,27417016.0,49.28307342529297,36.01272706217952,129.3218941498412
47,427,0.8703703703703703,27417017.0,49.28307342529297,36.01274064414275,129.3218851488532
48,428,0.8888888888888888,27417018.0,49.28307342529297,36.012754226105976,129.3218761478652
49,429,0.9074074074074073,27417019.0,49.28307342529297,36.0127678080692,129.32186714687722
50,430,0.9259259259259258,27417020.0,49.28307342529297,36.01278139003243,129.32185814588922
51,431,0.9444444444444444,27417021.0,49.28307342529297,36.01279497199565,129.32184914490122
52,432,0.9629629629629629,27417022.0,49.28307342529297,36.01280855395888,129.32184014391322
53,433,0.9814814814814814,27417023.0,49.28307342529297,36.01282213592211,129.32183114292525
54,1,1.0,27417024.0,49.28307342529297,36.01283571788533,129.32182214193725
55,2,2.0,27417025.0,48.99927520751953,36.01193121274625,129.32218173287131
56,434,2.1666666666666665,27417026.0,48.95036824544271,36.01193826301929,129.32218484057907
57,435,2.3333333333333335,27417027.0,48.90146128336588,36.01194531329234,129.32218794828682
58,436,2.5,27417028.0,48.85255432128906,36.01195236356538,129.32219105599458
59,437,2.6666666666666665,27417029.0,48.80364735921224,36.01195941383842,129.32219416370233
60,438,2.833333333333333,27417030.0,48.754740397135414,36.01196646411147,129.3221972714101
61,3,3.0,27417031.0,48.705833435058594,36.01197351438451,129.32220037911785
62,439,3.1666666666666665,27417032.0,48.70786221822103,36.01197380605423,129.3221923090236
63,440,3.3333333333333335,27417033.0,48.70989100138346,36.01197409772395,129.32218423892934
64,441,3.5,27417034.0,48.7119197845459,36.01197438939367,129.32217616883509
65,442,3.6666666666666665,27417035.0,48.713948567708336,36.011974681063386,129.3221680987408
