,index,Unnamed: 0,time,relativeAltitude,pressure
0,0,0,27492983,0.0,1018.109436035
1,1,1,27492984,-0.100410461,1018.121459961
2,2,2,27492985,-0.169109344,1018.1297607419999
3,3,3,27492986,-0.169109344,1018.1297607419999
4,4,4,27492987,-0.08455658,1018.119750977
5,5,5,27492988,0.0,1018.109436035
6,6,6,27492989,0.021137238,1018.10736084
7,7,7,27492990,0.026420593,1018.106750488
8,8,8,27492991,0.073982239,1018.100952148
9,9,9,27492992,0.121547699,1018.095031738
10,10,10,27492993,0.206100464,1018.084777832
11,11,11,27492994,0.301223755,1018.073181152
12,12,12,27492995,0.480899811,1018.051696777
13,13,13,27492996,0.6975708009999999,1018.025268555
14,14,14,27492997,0.930095673,1017.997375488
15,15,15,27492998,1.310590744,1017.9516906739999
16,16,16,27492999,1.659374237,1017.9098510739999
17,17,17,27493000,1.860191345,1017.8851928710001
18,18,18,27493001,2.071578979,1017.8601074219999
19,19,19,27493002,2.261825562,1017.836975098
20,20,20,27493003,2.494350433,1017.80871582
21,21,21,27493004,2.7744331360000003,1017.77520752
22,22,22,27493005,3.065090179,1017.740112305
23,23,23,27493006,3.3398895260000003,1017.706787109
24,24,24,27493007,3.577701569,1017.678527832
25,25,25,27493008,3.752094269,1017.6573486330001
26,26,26,27493009,3.900062561,1017.639648438
27,27,27,27493010,4.037464142,1017.623046875
28,28,28,27493011,4.206573486,1017.6026611330001
29,29,29,27493012,4.396820068,1017.579833984
30,30,30,27493013,4.750890732,1017.5368347169999
31,31,31,27493014,5.110244751000001,1017.493347168
32,32,32,27493015,5.3269157410000005,1017.4676513669999
33,33,33,27493016,5.496025085,1017.447387695
34,34,34,27493017,5.66513443,1017.4266357419999
35,35,35,27493018,5.8553810120000005,1017.4038085939999
36,36,36,27493019,6.040340424,1017.3817138669999
37,37,37,27493020,6.241157532000001,1017.357421875
38,38,38,27493021,6.489536285,1017.3273925780001
39,39,39,27493022,6.743198395,1017.2963867189999
40,40,40,27493023,6.9704399110000015,1017.269592285
41,41,41,27493024,7.171253204,1017.245117188
42,42,42,27493025,7.324508667000001,1017.226318359
43,43,43,27493026,7.43548584,1017.213134766
44,44,44,27493027,7.477764129500001,1017.2084350585001
45,45,45,27493028,7.483047485,1017.207641602
46,46,46,27493029,7.483047485,1017.207641602
47,47,47,27493030,7.483047485,1017.207641602
48,48,48,27493031,7.4936180110000015,1017.2065429689999
49,49,49,27493032,7.557033539,1017.198608398
50,50,50,27493033,7.61516571,1017.1917114260001
51,51,51,27493034,7.673294067,1017.1844482419999
52,52,52,27493035,7.689147949,1017.182556152
53,53,53,27493036,7.689147949,1017.182556152
54,54,54,27493037,7.673294067,1017.184570312
55,55,55,27493038,7.65215683,1017.18737793
56,56,56,27493039,7.631019592,1017.18939209
57,57,57,27493040,7.631019592,1017.190002441
58,58,58,27493041,7.631019592,1017.18939209
59,59,59,27493042,7.641586304,1017.188415527
60,60,60,27493043,7.620449066,1017.1906738280001
61,61,61,27493044,7.557033539,1017.1987304689999
62,62,62,27493045,7.551750182999999,1017.19921875
63,63,63,27493046,7.541179657000001,1017.200805664
