,index,Unnamed: 0,time,relativeAltitude,pressure
0,0,0.0,27486963.0,0.0,1021.967163086
1,1,1.0,27486964.0,-0.026420593,1021.970825195
2,2,2.0,27486965.0,-0.058128357,1021.97442627
3,3,3.0,27486966.0,-0.058128357,1021.97442627
4,4,4.0,27486967.0,-0.163818359,1021.987609863
5,5,5.0,27486968.0,-0.163818359,1021.987609863
6,6,6.0,27486969.0,-0.385772705,1022.014465332
7,7,7.0,27486970.0,-0.507324219,1022.028747559
8,8,8.0,27486971.0,-0.560165405,1022.034912109
9,9,9.0,27486972.0,-1.025215149,1022.091674805
10,10,10.0,27486973.0,-1.157333374,1022.107543945
11,11,11.0,27486974.0,-1.326438904,1022.1280517580001
12,12,12.0,27486975.0,-1.405708313,1022.137512207
13,13,13.0,27486976.0,-1.437416077,1022.141174316
14,14,14.0,27486977.0,-1.4902648930000002,1022.1479492189999
15,15,15.0,27486978.0,-1.4902648930000002,1022.1479492189999
16,16,16.0,27486979.0,-1.5272560119999998,1022.1522216794999
17,17,17.0,27486980.0,-1.532539368,1022.152709961
18,18,18.0,27486981.0,-1.521972656,1022.1518554689999
19,19,19.0,27486982.0,-1.521972656,1022.151733398
20,20,20.0,27486983.0,-1.516685486,1022.151184082
21,21,21.0,27486984.0,-1.500831604,1022.149047852
22,22,22.0,27486985.0,-1.4849777219999998,1022.1472167969999
23,23,23.0,27486986.0,-1.4796981809999998,1022.146362305
24,24,24.0,27486987.0,-1.4796981809999998,1022.146362305
25,25,25.0,27486988.0,-1.521972656,1022.1516113280001
26,26,26.0,27486989.0,-1.532539368,1022.153259277
27,27,27.0,27486990.0,-1.55896759,1022.156311035
28,28,28.0,27486991.0,-1.569534302,1022.1571044919999
29,29,29.0,27486992.0,-1.569534302,1022.1571044919999
30,30,30.0,27486993.0,-1.569534302,1022.1571044919999
31,31,31.0,27486994.0,-1.516685486,1022.150970459
32,32,32.0,27486995.0,-1.4796981809999998,1022.146118164
33,33,33.0,27486996.0,-1.3898544309999998,1022.135925293
34,34,34.0,27486997.0,-1.29473114,1022.124389648
35,35,35.0,27486998.0,-1.20489502,1022.113525391
36,36,36.0,27486999.0,-1.146766663,1022.106262207
37,37,37.0,27487000.0,-1.099205017,1022.1007080080001
38,38,38.0,27487001.0,-1.099205017,1022.1007080080001
39,39,39.0,27487002.0,-1.099205017,1022.100769043
40,40,40.0,27487003.0,-1.12562561,1022.10357666
41,41,41.0,27487004.0,-1.146766663,1022.1059570310001
42,42,42.0,27487005.0,-1.146766663,1022.106384277
43,43,43.0,27487006.0,-1.162620544,1022.108215332
44,44,44.0,27487007.0,-1.183753967,1022.110534668
45,45,45.0,27487008.0,-1.189041138,1022.111083984
46,46,46.0,27487009.0,-1.231315613,1022.116638184
47,47,47.0,27487010.0,-1.220748901,1022.115478516
48,48,48.0,27487011.0,-1.220748901,1022.115478516
49,49,49.0,27487012.0,-1.220748901,1022.11541748
50,50,50.0,27487013.0,-1.20489502,1022.11328125
51,51,51.0,27487014.0,-1.20489502,1022.11328125
52,52,52.0,27487015.0,-1.20489502,1022.11328125
53,53,53.0,27487016.0,-1.20489502,1022.113037109
54,54,54.0,27487017.0,-1.20489502,1022.113037109
55,55,55.0,27487018.0,-1.252456665,1022.119140625
56,56,56.0,27487019.0,-1.368721008,1022.1332397460001
57,57,57.0,27487020.0,-1.405708313,1022.137329102
58,58,58.0,27487021.0,-1.55896759,1022.156311035
59,59,59.0,27487022.0,-1.696365356,1022.1729736330001
60,60,60.0,27487023.0,-1.706939697,1022.1741333010001
61,61,61.0,27487024.0,-1.772994995,1022.182006836
62,62,62.0,27487025.0,-1.828483582,1022.188659668
63,63,63.0,27487026.0,-1.833770752,1022.18939209
64,64,64.0,27487027.0,-1.833770752,1022.18939209
65,65,65.0,27487028.0,-1.833770752,1022.18939209
66,66,66.0,27487029.0,-1.823196411,1022.188110352
67,67,67.0,27487030.0,-1.765068054,1022.1807861330001
68,68,68.0,27487031.0,-1.648803711,1022.1671142580001
69,69,69.0,27487032.0,-1.6118087769999998,1022.162475586
70,70,70.0,27487033.0,-1.437416077,1022.141174316
71,71,71.0,27487034.0,-1.21018219,1022.1141357419999
72,72,72.0,27487035.0,-1.083351135,1022.0988769530001
73,73,73.0,27487036.0,-0.961799622,1022.08404541
74,74,74.0,27487037.0,-0.787406921,1022.062866211
75,75,75.0,27487038.0,-0.787406921,1022.062683105
76,76,76.0,27487039.0,-0.6341552735,1022.044281006
77,77,77.0,27487040.0,-0.5020370479999999,1022.0280761719999
78,78,78.0,27487041.0,-0.454475403,1022.0227050780001
79,79,79.0,27487042.0,-0.322357178,1022.0061645510001
80,80,80.0,27487043.0,-0.301223755,1022.00390625
81,81,81.0,27487044.0,-0.285369873,1022.002075195
82,82,82.0,27487045.0,-0.232521057,1021.995300293
83,83,83.0,27487046.0,-0.14268493699999998,1021.9848632810001
84,84,84.0,27487047.0,-0.015853882,1021.969726562
85,85,85.0,27487048.0,0.026428223,1021.9644165039999
86,86,86.0,27487049.0,0.290657043,1021.9324951169999
87,510,86.14285714285714,27487050.0,0.37002100225,1021.9228886194463
88,511,86.28571428571429,27487051.0,0.44938496150000007,1021.9132821218928
89,512,86.42857142857143,27487052.0,0.52874892075,1021.9036756243393
90,513,86.57142857142857,27487053.0,0.6081128800000001,1021.8940691267857
91,514,86.71428571428571,27487054.0,0.6874768392500001,1021.8844626292321
92,515,86.85714285714286,27487055.0,0.7668407985000001,1021.8748561316786
93,87,87.0,27487056.0,0.84620475775,1021.865249634125
94,88,88.0,27487057.0,1.3792953490000002,1021.800842285
95,89,89.0,27487058.0,1.4849853519999998,1021.7879638669999
96,90,90.0,27487059.0,1.564254761,1021.7785644530001
97,91,91.0,27487060.0,1.701660156,1021.76171875
98,92,92.0,27487061.0,1.833770752,1021.7456665039999
99,93,93.0,27487062.0,1.865478516,1021.7418823239999
100,94,94.0,27487063.0,1.934181213,1021.733459473
101,95,95.0,27487064.0,2.055725098,1021.719116211
102,96,96.0,27487065.0,2.087432861,1021.71496582
103,97,97.0,27487066.0,2.171989441,1021.705200195
104,98,98.0,27487067.0,2.304107666,1021.688903809
105,99,99.0,27487068.0,2.436218262,1021.672668457
106,100,100.0,27487069.0,2.610610962,1021.6516723635001
107,101,101.0,27487070.0,2.779724121,1021.6311645510001
108,102,102.0,27487071.0,2.869560242,1021.6206054689999
109,103,103.0,27487072.0,2.932975769,1021.6125488280001
110,104,104.0,27487073.0,3.001678467,1021.604309082
111,105,105.0,27487074.0,3.054527283,1021.5981445310001
112,106,106.0,27487075.0,3.065093994,1021.596618652
113,107,107.0,27487076.0,3.102088928,1021.5925292969999
114,108,108.0,27487077.0,3.133796692,1021.588500977
115,109,109.0,27487078.0,3.181358337,1021.5827636719999
116,110,110.0,27487079.0,3.244773865,1021.574768066
117,111,111.0,27487080.0,3.334609985,1021.564331055
118,112,112.0,27487081.0,3.392738342,1021.5570678710001
119,113,113.0,27487082.0,3.440299988,1021.551757812
120,114,114.0,27487083.0,3.46672821,1021.548461914
121,115,115.0,27487084.0,3.4693679805,1021.54800415
122,116,116.0,27487085.0,3.503715515,1021.543945312
123,117,117.0,27487086.0,3.530143738,1021.5405883789999
124,118,118.0,27487087.0,3.535423279,1021.539672852
125,119,119.0,27487088.0,3.561851501,1021.536743164
126,120,120.0,27487089.0,3.593559265,1021.533081055
127,121,121.0,27487090.0,3.593559265,1021.533081055
128,122,122.0,27487091.0,3.561851501,1021.5368041989999
129,123,123.0,27487092.0,3.498435974,1021.54473877
130,124,124.0,27487093.0,3.4244461060000004,1021.553283691
131,125,125.0,27487094.0,3.276481628,1021.5715332030001
132,126,126.0,27487095.0,3.197212219,1021.580749512
133,127,127.0,27487096.0,3.1443634030000003,1021.587280273
134,128,128.0,27487097.0,3.107368469,1021.591796875
135,129,129.0,27487098.0,3.059806824,1021.5973510739999
136,130,130.0,27487099.0,2.9118385315,1021.6154785155001
137,131,131.0,27487100.0,2.716308594,1021.638793945
138,132,132.0,27487101.0,2.541915894,1021.660217285
139,133,133.0,27487102.0,2.415084839,1021.675537109
140,134,134.0,27487103.0,2.309387207,1021.688171387
141,135,135.0,27487104.0,2.24597168,1021.6958007810001
142,136,136.0,27487105.0,2.171989441,1021.705078125
143,137,137.0,27487106.0,2.124427795,1021.7102050780001
144,138,138.0,27487107.0,2.055725098,1021.718994141
145,139,139.0,27487108.0,1.971176147,1021.729064941
146,140,140.0,27487109.0,1.897186279,1021.7377929689999
147,141,141.0,27487110.0,1.802062988,1021.749755859
148,142,142.0,27487111.0,1.722793579,1021.7589111330001
149,143,143.0,27487112.0,1.659378052,1021.766967773
150,144,144.0,27487113.0,1.537834167,1021.7815551760001
151,145,145.0,27487114.0,1.432136536,1021.7944946289999
152,146,146.0,27487115.0,1.3185195925,1021.8079528805
153,147,147.0,27487116.0,1.247177124,1021.816955566
154,148,148.0,27487117.0,1.247177124,1021.816955566
155,149,149.0,27487118.0,1.284172058,1021.8120117189999
156,150,150.0,27487119.0,1.284172058,1021.8120117189999
157,151,151.0,27487120.0,1.247177124,1021.816345215
158,152,152.0,27487121.0,1.194328308,1021.822875977
159,153,153.0,27487122.0,1.078071594,1021.8371582030001
160,154,154.0,27487123.0,0.924812317,1021.855529785
161,155,155.0,27487124.0,0.7662734990000001,1021.87487793
162,156,156.0,27487125.0,0.628875732,1021.8913574219999
163,157,157.0,27487126.0,0.502044678,1021.906860352
164,158,158.0,27487127.0,0.375213623,1021.922119141
165,159,159.0,27487128.0,0.26423645,1021.93548584
166,160,160.0,27487129.0,0.1743927,1021.946289062
167,161,161.0,27487130.0,0.052848815499999986,1021.961151123
168,162,162.0,27487131.0,-0.068695068,1021.9757080080001
169,163,163.0,27487132.0,-0.15325164800000002,1021.985961914
170,164,164.0,27487133.0,-0.216667175,1021.9937133789999
171,165,165.0,27487134.0,-0.269515991,1022.00012207
172,166,166.0,27487135.0,-0.317077637,1022.005859375
173,167,167.0,27487136.0,-0.375205994,1022.012634277
174,168,168.0,27487137.0,-0.422767639,1022.0184326169999
175,169,169.0,27487138.0,-0.486183167,1022.0261230469999
176,170,170.0,27487139.0,-0.5495986939999999,1022.0343017580001
177,171,171.0,27487140.0,-0.634155273,1022.044372559
178,172,172.0,27487141.0,-0.718711853,1022.05456543
179,173,173.0,27487142.0,-0.850822449,1022.070373535
180,174,174.0,27487143.0,-0.961799622,1022.0836791989999
181,175,175.0,27487144.0,-1.072776794,1022.09753418
182,176,176.0,27487145.0,-1.157333374,1022.107177734
183,177,177.0,27487146.0,-1.2313194275,1022.1166992189999
184,178,178.0,27487147.0,-1.263023376,1022.120117188
185,179,179.0,27487148.0,-1.29473114,1022.124084473
