,index,Unnamed: 0,time,relativeAltitude,pressure
0,0,0,27398317,0.0,1020.367431641
1,1,1,27398318,-0.063415527,1020.375366211
2,2,2,27398319,-0.116260529,1020.3817138669999
3,3,3,27398320,-0.126831055,1020.383361816
4,4,4,27398321,-0.1743927,1020.388793945
5,5,5,27398322,-0.17967605600000006,1020.3895263669999
6,6,6,27398323,-0.17967605600000006,1020.3895263669999
7,7,7,27398324,-0.163822174,1020.387512207
8,8,8,27398325,-0.0634155275,1020.3753967285
9,9,9,27398326,0.021141052,1020.365234375
10,10,10,27398327,0.063415527,1020.360046387
11,11,11,27398328,0.063415527,1020.360046387
12,12,12,27398329,-0.015853882,1020.3698730469999
13,13,13,27398330,-0.15325164800000002,1020.38659668
14,14,14,27398331,-0.364639282,1020.4116210939999
15,15,15,27398332,-0.549602509,1020.4340820310001
16,16,16,27398333,-0.6975708009999999,1020.4520263669999
17,17,17,27398334,-0.824401855,1020.467468262
18,18,18,27398335,-0.856109619,1020.471313477
19,19,19,27398336,-0.967086792,1020.4848632810001
20,20,20,27398337,-1.078063965,1020.498291016
21,21,21,27398338,-1.231319427,1020.5167236330001
22,22,22,27398339,-1.37928772,1020.5346679689999
23,23,23,27398340,-1.566894531,1020.5571594239999
24,24,24,27398341,-1.664661407,1020.5692138669999
25,25,25,27398342,-1.759784698,1020.5805664060001
26,26,26,27398343,-1.870761871,1020.593811035
27,27,27,27398344,-1.923606873,1020.600219727
28,28,28,27398345,-1.9870223999999999,1020.607788086
29,29,29,27398346,-2.0134468080000003,1020.611328125
30,30,30,27398347,-2.097999573,1020.6213989260001
31,31,31,27398348,-2.103286743,1020.6215820310001
32,32,32,27398349,-2.177268982,1020.6305541989999
33,33,33,27398350,-2.224830627,1020.63684082
34,34,34,27398351,-2.288246155,1020.64440918
35,35,35,27398352,-2.304100037,1020.646606445
36,36,36,27398353,-2.304100037,1020.646606445
37,37,37,27398354,-2.314670563,1020.6477050780001
38,38,38,27398355,-2.325241089,1020.6487426760001
39,39,39,27398356,-2.3807277680000003,1020.655578613
40,40,40,27398357,-2.409793854,1020.659240723
41,41,41,27398358,-2.409793854,1020.659240723
42,42,42,27398359,-2.388656616,1020.65625
43,43,43,27398360,-2.3358078,1020.6499023439999
44,44,44,27398361,-2.277679443,1020.6430664060001
45,45,45,27398362,-2.277679443,1020.64276123
46,46,46,27398363,-2.267108917,1020.6414794919999
47,47,47,27398364,-2.24597168,1020.6391601560001
48,48,48,27398365,-2.24597168,1020.6391601560001
49,49,49,27398366,-2.282962799,1020.643371582
50,50,50,27398367,-2.351661682,1020.651977539
51,51,51,27398368,-2.467926025,1020.666259766
52,52,52,27398369,-2.642318726,1020.687133789
53,53,53,27398370,-2.837848663,1020.710754395
54,54,54,27398371,-2.9197616575,1020.7206726075
55,55,55,27398372,-2.94354248,1020.7235107419999
56,56,56,27398373,-2.938259125,1020.722900391
57,57,57,27398374,-2.938259125,1020.72277832
58,58,58,27398375,-2.938259125,1020.72265625
59,59,59,27398376,-2.922405243,1020.7211914060001
60,60,60,27398377,-2.917118073,1020.7202758789999
61,61,61,27398378,-2.9065513610000004,1020.7192382810001
62,62,62,27398379,-2.885410309,1020.7163085939999
63,63,63,27398380,-2.853702545,1020.7125854489999
64,64,64,27398381,-2.8167114260000004,1020.7082519530001
65,65,65,27398382,-2.795574188,1020.705322266
66,66,66,27398383,-2.748012543,1020.699829102
67,67,67,27398384,-2.689880371,1020.692687988
68,68,68,27398385,-2.652889252,1020.6883544919999
69,69,69,27398386,-2.5683326720000004,1020.677856445
70,70,70,27398387,-2.457355499,1020.664733887
71,71,71,27398388,-2.37808609,1020.654968262
72,72,72,27398389,-2.267108917,1020.6417236330001
73,73,73,27398390,-2.124423981,1020.624389648
74,74,74,27398391,-1.981739044,1020.6069946289999
75,75,75,27398392,-1.839054108,1020.590087891
76,76,76,27398393,-1.733360291,1020.5772705080001
77,77,77,27398394,-1.632953644,1020.565246582
78,78,78,27398395,-1.532543182,1020.552978516
79,79,79,27398396,-1.447990417,1020.542724609
80,80,80,27398397,-1.326442719,1020.5281982419999
81,81,81,27398398,-1.194328308,1020.5120239260001
82,82,82,27398399,-1.03578949,1020.4930419919999
83,83,83,27398400,-0.903671265,1020.47668457
84,84,84,27398401,-0.6288700105,1020.4435424805
85,85,85,27398402,-0.449192047,1020.421813965
86,86,86,27398403,-0.35406875600000004,1020.410400391
87,87,87,27398404,-0.227237701,1020.395446777
88,88,88,27398405,-0.17967605600000006,1020.389343262
89,89,89,27398406,-0.036991119,1020.3719482419999
90,90,90,27398407,0.126831055,1020.352478027
91,91,91,27398408,0.338218689,1020.3269042969999
92,92,92,27398409,0.570743561,1020.299072266
93,93,93,27398410,0.8085517879999999,1020.2702636719999
94,94,94,27398411,1.056930542,1020.239868164
95,95,95,27398412,1.284168243,1020.212524414
96,96,96,27398413,1.51140976,1020.184997559
97,97,97,27398414,1.743930817,1020.1569824219999
98,98,98,27398415,2.1032886505,1020.113830566
99,99,99,27398416,2.483783722,1020.0676269530001
100,100,100,27398417,2.748012543,1020.0360107419999
101,101,101,27398418,2.996391296,1020.0055541989999
102,102,102,27398419,3.234199524,1019.977172852
103,103,103,27398420,3.45615387,1019.950256348
104,104,104,27398421,3.67282486,1019.923828125
105,105,105,27398422,3.884212494,1019.89831543
106,106,106,27398423,4.100883484,1019.8727416989999
107,107,107,27398424,4.3122673030000005,1019.847045898
108,108,108,27398425,4.518367767,1019.822021484
109,109,109,27398426,4.735038757,1019.795837402
110,110,110,27398427,4.941139221,1019.7707519530001
111,111,111,27398428,5.173664093,1019.743103027
112,112,112,27398429,5.400901794,1019.7156982419999
113,113,113,27398430,5.728549957,1019.675720215
114,114,114,27398431,6.061481476,1019.6359863280001
115,115,115,27398432,6.267585754,1019.6108398439999
116,116,116,27398433,6.473686217999999,1019.586181641
117,117,117,27398434,6.674499512000001,1019.5614013669999
118,118,118,27398435,6.885887146,1019.5362548830001
119,119,119,27398436,7.09198761,1019.5114135739999
120,120,120,27398437,7.298088074,1019.486083984
121,121,121,27398438,7.52532959,1019.458740234
122,122,122,27398439,7.736713409,1019.43347168
123,123,123,27398440,7.942813872999999,1019.40826416
124,124,124,27398441,8.138347626,1019.38470459
125,125,125,27398442,8.34444809,1019.3601074219999
126,126,126,27398443,8.550548552999999,1019.335327148
127,127,127,27398444,8.767219543,1019.309143066
128,128,128,27398445,9.094867706,1019.2695007325
129,129,129,27398446,9.433082581,1019.228881836
130,130,130,27398447,9.644470215,1019.203186035
131,131,131,27398448,9.871707916,1019.175537109
132,132,132,27398449,10.125370026,1019.1453857419999
133,133,133,27398450,10.384319305,1019.113647461
134,134,134,27398451,10.632698058999999,1019.083740234
135,135,135,27398452,10.912780762,1019.0499267580001
136,136,136,27398453,11.187583923,1019.017211914
137,137,137,27398454,11.430675507,1018.987365723
138,138,138,27398455,11.684341430999998,1018.956787109
139,139,139,27398456,11.922149658,1018.9284667969999
140,140,140,27398457,12.080688477,1018.9090576169999
141,141,141,27398458,12.207519530999999,1018.8941040039999
142,142,142,27398459,12.321138382000001,1018.8801269535
143,143,143,27398460,12.376628876,1018.873291016
144,144,144,27398461,12.450611115,1018.864624023
145,145,145,27398462,12.49817276,1018.8586425780001
146,146,146,27398463,12.556304932,1018.85168457
147,147,147,27398464,12.625003815,1018.843139648
148,148,148,27398465,12.71484375,1018.8323364260001
149,149,149,27398466,12.794113159,1018.822875977
150,150,150,27398467,12.910377502000001,1018.809204102
151,151,151,27398468,13.005500793,1018.7973632810001
152,152,152,27398469,13.121761322000001,1018.7835083010001
153,153,153,27398470,13.238021851,1018.76953125
154,154,154,27398471,13.35956955,1018.7550048830001
155,155,155,27398472,13.475833892999999,1018.7410888669999
156,156,156,27398473,13.607948302999999,1018.7250976560001
157,157,157,27398474,13.827260971,1018.6981201169999
158,158,158,27398475,14.083564758,1018.667724609
159,159,159,27398476,14.263244629,1018.645690918
160,160,160,27398477,14.448207855,1018.62310791
161,161,161,27398478,14.601459503,1018.604675293
162,162,162,27398479,14.759998322000001,1018.5855102539999
163,163,163,27398480,14.92382431,1018.566162109
164,164,164,27398481,15.061225891,1018.5496826169999
165,165,165,27398482,15.198623657,1018.5327148439999
166,166,166,27398483,15.346595764000002,1018.515075684
167,167,167,27398484,15.473426819,1018.499450684
168,168,168,27398485,15.600257874,1018.48449707
169,169,169,27398486,15.748226165999998,1018.466796875
170,170,170,27398487,15.901481627999999,1018.448181152
171,171,171,27398488,16.044166565,1018.430664062
172,172,172,27398489,16.2581939695,1018.4051513675
173,173,173,27398490,16.445800781,1018.382446289
174,174,174,27398491,16.540924072,1018.370849609
175,175,175,27398492,16.651901245,1018.35760498
176,176,176,27398493,16.773448944000002,1018.343200684
177,177,177,27398494,16.879138947,1018.33001709
178,178,178,27398495,17.000686646,1018.315734863
179,179,179,27398496,17.111663818,1018.301940918
180,180,180,27398497,17.222640991,1018.288879395
181,181,181,27398498,17.34418869,1018.273986816
182,182,182,27398499,17.481590270999998,1018.2575073239999
183,183,183,27398500,17.624275208,1018.2406616210001
184,184,184,27398501,17.766960144000002,1018.223266602
185,185,185,27398502,17.909645081,1018.206115723
186,186,186,27398503,18.1051750185,1018.182220459
187,187,187,27398504,18.300708771,1018.1585083010001
188,188,188,27398505,18.438110352,1018.142028809
189,189,189,27398506,18.617786407,1018.1206665039999
190,190,190,27398507,18.850311279,1018.092163086
191,191,191,27398508,19.114543915,1018.060913086
192,192,192,27398509,19.357635498,1018.0315551760001
