,index,Unnamed: 0,time,relativeAltitude,pressure
0,0,0,27498127,0.0,1018.0711669919999
1,1,1,27498128,-0.052845001,1018.077880859
2,2,2,27498129,-0.105693817,1018.0844726560001
3,3,3,27498130,-0.105693817,1018.0844726560001
4,4,4,27498131,-0.100406647,1018.083618164
5,5,5,27498132,0.015853882,1018.0695800780001
6,6,6,27498133,0.015853882,1018.0695800780001
7,7,7,27498134,-0.100406647,1018.0834960939999
8,8,8,27498135,-0.21667099,1018.0972290039999
9,9,9,27498136,-0.454479218,1018.1264648439999
10,10,10,27498137,-0.866680145,1018.17565918
11,11,11,27498138,-1.268314362,1018.2241821289999
12,12,12,27498139,-1.5853919980000002,1018.2628173830001
13,13,13,27498140,-1.839054108,1018.2933959960001
14,14,14,27498141,-2.02930069,1018.316345215
15,15,15,27498142,-2.124423981,1018.327514648
16,16,16,27498143,-2.1719875335000003,1018.3334655760001
17,17,17,27498144,-2.198410034,1018.336730957
18,18,18,27498145,-2.198410034,1018.336730957
19,19,19,27498146,-2.177272797,1018.33404541
20,20,20,27498147,-2.177272797,1018.33404541
21,21,21,27498148,-2.198410034,1018.3364257810001
22,22,22,27498149,-2.256542206,1018.34387207
23,23,23,27498150,-2.314670563,1018.3504638669999
24,24,24,27498151,-2.356948853,1018.35559082
25,25,25,27498152,-2.393939972,1018.360351562
26,26,26,27498153,-2.399227142,1018.361083984
27,27,27,27498154,-2.42036438,1018.363342285
28,28,28,27498155,-2.430934906,1018.3643798830001
29,29,29,27498156,-2.467926025,1018.3688354489999
30,30,30,27498157,-2.478496552,1018.3702392580001
31,31,31,27498158,-2.4811382295,1018.370452881
32,32,32,27498159,-2.478496552,1018.3706054689999
33,33,33,27498160,-2.483779907,1018.3706665039999
34,34,34,27498161,-2.494350433,1018.372497559
35,35,35,27498162,-2.510204315,1018.374389648
36,36,36,27498163,-2.504920959,1018.373291016
37,37,37,27498164,-2.504920959,1018.373291016
38,38,38,27498165,-2.489067078,1018.3719482419999
39,39,39,27498166,-2.489067078,1018.3719482419999
40,40,40,27498167,-2.499633789,1018.373046875
41,41,41,27498168,-2.504920959,1018.373168945
42,42,42,27498169,-2.504920959,1018.373168945
43,43,43,27498170,-2.510204315,1018.374084473
44,44,44,27498171,-2.510204315,1018.374084473
45,45,45,27498172,-2.573619843,1018.381835938
46,46,46,27498173,-2.7268733975000004,1018.400268555
47,47,47,27498174,-2.890697479,1018.4204101560001
48,48,48,27498175,-3.043952942,1018.438415527
49,49,49,27498176,-3.1655006410000004,1018.45324707
50,50,50,27498177,-3.308185577,1018.470581055
51,51,51,27498178,-3.37688446,1018.4789428710001
52,52,52,27498179,-3.493144989,1018.4929199219999
53,53,53,27498180,-3.609409332,1018.506469727
54,54,54,27498181,-3.709815979,1018.5190429689999
55,55,55,27498182,-3.878925323,1018.539123535
56,56,56,27498183,-4.042747498,1018.558959961
57,57,57,27498184,-4.206573486,1018.579162598
58,58,58,27498185,-4.322834015,1018.593078613
59,59,59,27498186,-4.380966187,1018.599975586
60,60,60,27498187,-4.399463653500001,1018.6018676755
61,61,61,27498188,-4.417957306,1018.6043701169999
62,62,62,27498189,-4.433811188,1018.6063232419999
63,63,63,27498190,-4.433811188,1018.6063232419999
64,64,64,27498191,-4.423244476,1018.605224609
65,65,65,27498192,-4.402103424,1018.6022949219999
66,66,66,27498193,-4.354541779,1018.596740723
67,67,67,27498194,-4.317550659,1018.591918945
68,68,68,27498195,-4.296413422,1018.5894165039999
69,69,69,27498196,-4.296413422,1018.5894165039999
70,70,70,27498197,-4.301696777,1018.5901489260001
71,71,71,27498198,-4.306980133,1018.5910644530001
72,72,72,27498199,-4.333404541,1018.59387207
73,73,73,27498200,-4.338687897,1018.594726562
74,74,74,27498201,-4.338687897,1018.594726562
75,75,75,27498202,-4.333404541,1018.5942687985
76,76,76,27498203,-4.306980133,1018.5906982419999
77,77,77,27498204,-4.296413422,1018.589782715
78,78,78,27498205,-4.296413422,1018.5894165039999
79,79,79,27498206,-4.285842896,1018.588134766
80,80,80,27498207,-4.296413422,1018.5894165039999
81,81,81,27498208,-4.296413422,1018.589782715
82,82,82,27498209,-4.3122673030000005,1018.591552734
83,83,83,27498210,-4.328121185,1018.593383789
84,84,84,27498211,-4.338687897,1018.5948486330001
85,85,85,27498212,-4.359828949,1018.597045898
86,86,86,27498213,-4.365112305,1018.59777832
87,87,87,27498214,-4.37039566,1018.598571777
88,88,88,27498215,-4.396820068,1018.6020507810001
89,89,89,27498216,-4.407390594,1018.602844238
90,90,90,27498217,-4.41267395,1018.6037597655001
91,91,91,27498218,-4.44966507,1018.608093262
92,92,92,27498219,-4.465518951,1018.6098632810001
93,93,93,27498220,-4.513080597,1018.6156616210001
94,94,94,27498221,-4.576496124,1018.6233520510001
95,95,95,27498222,-4.613491058,1018.6281738280001
96,96,96,27498223,-4.613491058,1018.6281738280001
97,97,97,27498224,-4.608207703,1018.627075195
98,98,98,27498225,-4.513080597,1018.615600586
99,99,99,27498226,-4.349258423,1018.596313477
100,100,100,27498227,-4.338687897,1018.594909668
101,101,101,27498228,-4.338687897,1018.594909668
102,102,102,27498229,-4.349258423,1018.59588623
103,103,103,27498230,-4.423244476,1018.6047363280001
104,104,104,27498231,-4.513080597,1018.615844727
105,105,105,27498232,-4.497226715,1018.6137084965
106,106,106,27498233,-4.41267395,1018.6038208010001
107,107,107,27498234,-4.343975067,1018.5952758789999
