date,relativeAltitude,pressure
2018-11-17 18:48:35,0.000000000,1016.625915527 
2018-11-17 18:48:36,-0.068700790,1016.634460449 
2018-11-17 18:48:37,-0.137399673,1016.642944336 
2018-11-17 18:48:38,-0.174392700,1016.647216797 
2018-11-17 18:48:39,-0.216669083,1016.652465820 
2018-11-17 18:48:40,-0.306509018,1016.662902832 
2018-11-17 18:48:41,-0.375209808,1016.671386719 
2018-11-17 18:48:42,-0.385778427,1016.672607422 
2018-11-17 18:48:43,-0.443908691,1016.679931641 
2018-11-17 18:48:43,-0.554885864,1016.693115234 
2018-11-17 18:48:44,-0.554885864,1016.693115234 
2018-11-17 18:48:45,-0.544317245,1016.691650391 
2018-11-17 18:48:46,-0.480901718,1016.684082031 
2018-11-17 18:48:47,-0.480901718,1016.683898926 
2018-11-17 18:48:48,-0.480901718,1016.684082031 
2018-11-17 18:48:49,-0.517894745,1016.688720703 
2018-11-17 18:48:50,-0.554885864,1016.693115234 
2018-11-17 18:48:51,-0.639440536,1016.703186035 
2018-11-17 18:48:52,-0.639440536,1016.703186035 
2018-11-17 18:48:53,-0.623586655,1016.701049805 
2018-11-17 18:48:54,-0.586595535,1016.696655273 
2018-11-17 18:48:55,-0.576025009,1016.695678711 
2018-11-17 18:48:56,-0.576025009,1016.695495605 
2018-11-17 18:48:56,-0.539031982,1016.691223145 
2018-11-17 18:48:57,-0.523178101,1016.689453125 
2018-11-17 18:48:58,-0.523178101,1016.689392090 
2018-11-17 18:48:59,-0.507324219,1016.687561035 
2018-11-17 18:49:00,-0.507324219,1016.687561035 
2018-11-17 18:49:01,-0.512609482,1016.687927246 
2018-11-17 18:49:02,-0.512609482,1016.687927246 
2018-11-17 18:49:03,-0.486186981,1016.684631348 
2018-11-17 18:49:04,-0.433340073,1016.678771973 
2018-11-17 18:49:05,-0.348785400,1016.668640137 
2018-11-17 18:49:06,-0.248376846,1016.655883789 
2018-11-17 18:49:07,-0.121545792,1016.640747070 
2018-11-17 18:49:08,0.047561646,1016.620483398 
2018-11-17 18:49:09,0.216670990,1016.599792480 
2018-11-17 18:49:09,0.465047836,1016.570434570 
2018-11-17 18:49:10,0.734565735,1016.537719727 
2018-11-17 18:49:11,0.998796463,1016.505798340 
2018-11-17 18:49:12,1.236606598,1016.477355957 
2018-11-17 18:49:13,1.458560944,1016.450500488 
2018-11-17 18:49:14,1.590677261,1016.434448242 
2018-11-17 18:49:15,1.638238907,1016.428894043 
2018-11-17 18:49:16,1.669946671,1016.425170898 
2018-11-17 18:49:17,1.669946671,1016.425170898 
2018-11-17 18:49:18,1.648807526,1016.427551270 
2018-11-17 18:49:19,1.648807526,1016.427612305 
2018-11-17 18:49:20,1.648807526,1016.427612305 
2018-11-17 18:49:21,1.654092789,1016.427062988 
2018-11-17 18:49:22,1.654092789,1016.426696777 
2018-11-17 18:49:22,1.664661407,1016.425659180 
2018-11-17 18:49:23,1.685800552,1016.423095703 
2018-11-17 18:49:24,1.691085815,1016.422241211 
2018-11-17 18:49:25,1.691085815,1016.422241211 
2018-11-17 18:49:26,1.685800552,1016.422973633 
2018-11-17 18:49:27,1.669946671,1016.424865723 
2018-11-17 18:49:28,1.648807526,1016.427673340 
2018-11-17 18:49:29,1.648807526,1016.427673340 
2018-11-17 18:49:30,1.643524170,1016.428283691 
2018-11-17 18:49:31,1.627670288,1016.430358887 
2018-11-17 18:49:32,1.595960617,1016.434265137 
2018-11-17 18:49:33,1.574823380,1016.436523438 
2018-11-17 18:49:34,1.532545090,1016.441345215 
2018-11-17 18:49:35,1.490268707,1016.446777344 
2018-11-17 18:49:36,1.474414825,1016.448486328 
2018-11-17 18:49:36,1.474414825,1016.448486328 
2018-11-17 18:49:37,1.495553970,1016.445800781 
2018-11-17 18:49:38,1.532545090,1016.441894531 
2018-11-17 18:49:39,1.569538116,1016.436828613 
2018-11-17 18:49:40,1.643524170,1016.428466797 
2018-11-17 18:49:41,1.738647461,1016.417114258 
2018-11-17 18:49:42,1.786209106,1016.411376953 
2018-11-17 18:49:43,1.833770752,1016.405395508 
2018-11-17 18:49:44,1.865478516,1016.401306152 
2018-11-17 18:49:45,1.897186279,1016.398010254 
2018-11-17 18:49:46,1.897186279,1016.397644043 
2018-11-17 18:49:47,1.902471542,1016.397338867 
2018-11-17 18:49:48,1.913040161,1016.395812988 
2018-11-17 18:49:49,1.913040161,1016.395812988 
2018-11-17 18:49:49,1.913040161,1016.395812988 
2018-11-17 18:49:50,1.918325424,1016.395202637 
2018-11-17 18:49:51,1.939462662,1016.392456055 
2018-11-17 18:49:52,1.992309570,1016.386474609 
2018-11-17 18:49:53,2.076864243,1016.376098633 
2018-11-17 18:49:54,2.203695297,1016.360961914 
2018-11-17 18:49:55,2.378087997,1016.340087891 
2018-11-17 18:49:56,2.584188461,1016.315063477 
2018-11-17 18:49:57,2.785005569,1016.290771484 
2018-11-17 18:49:58,2.996391296,1016.265502930 
2018-11-17 18:49:59,3.202491760,1016.240539551 
2018-11-17 18:50:00,3.387454987,1016.218139648 
2018-11-17 18:50:01,3.567132950,1016.196899414 
2018-11-17 18:50:02,3.736240387,1016.175903320 
2018-11-17 18:50:02,3.921203613,1016.154052734 
2018-11-17 18:50:03,4.063888550,1016.136535645 
2018-11-17 18:50:04,4.201288223,1016.120483398 
2018-11-17 18:50:05,4.312265396,1016.106689453 
2018-11-17 18:50:06,4.386251450,1016.098266602 
2018-11-17 18:50:07,4.423244476,1016.093200684 
2018-11-17 18:50:08,4.460235596,1016.089416504 
2018-11-17 18:50:09,4.460235596,1016.089416504 
2018-11-17 18:50:10,4.412673950,1016.094665527 
2018-11-17 18:50:11,4.359827042,1016.101379395 
2018-11-17 18:50:12,4.306982040,1016.107788086 
2018-11-17 18:50:13,4.264703751,1016.112548828 
2018-11-17 18:50:14,4.238281250,1016.115783691 
2018-11-17 18:50:15,4.238281250,1016.115783691 
2018-11-17 18:50:16,4.254135132,1016.113952637 
2018-11-17 18:50:16,4.259420395,1016.113525391 
2018-11-17 18:50:17,4.264703751,1016.112976074 
2018-11-17 18:50:18,4.269989014,1016.111938477 
2018-11-17 18:50:19,4.269989014,1016.111938477 
2018-11-17 18:50:20,4.248849869,1016.114440918 
2018-11-17 18:50:21,4.232995987,1016.116210938 
2018-11-17 18:50:22,4.143157959,1016.127258301 
2018-11-17 18:50:23,4.016326904,1016.142822266 
2018-11-17 18:50:24,3.894779205,1016.156982422 
2018-11-17 18:50:25,3.789087296,1016.170166016 
2018-11-17 18:50:26,3.672824860,1016.184082031 
2018-11-17 18:50:27,3.641117096,1016.187500000 
2018-11-17 18:50:28,3.635831833,1016.188049316 
2018-11-17 18:50:29,3.635831833,1016.188415527 
2018-11-17 18:50:29,3.635831833,1016.188415527 
2018-11-17 18:50:30,3.651685715,1016.186828613 
2018-11-17 18:50:31,3.656970978,1016.185852051 
2018-11-17 18:50:32,3.656970978,1016.185852051 
2018-11-17 18:50:33,3.651685715,1016.186401367 
2018-11-17 18:50:34,3.651685715,1016.186828613 
2018-11-17 18:50:35,3.635831833,1016.188354492 
2018-11-17 18:50:36,3.625263214,1016.189453125 
2018-11-17 18:50:37,3.614694595,1016.190673828 
2018-11-17 18:50:38,3.614694595,1016.190734863 
2018-11-17 18:50:39,3.609409332,1016.191772461 
2018-11-17 18:50:40,3.598840714,1016.192932129 
2018-11-17 18:50:41,3.598840714,1016.192932129 
2018-11-17 18:50:42,3.619977951,1016.190490723 
2018-11-17 18:50:43,3.641117096,1016.187622070 
2018-11-17 18:50:43,3.646402359,1016.187255859 
2018-11-17 18:50:44,3.651685715,1016.186401367 
2018-11-17 18:50:45,3.656970978,1016.185668945 
2018-11-17 18:50:46,3.667539597,1016.184814453 
2018-11-17 18:50:47,3.667539597,1016.184692383 
2018-11-17 18:50:48,3.725671768,1016.177429199 
2018-11-17 18:50:49,3.841934204,1016.163818359 
2018-11-17 18:50:50,3.963479996,1016.149230957 
2018-11-17 18:50:51,4.069171906,1016.136474609 
2018-11-17 18:50:52,4.174865723,1016.123535156 
2018-11-17 18:50:53,4.248849869,1016.114257812 
2018-11-17 18:50:54,4.264703751,1016.112365723 
2018-11-17 18:50:55,4.280557632,1016.110534668 
2018-11-17 18:50:56,4.280557632,1016.110534668 
2018-11-17 18:50:56,4.280557632,1016.110595703 
2018-11-17 18:50:57,4.280557632,1016.110778809 
2018-11-17 18:50:58,4.264703751,1016.112365723 
2018-11-17 18:50:59,4.264703751,1016.112365723 
2018-11-17 18:51:00,4.254135132,1016.114013672 
2018-11-17 18:51:01,4.254135132,1016.114013672 
2018-11-17 18:51:02,4.248849869,1016.114501953 
2018-11-17 18:51:03,4.243566513,1016.115173340 
2018-11-17 18:51:04,4.243566513,1016.115173340 
2018-11-17 18:51:05,4.243566513,1016.115417480 
2018-11-17 18:51:06,4.238281250,1016.115722656 
2018-11-17 18:51:07,4.238281250,1016.115722656 
2018-11-17 18:51:08,4.243566513,1016.115417480 
2018-11-17 18:51:09,4.264703751,1016.112731934 
2018-11-17 18:51:10,4.280557632,1016.110778809 
2018-11-17 18:51:10,4.317550659,1016.106201172 
2018-11-17 18:51:11,4.317550659,1016.106201172 
2018-11-17 18:51:12,4.306982040,1016.107238770 
2018-11-17 18:51:13,4.259420395,1016.113159180 
2018-11-17 18:51:14,4.185434341,1016.121887207 
2018-11-17 18:51:15,4.100881577,1016.132507324 
2018-11-17 18:51:16,4.021610260,1016.142211914 
2018-11-17 18:51:17,3.963479996,1016.149169922 
2018-11-17 18:51:18,3.921203613,1016.154052734 
2018-11-17 18:51:19,3.900064468,1016.156311035 
2018-11-17 18:51:20,3.900064468,1016.156311035 
2018-11-17 18:51:21,3.900064468,1016.156677246 
2018-11-17 18:51:22,3.878925323,1016.159057617 
2018-11-17 18:51:23,3.857788086,1016.161621094 
2018-11-17 18:51:23,3.857788086,1016.161621094 
2018-11-17 18:51:24,3.873641968,1016.159729004 
2018-11-17 18:51:25,3.915918350,1016.154724121 
2018-11-17 18:51:26,4.011041641,1016.143310547 
2018-11-17 18:51:27,4.132589340,1016.128784180 
2018-11-17 18:51:28,4.275274277,1016.111511230 
2018-11-17 18:51:29,4.433813095,1016.092529297 
2018-11-17 18:51:30,4.587066650,1016.073852539 
2018-11-17 18:51:31,4.729753494,1016.056579590 
2018-11-17 18:51:32,4.840730667,1016.043579102 
2018-11-17 18:51:33,4.914714813,1016.034606934 
2018-11-17 18:51:34,4.978130341,1016.026916504 
2018-11-17 18:51:35,5.046831131,1016.018432617 
2018-11-17 18:51:36,5.147239685,1016.006164551 
2018-11-17 18:51:36,5.295209885,1015.988769531 
2018-11-17 18:51:37,5.453748703,1015.969177246 
2018-11-17 18:51:38,5.628141403,1015.948242188 
2018-11-17 18:51:39,5.776111603,1015.930664062 
2018-11-17 18:51:40,5.871234894,1015.919067383 
2018-11-17 18:51:41,5.934650421,1015.911560059 
2018-11-17 18:51:42,5.987497330,1015.904907227 
2018-11-17 18:51:43,6.003351212,1015.903259277 
2018-11-17 18:51:44,6.019205093,1015.901245117 
2018-11-17 18:51:45,6.029773712,1015.900268555 
2018-11-17 18:51:46,6.066766739,1015.895629883 
2018-11-17 18:51:47,6.140750885,1015.886535645 
2018-11-17 18:51:48,6.241159439,1015.874938965 
2018-11-17 18:51:49,6.357421875,1015.860473633 
2018-11-17 18:51:50,6.542383194,1015.838134766 
2018-11-17 18:51:50,6.706207275,1015.818420410 
2018-11-17 18:51:51,6.827754974,1015.803833008 
2018-11-17 18:51:52,6.938732147,1015.790771484 
2018-11-17 18:51:53,7.023286819,1015.780761719 
2018-11-17 18:51:54,7.076131821,1015.774536133 
2018-11-17 18:51:55,7.155403137,1015.765014648 
2018-11-17 18:51:56,7.261095047,1015.751892090 
2018-11-17 18:51:57,7.387926102,1015.736694336 
2018-11-17 18:51:58,7.530611038,1015.719543457 
2018-11-17 18:51:59,7.694435120,1015.699523926 
2018-11-17 18:52:00,7.826551437,1015.683715820 
2018-11-17 18:52:01,7.916389465,1015.672973633 
2018-11-17 18:52:02,7.958667755,1015.668212891 
2018-11-17 18:52:03,7.985090256,1015.664794922 
2018-11-17 18:52:03,7.995660782,1015.663391113 
2018-11-17 18:52:04,8.006229401,1015.662536621 
2018-11-17 18:52:05,8.069644928,1015.654541016 
2018-11-17 18:52:06,8.185907364,1015.640747070 
2018-11-17 18:52:07,8.307453156,1015.625854492 
2018-11-17 18:52:08,8.455423355,1015.607971191 
2018-11-17 18:52:09,8.624532700,1015.587463379 
2018-11-17 18:52:10,8.788356781,1015.567871094 
2018-11-17 18:52:11,8.973318100,1015.545776367 
2018-11-17 18:52:12,9.147710800,1015.524658203 
2018-11-17 18:52:13,9.316820145,1015.504516602 
2018-11-17 18:52:14,9.480644226,1015.484924316 
2018-11-17 18:52:15,9.644468307,1015.465148926 
2018-11-17 18:52:16,9.771299362,1015.449768066 
2018-11-17 18:52:16,9.919269562,1015.432373047 
2018-11-17 18:52:17,10.056669235,1015.415405273 
2018-11-17 18:52:18,10.178216934,1015.400878906 
2018-11-17 18:52:19,10.246915817,1015.392761230 
2018-11-17 18:52:20,10.326185226,1015.383239746 
2018-11-17 18:52:21,10.342039108,1015.381347656 
2018-11-17 18:52:22,10.342039108,1015.381347656 
2018-11-17 18:52:23,10.342039108,1015.381347656 
2018-11-17 18:52:24,10.320901871,1015.383422852 
2018-11-17 18:52:25,10.320901871,1015.383422852 
2018-11-17 18:52:26,10.320901871,1015.383422852 
2018-11-17 18:52:27,10.347324371,1015.380371094 
2018-11-17 18:52:28,10.416025162,1015.371826172 
2018-11-17 18:52:29,10.474155426,1015.365234375 
2018-11-17 18:52:30,10.548141479,1015.356506348 
2018-11-17 18:52:30,10.611557007,1015.348999023 
2018-11-17 18:52:31,10.648548126,1015.344360352 
2018-11-17 18:52:32,10.653833389,1015.343872070 
2018-11-17 18:52:33,10.653833389,1015.343872070 
2018-11-17 18:52:34,10.643264771,1015.344848633 
2018-11-17 18:52:35,10.643264771,1015.344848633 
2018-11-17 18:52:36,10.643264771,1015.344848633 
2018-11-17 18:52:37,10.643264771,1015.345092773 
2018-11-17 18:52:38,10.611557007,1015.348754883 
2018-11-17 18:52:39,10.537570953,1015.357910156 
2018-11-17 18:52:40,10.416025162,1015.372070312 
2018-11-17 18:52:41,10.289194107,1015.387512207 
2018-11-17 18:52:42,10.172931671,1015.401489258 
2018-11-17 18:52:43,10.098945618,1015.410522461 
2018-11-17 18:52:43,10.067237854,1015.414367676 
2018-11-17 18:52:44,10.067237854,1015.414367676 
2018-11-17 18:52:45,10.109516144,1015.409301758 
2018-11-17 18:52:46,10.151792526,1015.403747559 
2018-11-17 18:52:47,10.194070816,1015.398681641 
2018-11-17 18:52:48,10.231061935,1015.394653320 
2018-11-17 18:52:49,10.257486343,1015.391174316 
2018-11-17 18:52:50,10.283908844,1015.387878418 
2018-11-17 18:52:51,10.294477463,1015.386718750 
2018-11-17 18:52:52,10.294477463,1015.386718750 
2018-11-17 18:52:53,10.283908844,1015.387878418 
2018-11-17 18:52:54,10.278623581,1015.388916016 
2018-11-17 18:52:55,10.278623581,1015.388916016 
2018-11-17 18:52:56,10.294477463,1015.386657715 
2018-11-17 18:52:56,10.331470490,1015.382568359 
2018-11-17 18:52:57,10.405456543,1015.373596191 
2018-11-17 18:52:58,10.468872070,1015.366088867 
