date,altitude,latitude,longitude
2018-11-14 12:23:05,57.41348783596175,36.01236883284712,129.32130023405
2018-11-14 12:22:24,57.98770523071289,36.012646489119,129.3212028388615
2018-11-14 12:23:10,56.86737823486328,36.01243617299525,129.32120618972985
2018-11-14 12:23:10,56.821712493896484,36.012436113794145,129.32120619142347
2018-11-14 12:23:10,56.80522918701172,36.0124359050062,129.32120619605166
2018-11-14 12:23:13,56.790931701660156,36.012434277525706,129.32120623069088
2018-11-14 12:23:13,58.718585438450845,36.01237931092919,129.32113978424016
2018-11-14 12:23:14,52.264479359525865,36.01234646834591,129.32102759438712
2018-11-14 12:23:15,58.44895579422895,36.01232440735173,129.32103728635212
2018-11-14 12:23:16,59.034362055863326,36.0123339965391,129.3210661266219
2018-11-14 12:23:17,50.762033081054696,36.01234955843662,129.32109234965782
2018-11-14 12:23:18,50.73125076293945,36.0123392433503,129.32110615478624
2018-11-14 12:23:19,50.71015701293946,36.01231063190267,129.32111768841816
2018-11-14 12:23:20,50.682080078125,36.012293667864796,129.32113057276416
2018-11-14 12:23:21,58.10662620544433,36.01229147189528,129.32113648106187
2018-11-14 12:23:22,58.829937141418455,36.01231258824503,129.3211625720749
2018-11-14 12:23:23,58.81773530654907,36.01232300825024,129.32117689684793
2018-11-14 12:23:24,58.77010475318909,36.01233037239262,129.32121172099
2018-11-14 12:23:25,58.65251210800933,36.01233292903266,129.32124233863084
2018-11-14 12:23:26,58.54154630052261,36.01233247055177,129.32125691198354
2018-11-14 12:23:27,58.48323597465675,36.012310409851985,129.32128253376834
2018-11-14 12:23:28,58.394389500175635,36.01230039014028,129.3212948358477
2018-11-14 12:23:29,58.345645080999006,36.012284032497554,129.32130713620253
2018-11-14 12:23:30,58.30091773380791,36.012258278161745,129.3213191181299
2018-11-14 12:23:31,58.25762206207709,36.012236179217325,129.32134270023448
2018-11-14 12:23:32,58.1768894492497,36.01223496241146,129.32135239522975
2018-11-14 12:23:33,58.137402155984546,36.01224360897585,129.32137136210093
2018-11-14 12:23:34,58.0719986537088,36.01224937927698,129.32136885122446
2018-11-14 12:23:35,58.073595052748814,36.01224471508331,129.32137277149138
2018-11-14 12:23:36,58.06105175075828,36.012254497663456,129.3213826098011
2018-11-14 12:23:37,58.02792333608657,36.01225733792678,129.3213897336814
2018-11-14 12:23:38,58.00153233910183,36.01225258964836,129.32139251810005
2018-11-14 12:23:39,57.989870717430705,36.01225280177558,129.32140395027113
2018-11-14 12:23:40,57.9516600301171,36.01224414941276,129.32142265274038
2018-11-14 12:23:41,57.88724249532129,36.01222820932077,129.32144784791367
2018-11-14 12:23:42,57.79917232387295,36.01221898882386,129.32145644957598
2018-11-14 12:23:43,57.75201615511679,36.01220919010652,129.32146657602712
2018-11-14 12:23:44,57.68274899405171,36.01220178712663,129.3214763713845
2018-11-14 12:23:45,57.62009412853115,36.01217875409696,129.32149984970033
2018-11-14 12:23:46,57.46313741883456,36.01216783720697,129.3215011379795
2018-11-14 12:23:47,57.4078909666149,36.0121458413807,129.32149794666765
2018-11-14 12:23:48,57.34144026548472,36.01213692702008,129.32149484113464
2018-11-14 12:23:49,57.31597424200258,36.01212538687383,129.32148784838125
2018-11-14 12:23:50,57.298699093511786,36.01211189652541,129.32149129826232
2018-11-14 12:23:51,57.242081136768164,36.01209907389654,129.32148148267544
2018-11-14 12:23:52,57.22667584133795,36.01208833366332,129.3214850311591
2018-11-14 12:23:53,57.17884167165822,36.01206680095791,129.32150211800862
2018-11-14 12:23:54,57.04893084380156,36.012053655454515,129.32151771337504
2018-11-14 12:23:55,56.942816897246374,36.01204413366428,129.32152555493494
2018-11-14 12:23:56,56.875948636135774,36.01202918241318,129.32153305133946
2018-11-14 12:23:57,56.79653231783722,36.01202125689882,129.32154734318408
2018-11-14 12:23:58,56.716609637423375,36.012010060641515,129.32155769647417
2018-11-14 12:23:59,56.63879238769253,36.01200030601711,129.3215669512418
2018-11-14 12:24:00,56.56942542712375,36.01199270315523,129.32157879499775
2018-11-14 12:24:01,56.499482139269986,36.011993435249124,129.3215880681535
2018-11-14 12:24:02,56.464809130064694,36.011986739123905,129.32159311050813
2018-11-14 12:24:03,56.42331540092151,36.011976456953086,129.32160695213628
2018-11-14 12:24:04,56.34100516985289,36.01197734673196,129.3216222993407
2018-11-14 12:24:05,56.28593119020307,36.0119732014807,129.32163619385418
2018-11-14 12:24:06,56.221969660157995,36.011971622918495,129.32166349028574
2018-11-14 12:24:07,56.12201805671404,36.011970786524195,129.3216789665138
2018-11-14 12:24:08,56.05917179163332,36.01196879416255,129.32169376769667
2018-11-14 12:24:09,55.998477375086196,36.01196814307447,129.32170163201667
2018-11-14 12:24:10,55.964818516927565,36.01196030485672,129.32170883310857
2018-11-14 12:24:11,55.91272826587732,36.01195601859344,129.32172479730028
2018-11-14 12:24:12,55.84190339604575,36.01195320503699,129.32173329866873
2018-11-14 12:24:13,55.798160905400465,36.01194751990326,129.3217511410695
2018-11-14 12:24:14,55.717555272058604,36.01195870860894,129.32175962457129
2018-11-14 12:24:15,55.71826317185918,36.01196741042664,129.32177630141808
2018-11-14 12:24:16,55.69249549138026,36.011968661150654,129.32178835271017
2018-11-14 12:24:17,55.65492040179916,36.011978567367585,129.32181842670832
2018-11-14 12:24:18,55.58582170631762,36.01198096561954,129.32182918719448
2018-11-14 12:24:19,55.55181680503118,36.01198588154317,129.32183483001137
2018-11-14 12:24:20,55.546061120810734,36.01198968960558,129.32184198307198
2018-11-14 12:24:21,55.53465028627541,36.01199422146339,129.32184688171694
2018-11-14 12:24:22,55.532321306093365,36.01199878784073,129.32186307772062
2018-11-14 12:24:23,55.49440530260641,36.01200557505225,129.3218700927985
2018-11-14 12:24:24,55.48987899156435,36.01201307767365,129.3218819872175
2018-11-14 12:24:25,55.47519906553828,36.012031725295444,129.32191311476222
2018-11-14 12:24:26,55.43329451898059,36.012034631672094,129.32191877627818
2018-11-14 12:24:27,55.420177672723256,36.01203706028363,129.32192292316992
2018-11-14 12:24:28,55.41329729302916,36.01203804970927,129.32192116721018
2018-11-14 12:24:29,55.42150131438592,36.012051746290126,129.32195017880952
2018-11-14 12:24:30,55.372704712127074,36.012066358400354,129.32195870044998
2018-11-14 12:24:31,55.38755924379571,36.01207251356117,129.32196650889514
2018-11-14 12:24:32,55.383688862001634,36.01207732793164,129.32195744133622
2018-11-14 12:24:33,55.42827710458394,36.01208509189052,129.3219602214649
2018-11-14 12:24:34,55.44888583118593,36.012093110898135,129.32196643805796
2018-11-14 12:24:35,55.456783190662534,36.01209708321617,129.32197509441258
2018-11-14 12:24:36,55.44239806088754,36.01209424673267,129.32198430706677
2018-11-14 12:24:37,55.40191688433582,36.01209304902491,129.32199867775776
2018-11-14 12:24:38,55.347427787676736,36.01209831405429,129.3220187557782
2018-11-14 12:24:39,55.29398922346982,36.01209608231782,129.32203292091538
2018-11-14 12:24:40,55.23551960410968,36.01209600185043,129.32204435691693
2018-11-14 12:24:41,55.19235345882406,36.012092157224984,129.32205530602053
2018-11-14 12:24:42,55.140108987850184,36.012089893818846,129.3220626171201
2018-11-14 12:24:43,55.103861896709816,36.01208395556527,129.32207691953178
2018-11-14 12:24:44,55.034655675144606,36.012084306970884,129.32208274865872
2018-11-14 12:24:45,55.00999213306622,36.01208200175347,129.32208774322606
2018-11-14 12:24:46,54.98387084111424,36.0120821517425,129.32209063536706
2018-11-14 12:24:47,54.97237351904795,36.01207773268038,129.322095475963
2018-11-14 12:24:48,54.941224244604996,36.012073862912246,129.32209038351132
2018-11-14 12:24:49,54.942071261740764,36.01207600456075,129.3220898705001
2018-11-14 12:24:50,54.95075276521216,36.01207081847226,129.3220951768082
2018-11-14 12:24:51,54.917631962922584,36.012072281522975,129.3221013595228
2018-11-14 12:24:52,54.89902828723464,36.01207978830255,129.32210388065656
2018-11-14 12:24:53,54.9133178220096,36.01210085440883,129.32210458805466
2018-11-14 12:24:54,54.98071280942264,36.01210701954096,129.32210987519267
2018-11-14 12:24:55,54.99029502056629,36.012110066294916,129.3221052212087
2018-11-14 12:24:56,55.016199072979475,36.012129623407915,129.32208480157468
2018-11-14 12:24:57,55.14831828681454,36.012131886918176,129.32206973785375
2018-11-14 12:24:58,55.2176703449168,36.012138852628716,129.3220543135626
2018-11-14 12:24:59,55.297149648627425,36.01214187396994,129.3220425678
2018-11-14 12:25:00,55.35294303798287,36.01214439701116,129.32203062742428
2018-11-14 12:25:01,55.40537906637154,36.01214869886341,129.32201533019037
2018-11-14 12:25:02,55.47413051222797,36.01214857247337,129.3219939369857
2018-11-14 12:25:03,55.549903667067525,36.0121458917243,129.32197893517358
2018-11-14 12:25:04,55.5974025523757,36.01213967606354,129.3219700190421
2018-11-14 12:25:05,55.61090030467605,36.01213297677409,129.32196609923085
2018-11-14 12:25:06,55.603248157298665,36.01212082492522,129.3219423634131
2018-11-14 12:25:07,55.64001498601796,36.01210099606107,129.32191382809302
2018-11-14 12:25:08,55.67189906635082,36.012094585385036,129.32190220475388
2018-11-14 12:25:09,55.69197895387629,36.012088297374355,129.32189102295334
2018-11-14 12:25:10,55.70984158740423,36.0120843386992,129.32188073812046
2018-11-14 12:25:11,55.73212421916523,36.01207708411542,129.32185788948323
2018-11-14 12:25:12,55.784875858806174,36.012062861410165,129.32184327059863
2018-11-14 12:25:13,55.791435049869875,36.012057404252666,129.32182145863683
2018-11-14 12:25:14,55.845079402814136,36.01205260239878,129.32180607505953
2018-11-14 12:25:15,55.88472804831363,36.01205302384565,129.3218033834697
2018-11-14 12:25:16,55.89877973537335,36.01205180468251,129.321784974078
2018-11-14 12:25:17,55.95588558767308,36.01205387923203,129.3217655656769
2018-11-14 12:25:18,56.031201428030016,36.01205269310938,129.32174483274017
2018-11-14 12:25:19,56.10206232725125,36.012063595112195,129.32173416024173
2018-11-14 12:25:20,56.179048929868685,36.01207092833613,129.32171008400474
2018-11-14 12:25:21,56.28851532084332,36.012081166511166,129.32168907026696
2018-11-14 12:25:22,56.40071470652282,36.01209430268072,129.3216842424718
2018-11-14 12:25:23,56.470141584788024,36.0121032622882,129.32167691588248
2018-11-14 12:25:24,56.52985297988994,36.01211480811588,129.32165994258258
2018-11-14 12:25:25,56.628226005386466,36.01212444630657,129.32164266178654
2018-11-14 12:25:26,56.72528102033844,36.012136734774884,129.32162332349205
2018-11-14 12:25:27,56.837454630964515,36.01214616258019,129.3216059559766
2018-11-14 12:25:28,56.93549145003493,36.01215133771266,129.32158772955958
2018-11-14 12:25:29,57.02111452891464,36.0121568350404,129.32157981011443
2018-11-14 12:25:30,57.073148363902206,36.01216576272846,129.32157119172138
2018-11-14 12:25:31,57.13519912899277,36.01216883730045,129.32155980192277
2018-11-14 12:25:32,57.18826776141003,36.01217663944626,129.32154822594455
2018-11-14 12:25:33,57.25636148988613,36.01218239727606,129.3215591765641
2018-11-14 12:25:34,57.246348047792324,36.012187768214645,129.32155342345538
2018-11-14 12:25:35,57.28138872628803,36.01219727000414,129.32154015393078
2018-11-14 12:25:36,57.358672853952044,36.01220551463974,129.32151767824485
2018-11-14 12:25:37,57.46593053307586,36.01221720423445,129.32150514547246
2018-11-14 12:25:38,57.55513988253122,36.01222230813109,129.3214978398075
2018-11-14 12:25:39,57.603989253756055,36.012229592819686,129.3214791846762
2018-11-14 12:25:40,57.6693127284762,36.01224145821989,129.3214755877744
2018-11-14 12:25:41,57.68750431667087,36.01225602884686,129.3214713718518
2018-11-14 12:25:42,57.702980854640714,36.01227556128315,129.32147383204824
2018-11-14 12:25:43,57.696556554092,36.01228742546507,129.3214603924143
2018-11-14 12:25:44,57.739461182142605,36.0123052432049,129.3214575994227
2018-11-14 12:25:45,57.75280163274063,36.01232133581246,129.32144031635644
2018-11-14 12:25:46,57.81013161896253,36.0123327074315,129.32142500576873
2018-11-14 12:25:47,57.86546788906911,36.012344549732454,129.32141999369523
2018-11-14 12:25:48,57.88724068233954,36.01235736543831,129.32141184010518
2018-11-14 12:25:49,57.9158400808072,36.01236190971712,129.32140236933878
2018-11-14 12:25:50,57.949379341943015,36.012379528226155,129.3214045420494
2018-11-14 12:25:51,57.94569515160153,36.012386005639605,129.32140213455367
2018-11-14 12:25:52,57.95312702553613,36.0123930381303,129.32139694314935
2018-11-14 12:25:53,57.97069302787099,36.012407238148974,129.32140502156614
2018-11-14 12:25:54,57.94627470134668,36.012421848907366,129.32140356684545
2018-11-14 12:25:55,57.94854325687783,36.01244239303933,129.32140736256835
2018-11-14 12:25:56,57.936472291386025,36.01245767363406,129.3214000680552
2018-11-14 12:25:57,57.95889953321574,36.01247767955249,129.32138707366522
2018-11-14 12:25:58,58.00324735993779,36.01248229636275,129.3213839388234
2018-11-14 12:25:59,58.01783762967054,36.01249423675542,129.32137871678955
2018-11-14 12:26:00,58.036215601956314,36.012493164615535,129.3213693220912
2018-11-14 12:26:01,58.068492394546226,36.012490207323815,129.32136266008848
2018-11-14 12:26:02,58.09330820857083,36.01249203541945,129.32135524061394
2018-11-14 12:26:03,58.119829249201814,36.01250002405889,129.32135015441546
2018-11-14 12:26:04,58.139036376458264,36.01250409176855,129.32133905424894
2018-11-14 12:26:05,58.19010030817806,36.01250153864257,129.32134400704487
2018-11-14 12:26:06,58.17088571746331,36.01249919772916,129.32134738377113
2018-11-14 12:26:07,58.15304094906567,36.01250089826871,129.32133740089833
2018-11-14 12:26:08,58.18650885259699,36.01250435775738,129.32133544815642
2018-11-14 12:26:09,58.207392569219664,36.01251058876593,129.32132534775582
2018-11-14 12:26:10,58.26239384371395,36.01251597025679,129.3213205811424
2018-11-14 12:26:11,58.30077742453254,36.01251869968054,129.32131442722005
2018-11-14 12:26:12,58.3333930958468,36.012517414623396,129.32131378727584
2018-11-14 12:26:13,58.334567260634486,36.012519472859246,129.32131077270603
2018-11-14 12:26:14,58.35112297057029,36.01251973073589,129.3213027783311
2018-11-14 12:26:15,58.379509651183014,36.012519303663126,129.32129761382916
2018-11-14 12:26:16,58.39770171279898,36.012521568863384,129.32129140235259
2018-11-14 12:26:17,58.426986739273076,36.01252529737061,129.32128551378312
2018-11-14 12:26:18,58.46107521506501,36.012530348126326,129.32128434415986
2018-11-14 12:26:19,58.4846371082985,36.01253225630411,129.3212853077956
2018-11-14 12:26:20,58.4900488701316,36.012535063952974,129.3212905110068
2018-11-14 12:26:21,53.78604065016941,36.01252900230736,129.32130218759906
2018-11-14 12:26:22,50.01354935154821,36.0125276950231,129.3213204255853
2018-11-14 12:26:23,46.98837679368934,36.012525359057285,129.32133023355303
2018-11-14 12:26:24,44.61265364622817,36.01252017155632,129.32134449723785
2018-11-14 12:26:25,42.78048054143429,36.012516363630645,129.32135977262757
2018-11-14 12:26:26,41.37004822117956,36.01251444799054,129.32136475090476
2018-11-14 12:26:27,40.28617798922599,36.012513850420646,129.32136731103213
2018-11-14 12:26:28,39.454662303063316,36.01251355166993,129.3213688369977
2018-11-14 12:26:29,36.270921556013306,36.01251325291922,129.32137036296322
2018-11-14 12:26:30,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:33,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:34,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:35,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:36,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:37,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:38,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:39,36.38477915409388,36.01251295416851,129.32137188892875
2018-11-14 12:26:40,36.38477915409388,36.01251295416851,129.32137188892875
