date,relativeAltitude,pressure
2018-11-17 19:12:13,0.000000000,1015.469665527 
2018-11-17 19:12:14,-0.010568619,1015.470886230 
2018-11-17 19:12:15,-0.021139145,1015.472167969 
2018-11-17 19:12:16,-0.089839935,1015.480468750 
2018-11-17 19:12:17,-0.137401581,1015.486206055 
2018-11-17 19:12:18,-0.295940399,1015.505310059 
2018-11-17 19:12:19,-0.459764481,1015.524536133 
2018-11-17 19:12:19,-0.459764481,1015.525024414 
2018-11-17 19:12:20,-0.560171127,1015.537109375 
2018-11-17 19:12:21,-0.708141327,1015.554321289 
2018-11-17 19:12:22,-0.766273499,1015.561401367 
2018-11-17 19:12:23,-0.840257645,1015.570434570 
2018-11-17 19:12:24,-0.887819290,1015.576477051 
2018-11-17 19:12:25,-0.945951462,1015.583374023 
2018-11-17 19:12:26,-1.004081726,1015.590209961 
2018-11-17 19:12:27,-1.078065872,1015.598999023 
2018-11-17 19:12:28,-1.104490280,1015.602294922 
2018-11-17 19:12:29,-1.152051926,1015.608398438 
2018-11-17 19:12:30,-1.215467453,1015.615478516 
2018-11-17 19:12:31,-1.263029099,1015.621643066 
2018-11-17 19:12:32,-1.321159363,1015.628662109 
2018-11-17 19:12:32,-1.379291534,1015.635375977 
2018-11-17 19:12:33,-1.447992325,1015.643798828 
2018-11-17 19:12:34,-1.527261734,1015.653198242 
2018-11-17 19:12:35,-1.606531143,1015.662902832 
2018-11-17 19:12:36,-1.691085815,1015.673217773 
2018-11-17 19:12:37,-1.780923843,1015.683532715 
2018-11-17 19:12:38,-1.854907990,1015.692443848 
2018-11-17 19:12:39,-1.934177399,1015.702514648 
2018-11-17 19:12:40,-2.024017334,1015.712890625 
2018-11-17 19:12:41,-2.071578979,1015.718505859 
2018-11-17 19:12:42,-2.119140625,1015.724609375 
2018-11-17 19:12:43,-2.166702271,1015.730102539 
2018-11-17 19:12:44,-2.198410034,1015.734313965 
2018-11-17 19:12:45,-2.219549179,1015.736755371 
2018-11-17 19:12:45,-2.261825562,1015.741577148 
2018-11-17 19:12:46,-2.304103851,1015.747009277 
2018-11-17 19:12:47,-2.346380234,1015.751892090 
2018-11-17 19:12:48,-2.404510498,1015.758911133 
2018-11-17 19:12:49,-2.483779907,1015.768310547 
2018-11-17 19:12:50,-2.573619843,1015.779541016 
2018-11-17 19:12:51,-2.689882278,1015.792968750 
2018-11-17 19:12:52,-2.795574188,1015.806274414 
2018-11-17 19:12:53,-2.895982742,1015.818115234 
2018-11-17 19:12:54,-2.985820770,1015.829162598 
2018-11-17 19:12:55,-3.070375443,1015.839233398 
2018-11-17 19:12:56,-3.154930115,1015.848999023 
2018-11-17 19:12:57,-3.228914261,1015.858154297 
2018-11-17 19:12:58,-3.302900314,1015.866821289 
2018-11-17 19:12:58,-3.371601105,1015.875488281 
2018-11-17 19:12:59,-3.445585251,1015.883911133 
2018-11-17 19:13:00,-3.509000778,1015.891662598 
2018-11-17 19:13:01,-3.572416306,1015.899719238 
2018-11-17 19:13:02,-3.672824860,1015.911376953 
2018-11-17 19:13:03,-3.746809006,1015.920532227 
2018-11-17 19:13:04,-3.820795059,1015.929199219 
2018-11-17 19:13:05,-3.900064468,1015.939270020 
2018-11-17 19:13:06,-3.984619141,1015.949157715 
2018-11-17 19:13:07,-4.048034668,1015.956787109 
