date,relativeAltitude,pressure
2018-11-17 18:32:38,0.000000000,1017.478759766 
2018-11-17 18:32:39,0.010570526,1017.477539062 
2018-11-17 18:32:40,0.021137238,1017.476257324 
2018-11-17 18:32:41,0.121547699,1017.464294434 
2018-11-17 18:32:42,0.184963226,1017.456787109 
2018-11-17 18:32:43,0.264232635,1017.447021484 
2018-11-17 18:32:44,0.343502045,1017.437683105 
2018-11-17 18:32:44,0.364639282,1017.434753418 
2018-11-17 18:32:45,0.343502045,1017.437683105 
2018-11-17 18:32:46,0.317077637,1017.440917969 
2018-11-17 18:32:47,0.280086517,1017.444824219 
2018-11-17 18:32:48,0.317077637,1017.440917969 
2018-11-17 18:32:49,0.317077637,1017.440490723 
2018-11-17 18:32:50,0.359355927,1017.435546875 
2018-11-17 18:32:51,0.554885864,1017.412231445 
2018-11-17 18:32:52,0.676433563,1017.397094727 
2018-11-17 18:32:53,0.813835144,1017.380615234 
2018-11-17 18:32:54,0.951236725,1017.364013672 
2018-11-17 18:32:55,1.014652252,1017.356323242 
2018-11-17 18:32:56,1.104488373,1017.346069336 
2018-11-17 18:32:57,1.183757782,1017.336059570 
2018-11-17 18:32:57,1.305305481,1017.321228027 
2018-11-17 18:32:58,1.442707062,1017.304748535 
2018-11-17 18:32:59,1.595962524,1017.286315918 
2018-11-17 18:33:00,1.706939697,1017.272949219 
2018-11-17 18:33:01,1.865478516,1017.253967285 
2018-11-17 18:33:02,1.976455688,1017.240539551 
2018-11-17 18:33:03,2.150848389,1017.219787598 
2018-11-17 18:33:04,2.261825562,1017.206359863 
2018-11-17 18:33:05,2.452072144,1017.183166504 
2018-11-17 18:33:06,2.573619843,1017.168518066 
2018-11-17 18:33:07,2.700450897,1017.153381348 
2018-11-17 18:33:08,2.874843597,1017.132629395 
2018-11-17 18:33:09,3.017528534,1017.115417480 
2018-11-17 18:33:10,3.154930115,1017.098876953 
2018-11-17 18:33:10,3.318754196,1017.079162598 
2018-11-17 18:33:11,3.493146896,1017.057617188 
2018-11-17 18:33:12,3.619977951,1017.042846680 
2018-11-17 18:33:13,3.778516769,1017.023864746 
2018-11-17 18:33:14,3.900064468,1017.009155273 
2018-11-17 18:33:15,4.011041641,1016.995300293 
2018-11-17 18:33:16,4.190719604,1016.974182129 
2018-11-17 18:33:17,4.301696777,1016.960327148 
2018-11-17 18:33:18,4.476089478,1016.939758301 
2018-11-17 18:33:19,4.645198822,1016.919189453 
2018-11-17 18:33:20,4.835445404,1016.895812988 
2018-11-17 18:33:21,4.988698959,1016.877929688 
2018-11-17 18:33:22,5.189516068,1016.853332520 
2018-11-17 18:33:23,5.358623505,1016.832824707 
2018-11-17 18:33:23,5.538301468,1016.811462402 
2018-11-17 18:33:24,5.617570877,1016.802246094 
2018-11-17 18:33:25,5.712696075,1016.790649414 
2018-11-17 18:33:26,5.754972458,1016.785644531 
2018-11-17 18:33:27,5.770826340,1016.783508301 
2018-11-17 18:33:28,5.807819366,1016.779052734 
2018-11-17 18:33:29,5.813102722,1016.778076172 
2018-11-17 18:33:30,5.813102722,1016.778076172 
2018-11-17 18:33:31,5.807819366,1016.779418945 
2018-11-17 18:33:32,5.791965485,1016.780883789 
2018-11-17 18:33:33,5.760257721,1016.784667969 
2018-11-17 18:33:34,5.728549957,1016.788818359 
2018-11-17 18:33:35,5.728549957,1016.788818359 
2018-11-17 18:33:36,5.733833313,1016.787841797 
2018-11-17 18:33:36,5.776111603,1016.783081055 
2018-11-17 18:33:37,5.791965485,1016.780944824 
2018-11-17 18:33:38,5.797248840,1016.780090332 
2018-11-17 18:33:39,5.797248840,1016.780090332 
2018-11-17 18:33:40,5.781394958,1016.782531738 
2018-11-17 18:33:41,5.765541077,1016.784118652 
2018-11-17 18:33:42,5.765541077,1016.784118652 
2018-11-17 18:33:43,5.786680222,1016.781738281 
2018-11-17 18:33:44,5.797248840,1016.780273438 
2018-11-17 18:33:45,5.818387985,1016.777648926 
2018-11-17 18:33:46,5.823673248,1016.777404785 
2018-11-17 18:33:47,5.823673248,1016.777221680 
2018-11-17 18:33:48,5.834241867,1016.775878906 
2018-11-17 18:33:49,5.844810486,1016.774353027 
2018-11-17 18:33:49,5.844810486,1016.774353027 
2018-11-17 18:33:50,5.834241867,1016.775573730 
2018-11-17 18:33:51,5.818387985,1016.778015137 
2018-11-17 18:33:52,5.813102722,1016.778076172 
2018-11-17 18:33:53,5.813102722,1016.778076172 
