,time,relativeAltitude,pressure
0,12191,0.0,1017.741821289
1,12192,-0.021137238,1017.744812012
2,12193,-0.047561646,1017.747802734
3,12194,-0.10040664699999999,1017.75390625
4,12195,-0.10040664699999999,1017.75390625
5,12196,-0.10040664699999999,1017.754150391
6,12197,-0.10040664699999999,1017.754150391
7,12198,-0.126831055,1017.757019043
8,12199,-0.137401581,1017.7586669919999
9,12200,-0.21667099,1017.767822266
10,12201,-0.3487854,1017.783813477
11,12202,-0.486186981,1017.80065918
12,12203,-0.665863037,1017.822143555
13,12204,-0.8561134340000001,1017.845336914
14,12205,-0.972373962,1017.8589477539999
15,12206,-1.051643372,1017.868896484
16,12207,-1.173191071,1017.8836669919999
17,12208,-1.331729889,1017.9027709960001
18,12209,-1.590675354,1017.933898926
19,12210,-1.844337463,1017.9645385739999
20,12211,-1.9711723330000002,1017.9799804689999
21,12212,-1.99230957,1017.9821166989999
22,12213,-1.99230957,1017.98248291
23,12214,-2.050441742,1017.988891602
24,12215,-2.103286743,1017.9953613280001
25,12216,-2.150848389,1018.0010986330001
26,12217,-2.2565422059999998,1018.014465332
27,12218,-2.341094971,1018.024414062
28,12219,-2.42565155,1018.034362793
29,12220,-2.573619843,1018.0522460939999
30,12221,-2.732158661,1018.071655273
31,12222,-2.848419189,1018.085571289
32,12223,-2.922405243,1018.094421387
33,12224,-2.938259125,1018.096313477
34,12225,-2.938259125,1018.096313477
35,12226,-2.964683533,1018.099487305
36,12227,-3.0809440610000003,1018.11315918
37,12228,-3.23948288,1018.13269043
38,12229,-3.461437225,1018.159545898
39,12230,-3.588272095,1018.1749267580001
40,12231,-3.715103149,1018.189697266
41,12232,-3.757377625,1018.1948242189999
42,12233,-3.783802032,1018.198181152
43,12234,-3.7996559139999997,1018.2003173830001
44,12235,-3.863071442,1018.2081298830001
45,12236,-3.926486969,1018.2152709960001
46,12237,-3.9687652589999995,1018.2202758789999
47,12238,-4.037464141999999,1018.2290954590001
48,12239,-4.10616684,1018.2374267580001
49,12240,-4.122020721,1018.2391357419999
50,12241,-4.122020721,1018.2391357419999
51,12242,-4.127304077,1018.2398071289999
52,12243,-4.132587433,1018.24029541
53,12244,-4.148441315,1018.241943359
54,12245,-4.153728485,1018.242553711
55,12246,-4.174865723,1018.245544434
56,12247,-4.174865723,1018.245544434
57,12248,-4.148441315,1018.24206543
58,12249,-4.127304077,1018.239868164
59,12250,-4.111450195,1018.2377929689999
60,12251,-4.079742432,1018.234130859
61,12252,-4.079742432,1018.234130859
62,12253,-4.124662399,1018.2394409179999
63,12254,-4.148441315,1018.24230957
64,12255,-4.1642951969999995,1018.244140625
65,12256,-4.180149078,1018.2457885739999
66,12257,-4.180149078,1018.2457885739999
67,12258,-4.1642951969999995,1018.244140625
68,12259,-4.137874603,1018.2409667969999
69,12260,-4.116733551,1018.23828125
70,12261,-4.06388855,1018.232299805
71,12262,-4.005756378,1018.225158691
72,12263,-3.952911377,1018.218383789
73,12264,-3.9053497310000003,1018.213134766
74,12265,-3.8789253230000003,1018.2094726560001
75,12266,-3.836647034,1018.2045898439999
76,12267,-3.815509796,1018.2019042969999
77,12268,-3.826078415,1018.203186035
78,12269,-3.863071442,1018.2074584960001
79,12270,-3.863071442,1018.2074584960001
80,12271,-3.863071442,1018.2074584960001
81,12272,-3.773231506,1018.1969604489999
82,12273,-3.67282486,1018.1846923830001
83,12274,-3.5512771610000002,1018.170166016
84,12275,-3.4244461060000004,1018.154968262
85,12276,-3.371601105,1018.1487426760001
86,12277,-3.371601105,1018.1487426760001
87,12278,-3.37688446,1018.149108887
88,12279,-3.435016632,1018.15625
89,12280,-3.5671310419999998,1018.171936035
90,12281,-3.667541504,1018.184204102
91,12282,-3.7309570310000004,1018.19152832
92,12283,-3.7996559139999997,1018.2000732419999
93,12284,-3.767948151,1018.1961669919999
94,12285,-3.699249268,1018.1883544919999
95,12286,-3.651687622,1018.182250977
96,12287,-3.588272095,1018.174804688
97,12288,-3.545993805,1018.16986084
98,12289,-3.530139923,1018.167602539
99,12290,-3.530139923,1018.167602539
100,12291,-3.5407104489999996,1018.1687011719999
101,12292,-3.5407104489999996,1018.169250488
102,12293,-3.572418213,1018.172546387
103,12294,-3.572418213,1018.172851562
104,12295,-3.572418213,1018.172851562
105,12296,-3.604125977,1018.176574707
106,12297,-3.6886787415,1018.1869201659999
107,12298,-3.757377625,1018.1953125
108,12299,-3.8260803219999997,1018.203186035
109,12300,-3.8419342039999997,1018.2055053710001
110,12301,-3.8736419680000003,1018.20892334
111,12302,-3.9212036130000003,1018.214660645
112,12303,-3.947624207,1018.218139648
113,12304,-3.952911377,1018.21887207
114,12305,-3.952911377,1018.21887207
115,12306,-3.9423408510000004,1018.217041016
116,12307,-3.88949585,1018.2113647460001
117,12308,-3.8577880860000002,1018.207092285
118,12309,-3.8577880860000002,1018.206848145
119,12310,-3.8577880860000002,1018.206848145
120,12311,-3.8736419680000003,1018.2092895510001
121,12312,-3.881567001,1018.20993042
122,12313,-3.88949585,1018.211181641
123,12314,-3.894779205,1018.211608887
124,12315,-3.9000625610000004,1018.212219238
125,12316,-3.931770325,1018.216003418
126,12317,-3.958194733,1018.2192382810001
