,time,altitude,latitude,longitude
0,28170,49.28307342529297,36.012102291871145,129.3223081952889
1,28224,49.28307342529297,36.01283571788533,129.32182214193725
2,28225,48.99927520751953,36.01193121274625,129.32218173287131
3,28231,48.705833435058594,36.01197351438451,129.32220037911785
4,28237,48.7180061340332,36.01197526440283,129.3221519585523
5,28239,48.84492111206055,36.011966141938046,129.32213149313412
6,28245,49.6606559753418,36.011921576014736,129.32202034178837
7,28251,49.64601516723633,36.011886049924136,129.3220009488239
8,28263,36.814128838739144,36.011926809147724,129.3220490554921
9,28268,40.0646400359177,36.01193756519729,129.32205369023185
10,28274,48.70917129516602,36.012013278775555,129.32224223312124
11,28280,47.61895751953125,36.012054757718275,129.32231905103936
12,28287,48.50550079345703,36.01209211838918,129.3226895520495
13,28293,48.59533158919353,36.01166457343197,129.32260129198292
14,28294,44.966251754760755,36.011704043187805,129.32261189296327
15,28295,44.93868980407716,36.01176482445653,129.3226814548016
16,28296,44.71330528259277,36.011750257473814,129.32265596358192
17,28297,44.795895004272474,36.01176459822154,129.3226680482118
18,28298,51.63463500976562,36.01180268220916,129.32267648363887
19,28299,52.291180519104,36.011819171724845,129.32269929326182
20,28301,68.20946664016064,36.01184461823027,129.32275481354506
21,28302,52.10221911338806,36.01185308219264,129.32278311391053
22,28303,51.97516350832368,36.01185251713702,129.32280424206527
23,28304,51.8255477000145,36.011872885093396,129.32280971996846
24,28305,51.77509341288474,36.01189056534713,129.32281419719484
25,28306,51.74103721146668,36.011899152413356,129.3228287804263
26,28307,51.643128570084656,36.011908105754124,129.3228411902693
27,28308,51.55292465052654,36.01191891994959,129.32285208806098
28,28309,51.47328276809221,36.011933546537115,129.32285565958057
29,28310,51.442178626235496,36.0119498629882,129.3228626108963
30,28311,51.371104039686536,36.011963261249505,129.32286963001513
31,28312,51.26030624289688,36.011982505006216,129.32286551002204
32,28313,51.194782340903465,36.011993784819545,129.32286555378695
33,28314,51.13983517531349,36.012006017253114,129.32287731713114
34,28315,50.99750574195762,36.012021898054364,129.3228704650299
35,28316,50.96397805985251,36.01202319001001,129.32287198814828
36,28317,50.94376814442519,36.01202736217711,129.32287854151332
37,28318,50.87484041460121,36.012031908254826,129.32286630022534
38,28319,50.939688364275064,36.01204001695938,129.3228840947873
39,28320,50.77638632452565,36.01204987174742,129.3228944174132
40,28321,50.636322600042895,36.01205509560988,129.32289955967448
41,28322,50.5583208662665,36.012071007847204,129.32290293056323
42,28323,50.449542604509965,36.01207397103409,129.32290594410887
43,28324,50.40065894947688,36.01207754715616,129.32291356186659
44,28325,50.31765092454974,36.012079523305005,129.3229175861473
45,28326,50.26739608152968,36.01208406886155,129.32292272320697
46,28327,50.198581229551884,36.012074680978216,129.32293000786706
47,28328,50.1797109137877,36.01208652777585,129.32293740358026
48,28329,50.0582239676605,36.01210392376663,129.32293748360402
49,28330,49.956660295020434,36.01211665505721,129.32293304761845
50,28331,49.91919603591074,36.01213008321499,129.32293364503929
51,28332,49.84245232606421,36.01213816894617,129.32293422743405
52,28333,49.78879330542137,36.01215009807002,129.32292843414888
53,28334,49.7744460801149,36.01216462499127,129.32294028785824
54,28335,49.59315829972292,36.012184546987704,129.32294314180504
55,28336,49.44623542378332,36.012204312025325,129.32293722418578
56,28337,49.38566834981242,36.012216991092096,129.32292320333937
57,28338,49.450377328450486,36.012242324827426,129.3229193155433
58,28339,49.33854607177328,36.01225479533872,129.32291239735324
59,28340,49.31380169732626,36.01227106072297,129.32290299710505
60,28341,49.297299092156926,36.01229303318953,129.32289224220983
61,28342,49.25780093124939,36.01230580500464,129.32289582781834
62,28343,49.1362424725805,36.0123124859016,129.32288699458678
63,28344,49.16665178174293,36.01232501396236,129.32288587852983
64,28345,49.099359613293935,36.01235380696137,129.3228722722279
65,28346,49.03830300387091,36.012363710290586,129.32286867778936
66,28347,49.002959977205926,36.012375676360605,129.32286816144708
67,28348,48.926909042459364,36.01238666516811,129.32286790155544
68,28349,48.85061879883823,36.01240166725023,129.32287449938664
69,28350,48.68164867950539,36.01241363875211,129.32287684478294
70,28351,48.56437782724011,36.012424402384376,129.32288363841658
71,28352,48.41686659284364,36.01244287437265,129.32291224202822
72,28353,48.00438979191377,36.012449893198465,129.3229312480509
73,28354,47.73292360596139,36.012451061642,129.32295846735548
74,28355,47.43363190679975,36.01246222034156,129.3229818659089
75,28356,47.1039613733582,36.01246021101952,129.3230004830074
76,28357,46.903054561713255,36.01246264174368,129.32300971294296
77,28358,46.77750199700385,36.012485424226874,129.32303219472308
78,28359,46.39879302349189,36.012493622867865,129.32304166284442
79,28360,46.21576526578914,36.01250005001918,129.3230524730418
80,28361,46.05074007790948,36.01250669642129,129.32305911966557
81,28362,45.903740580361756,36.01252362589907,129.32306104417898
82,28363,45.749397533683144,36.012531389599225,129.3230627197573
83,28364,45.6576219814567,36.01254377650222,129.3230709698239
84,28365,45.439772856409824,36.01255548274683,129.3230794066473
85,28366,45.213017393368034,36.01256401778952,129.32308167110486
86,28367,45.102416889788465,36.01257608082452,129.32309060015626
87,28368,44.880137814772304,36.01258414926933,129.32310361741673
88,28369,44.61082052128435,36.01259734630785,129.3231108376603
89,28370,44.39699761761917,36.012606886420954,129.3231210557376
90,28371,44.16715661753585,36.0126163832398,129.3231349996211
91,28372,43.88292450117008,36.01262404446638,129.3231419536859
92,28373,43.70936502854718,36.01263081431684,129.32315672206786
93,28374,43.43824550096262,36.01264287652881,129.3231661793945
94,28375,43.209754153672925,36.01264944551088,129.32317885908967
95,28376,42.969506184715435,36.01265288998202,129.32319861464438
96,28377,42.64330929919665,36.0126631533335,129.32321252854092
97,28378,42.36237799565453,36.01267106887252,129.3232230925143
98,28379,42.147428023259295,36.01268451699914,129.32323955430476
99,28380,41.83382029408618,36.01269547269333,129.32325062505686
100,28381,41.60087413298528,36.01270669879657,129.32327070125777
101,28382,41.25354463528339,36.012721261631505,129.32328846418807
102,28383,40.919070321987796,36.01273183193486,129.32330465700235
103,28384,40.627306850619185,36.01273863949643,129.3233170111732
104,28385,40.4080464275546,36.01274666873913,129.3233306828949
105,28386,40.17643258007236,36.012758149027626,129.32334770340358
106,28387,39.94108743372745,36.01276718888249,129.32335898244364
107,28388,39.778630799952325,36.012772483935656,129.323377306049
108,28389,39.56712375351818,36.012785053062025,129.32339103673962
109,28390,39.4002531392068,36.012791979932864,129.32340658197123
110,28391,39.239706977433855,36.01279858271933,129.32341921375436
111,28392,39.10957650981615,36.01280803309851,129.32342705448823
112,28393,39.03258526786394,36.01281699477361,129.32343414665038
113,28394,38.96898976610525,36.01281771915815,129.32344947204018
114,28395,38.821658459947926,36.012820110796035,129.32346022604577
115,28396,38.710946020250155,36.012824925791264,129.32347079362282
116,28397,38.610095876133904,36.012833736869396,129.32348483439694
117,28398,38.48682764944201,36.01283851062021,129.323501013244
118,28399,38.33714082616246,36.012841257271326,129.3235089923248
119,28400,38.255893686192906,36.0128519543291,129.3235194224959
120,28401,38.17732944277701,36.01285830043863,129.32353267279046
121,28402,38.06689847925085,36.01287061038922,129.3235478746636
122,28403,37.95317784688749,36.01287977427994,129.32355994741948
123,28404,37.861753217122825,36.01288989216128,129.32356987943658
124,28405,37.7958011380575,36.012900183812874,129.32358032719281
125,28406,37.73096809140585,36.01291212956182,129.3235903556227
126,28407,37.67713714574947,36.01292257403465,129.3236051018105
127,28408,37.584639335607655,36.01293449652342,129.32361375840637
128,28409,37.54860008010617,36.01294812498824,129.32362710831876
129,28410,37.502647292861695,36.01295790046386,129.32363687325417
130,28411,37.46644572141263,36.01296672016376,129.32365471607253
131,28412,37.37577951324234,36.012975843515136,129.32366294635972
132,28413,37.342941224944845,36.01298249459502,129.3236694274622
133,28414,37.319209092892436,36.012991259453244,129.3236755198107
134,28415,37.30575685441864,36.01300190566085,129.32367895731346
135,28416,37.31663048738278,36.013011189267395,129.32368220960288
136,28417,37.32671977328662,36.013020310671976,129.32368285993905
137,28418,37.35306935434282,36.013030992022365,129.32369365557628
138,28419,37.320355801706256,36.013030096262554,129.32369724140793
139,28420,37.29094728518771,36.013036845219595,129.32369343536976
140,28421,37.334533533145226,36.0130447055362,129.32368732257427
141,28422,37.40397241917146,36.01306243736764,129.32366803912004
142,28423,37.59789331277897,36.01307312885193,129.32365104058883
143,28424,37.76569009574322,36.013086985026696,129.323638161883
144,28425,37.912551332267206,36.01309220396799,129.3236260412165
145,28426,38.019155256822906,36.01310300272717,129.32362356723252
146,28427,38.08134496141227,36.01310845990249,129.32362309894108
147,28428,38.108784711290156,36.01312027166133,129.32362022194962
148,28429,38.16791944860704,36.01313543760914,129.3236166836566
149,28430,38.24421408688953,36.01314578548356,129.32361140556546
150,28431,38.314692214047845,36.01315689065387,129.32359743787086
151,28432,38.43175780325293,36.013166240316295,129.32358599347077
152,28433,38.531653677969324,36.013178343934555,129.32357967063157
153,28434,38.60922634954742,36.01318775556039,129.32356748670264
154,28435,38.70419102942496,36.013194739101976,129.3235552869902
155,28436,38.792009717261344,36.01319979940027,129.3235493051578
156,28437,38.84259113133307,36.0132044916345,129.3235407190213
157,28438,38.900191386998046,36.0132091259965,129.32352212401491
158,28439,39.00434771383409,36.01322437065984,129.32350955212817
159,28440,39.105043497884886,36.013236706475965,129.3235036781717
160,28441,39.16612053783781,36.013247357695185,129.32349141687786
161,28442,39.245414353283294,36.01325564148553,129.32348114399468
162,28443,39.31121078499874,36.01326202986999,129.32347336481925
163,28444,39.360479179390985,36.01326288719681,129.3234610873555
164,28445,39.41667440567103,36.013269230110275,129.32345503897395
165,28446,39.45586402717599,36.013275910187666,129.32345144142602
166,28447,39.483331497016906,36.013284295076815,129.32344432695768
167,28448,39.524750119001006,36.013293588364405,129.32343200979392
168,28449,39.58654273803536,36.013302508439125,129.3234220403443
169,28450,39.638871444518855,36.01330862868619,129.32341310251257
170,28451,39.68197281492307,36.0133174078866,129.32340773084402
171,28452,39.71285269988831,36.013327454621134,129.323403345345
172,28453,39.73916990591413,36.01333537638191,129.32340238007222
173,28454,39.754703695608505,36.013346632178894,129.32340067415436
174,28455,39.78945295165313,36.01335790852471,129.32339126546174
175,28456,39.85378526861502,36.013367989159214,129.32338592081823
176,28457,39.905543970281904,36.01337681249958,129.32338146488618
177,28458,39.95059334508728,36.01339212818699,129.32337626350503
178,28459,40.01654618906195,36.01340624043125,129.32337035260008
179,28460,40.08597640387934,36.013419006563744,129.32336492584426
180,28461,40.15177181183569,36.013431195524795,129.32335892187635
181,28462,40.21965506356882,36.013443900832435,129.3233528180472
182,28463,40.291468718331984,36.013457396483666,129.32334877358394
183,28464,40.35826464679657,36.01346917651124,129.32334441084598
184,28465,40.42203881361765,36.01348452231697,129.3233424834047
185,28466,40.48579919538764,36.01350369187512,129.32333332387878
186,28467,40.60012964030293,36.01352137579546,129.32333003669382
187,28468,40.69393267991164,36.01353232529151,129.3233286297734
188,28469,40.75072585618696,36.01354520572517,129.32332812702444
189,28470,40.80366011766215,36.013561887152356,129.32332704673289
190,28471,40.87428786387802,36.013577735094756,129.32332380829152
191,28472,40.963981558909786,36.013594395523135,129.32332162112155
192,28473,41.051036255561385,36.01360783207899,129.32331915688428
193,28474,41.13071340491405,36.013630126167506,129.32333219863298
194,28475,40.71658639328682,36.01364367743509,129.32332243486138
195,28476,40.56610005320808,36.013659972081506,129.32333457901098
196,28477,40.15793313306739,36.013672628628846,129.3233357944531
197,28478,39.90631627015488,36.013685112169085,129.3233474614043
198,28479,39.62417750256481,36.013699704566,129.323353018945
199,28480,39.33984828461927,36.013714297666475,129.3233513656433
200,28481,39.088440967072756,36.0137247584562,129.32334979745227
201,28482,38.90424223666089,36.013747023291494,129.32335884713802
202,28483,38.503735037569896,36.013764262076826,129.32336133761544
203,28484,38.187433096957676,36.013784589074604,129.32336162954584
204,28485,37.83907392950778,36.01379986259095,129.32335839409723
205,28486,37.57361095282627,36.013818865589656,129.3233583201866
206,28487,37.250444095465724,36.013831942300506,129.32335922345183
207,28488,37.01270710638495,36.01385468218224,129.32336256090414
208,28489,36.631620251348956,36.013869777890676,129.32336066446211
209,28490,36.3600967251471,36.01388359451232,129.32336585817643
210,28491,36.11728275143317,36.013904312866494,129.3233655807556
211,28492,35.822960841976816,36.01391875717907,129.32336129787078
212,28493,35.61421117666593,36.01392400125773,129.32335474231243
213,28494,35.52342539775692,36.013933252763046,129.32334924219617
214,28495,35.39337361429962,36.01394599790378,129.32334541473415
215,28496,35.21482163724783,36.01396302864124,129.32334353433885
216,28497,34.97779605990399,36.013986738289816,129.32334586863917
217,28498,34.65778879941081,36.014005590462354,129.32334418756292
218,28499,34.38239970666227,36.01401907450578,129.32334249822893
219,28500,34.178389468652064,36.01403060345191,129.3233393467199
220,28501,34.00061959414304,36.01404574033215,129.3233359588931
221,28502,33.77639576831323,36.014051998420186,129.32333787014076
222,28503,33.68052634898709,36.01406818977435,129.32334129767446
223,28504,33.47714744538455,36.014085123998605,129.3233446949317
224,28505,33.256041274995,36.01410273963893,129.32334411594726
225,28506,33.007413171383774,36.01411502208004,129.323340383357
226,28507,32.806769111022646,36.0141320218477,129.3233406259905
227,28508,32.57055899880978,36.01414510538672,129.32334410628178
228,28509,32.40040440299377,36.014150665350094,129.3233429280655
229,28510,32.30553364250885,36.01417055387337,129.32334405578868
230,28511,32.07339489409707,36.014190521285855,129.32333907887187
231,28512,31.886319935271526,36.01421019506957,129.32334159949744
232,28513,31.751260358090143,36.014220796522615,129.32334242082746
233,28514,31.67130084812591,36.01423115030825,129.32335116917966
234,28515,31.637545390903906,36.014239331737684,129.3233560074111
235,28516,31.600901870328194,36.014245282001745,129.32335887774042
236,28517,31.5688653258878,36.01424960197989,129.3233494693952
237,28518,31.49233136443692,36.014252097239755,129.32333452313733
238,28519,31.400505528716646,36.0142580148914,129.3233240687251
239,28520,31.628469704177817,36.01426549658302,129.32331799152783
240,28521,31.78030741200714,36.01427298692793,129.32330895494977
241,28522,32.00628448723343,36.01428763185154,129.3233137413812
242,28523,31.77633741021016,36.01429898446074,129.32330349282722
243,28524,31.95298145067677,36.0143075714225,129.32330498641963
244,28525,31.8591002919793,36.014316107771506,129.32330807160565
245,28526,31.697215075279473,36.01432840012569,129.32328516102925
