,time,relativeAltitude,pressure
0,28225,0.0,1017.867797852
1,28226,-0.021141052,1017.8698730469999
2,28227,-0.036994934,1017.872009277
3,28228,-0.079269409,1017.877075195
4,28229,-0.132118225,1017.883789062
5,28230,-0.190246582,1017.890686035
6,28231,-0.6817207340000001,1017.949584961
7,28232,-0.7979812620000001,1017.9639892580001
8,28233,-0.967090607,1017.9840698239999
9,28234,-1.326446533,1018.027282715
10,28235,-1.733364105,1018.07623291
11,28236,-1.9288940430000001,1018.1000366210001
12,28237,-2.2142639159999997,1018.134643555
13,28238,-2.520774841,1018.171630859
14,28239,-2.8061447139999998,1018.2055664060001
15,28240,-3.170783997,1018.2495727539999
16,28241,-3.524856567,1018.2925415039999
17,28242,-3.8260803219999997,1018.3289794919999
18,28243,-4.06388855,1018.357299805
19,28244,-4.243566512999999,1018.379425049
20,28245,-4.285842896,1018.3844604489999
21,28246,-4.32283783,1018.38873291
22,28247,-4.402107238999999,1018.39831543
23,28248,-4.544792175,1018.415893555
24,28249,-4.740322113,1018.4390258789999
25,28250,-5.0362625119999995,1018.474609375
26,28251,-5.3480567930000005,1018.5124511719999
27,28252,-5.6281433110000005,1018.546264648
28,28253,-5.871234894,1018.57598877
29,28254,-6.061481476,1018.5985107419999
30,28268,-7.4464106242,1018.7658040363999
31,28269,-7.852973938,1018.81463623
32,28270,-7.815982818999999,1018.81048584
33,28271,-7.794845581000001,1018.807678223
34,28272,-7.768421172999999,1018.804626465
35,28273,-7.794845581000001,1018.807678223
36,28274,-7.916389465,1018.82208252
37,28275,-8.0273685455,1018.835571289
38,28276,-8.101352692,1018.844726562
39,28277,-8.106639862,1018.845336914
40,28278,-8.106639862,1018.845581055
41,28279,-8.117206572999999,1018.846740723
42,28280,-8.138347626,1018.84942627
43,28281,-8.159484863,1018.85168457
44,28282,-8.159484863,1018.85168457
45,28283,-8.148914337,1018.850646973
46,28284,-8.138347626,1018.849365234
47,28285,-8.1277771,1018.847717285
48,28286,-8.1277771,1018.847717285
49,28287,-8.133060455,1018.848327637
50,28288,-8.148914337,1018.850158691
51,28289,-8.164768218999999,1018.852478027
52,28290,-8.209690093999999,1018.857940674
53,28291,-8.281032562,1018.8663330080001
54,28292,-8.312740326,1018.870178223
55,28293,-8.370868683,1018.877563477
56,28294,-8.413146973,1018.882568359
57,28295,-8.439571381,1018.8854980469999
58,28296,-8.444854736,1018.8864135739999
59,28297,-8.465991974,1018.88848877
60,28298,-8.465991974,1018.88848877
61,28299,-8.444854736,1018.886047363
62,28300,-8.423717499,1018.883361816
63,28301,-8.402576447000001,1018.8812866210001
64,28302,-8.381439209,1018.87878418
65,28303,-8.381439209,1018.87878418
66,28304,-8.402576447000001,1018.8811645510001
67,28305,-8.510913849,1018.894226074
68,28306,-8.666809082,1018.913085938
69,28307,-8.740795135,1018.921630859
70,28308,-8.814781189,1018.930603027
71,28309,-8.841201782,1018.934265137
72,28310,-8.899333954,1018.941040039
73,28311,-8.925758362,1018.9440917969999
74,28312,-8.968032837,1018.94934082
75,28313,-8.989173889,1018.952087402
76,28314,-9.047306061,1018.958740234
77,28315,-9.063159942999999,1018.960571289
78,28316,-9.073726654,1018.962097168
79,28317,-9.110721587999999,1018.96673584
80,28318,-9.110721587999999,1018.96673584
81,28319,-9.110721587999999,1018.96673584
82,28320,-9.168849945,1018.9738769530001
83,28321,-9.417228698999999,1019.0036621090001
84,28322,-9.713169098,1019.03894043
85,28323,-9.913986206,1019.063476562
86,28324,-10.07780838,1019.0834960939999
87,28325,-10.104232788,1019.086303711
88,28326,-10.104232788,1019.086303711
89,28327,-9.961547852,1019.069335938
90,28328,-9.924552917,1019.0648803710001
91,28329,-9.750160217000001,1019.0438232419999
92,28330,-9.575767517000001,1019.022521973
93,28331,-9.422512054,1019.00402832
94,28332,-9.364383698,1018.996887207
95,28333,-9.295681,1018.988891602
96,28334,-9.290397644,1018.98815918
97,28335,-9.290397644,1018.98815918
98,28336,-9.398731231500001,1019.0013732910002
99,28337,-9.422512054,1019.0042114260001
100,28338,-9.517635345,1019.015808105
101,28339,-9.623329163,1019.028625488
102,28340,-9.649753571,1019.03137207
103,28341,-9.882278442,1019.0596923830001
104,28342,-9.882278442,1019.0596923830001
105,28343,-9.850570679,1019.055847168
106,28344,-9.850570679,1019.055847168
107,28345,-9.90341568,1019.0620117189999
108,28346,-9.919269562,1019.0637207030001
109,28347,-9.998538971,1019.0734863280001
110,28348,-10.104232788,1019.0862426760001
111,28349,-10.141223907,1019.090820312
112,28350,-10.194072723,1019.09753418
113,28351,-10.283908843999999,1019.1082763675
114,28352,-10.437164307,1019.1264648439999
115,28353,-10.447734833,1019.127563477
116,28354,-10.50586319,1019.1350708010001
117,28355,-10.537570953,1019.138916016
118,28356,-10.606273651,1019.1472167969999
119,28357,-10.674972534,1019.1551513669999
120,28358,-10.844081879,1019.175415039
121,28359,-11.002620697000001,1019.194641113
122,28360,-11.161159515,1019.2141113280001
123,28361,-11.383113860999998,1019.240783691
124,28362,-11.568077087,1019.263000488
125,28363,-11.673770905,1019.2758178710001
126,28364,-11.821739197000001,1019.2940673830001
127,28365,-11.990848540999998,1019.314086914
128,28366,-12.1731681825,1019.335998535
129,28367,-12.392482758,1019.3627929689999
130,28368,-12.535167694,1019.379577637
131,28369,-12.656711578,1019.394592285
132,28370,-12.778259277,1019.409484863
133,28371,-12.910377502000001,1019.4249267580001
134,28372,-13.026638031,1019.439453125
135,28373,-13.158752440999999,1019.45501709
136,28374,-13.28030014,1019.469726562
137,28375,-13.396560669000001,1019.484191895
138,28376,-13.481117249,1019.49432373
139,28377,-13.57624054,1019.5053710939999
140,28378,-13.639656067,1019.513061523
141,28379,-13.71364212,1019.5222167969999
142,28380,-13.758560180500002,1019.52734375
