,time,relativeAltitude,pressure
0,27397396,0.0,1021.2429199219999
1,27397397,0.015853882,1021.2407226560001
2,27397398,0.036994934,1021.238464355
3,27397399,0.08984375,1021.232177734
4,27397400,0.08984375,1021.231811523
5,27397401,0.20610046399999998,1021.2176513669999
6,27397402,0.22195434600000002,1021.2163085939999
7,27397403,0.22195434600000002,1021.2163085939999
8,27397404,0.126831055,1021.2274169919999
9,27397405,0.021141052,1021.240356445
10,27397406,-0.095123291,1021.254516602
11,27397407,-0.211387634,1021.268188477
12,27397408,-0.295936584,1021.278686523
13,27397409,-0.322364807,1021.2816772460001
14,27397410,-0.332931519,1021.282836914
15,27397411,-0.3487854,1021.284790039
16,27397412,-0.3831367495,1021.2890319825001
17,27397413,-0.41220092799999997,1021.292602539
18,27397414,-0.39634704600000004,1021.29095459
19,27397415,-0.391059875,1021.2899169919999
20,27397416,-0.375205994,1021.2879638669999
21,27397417,-0.3487854,1021.28527832
22,27397418,-0.322364807,1021.281860352
23,27397419,-0.290657043,1021.2781982419999
24,27397420,-0.269515991,1021.275146484
25,27397421,-0.163825989,1021.262268066
26,27397422,-0.036994934,1021.247009277
27,27397423,0.00528717,1021.241943359
28,27397424,0.05284881599999999,1021.23626709
29,27397425,0.147972107,1021.224731445
30,27397426,0.195533752,1021.219360352
31,27397427,0.28536987300000005,1021.2082214354999
32,27397428,0.465049744,1021.186218262
33,27397429,0.539031982,1021.177734375
34,27397430,0.6394424439999999,1021.165771484
35,27397431,0.7662734990000001,1021.150146484
36,27397432,0.893104553,1021.135131836
37,27397433,0.977661133,1021.124755859
38,27397434,1.051643372,1021.115783691
39,27397435,1.183761597,1021.099731445
40,27397436,1.2788848879999999,1021.088134766
41,27397437,1.38457489,1021.075134277
42,27397438,1.521980286,1021.0588989260001
43,27397439,1.64881134,1021.043762207
44,27397440,1.7333602909999999,1021.033325195
45,27397441,1.8760452269999999,1021.01574707
46,27397442,2.097999573,1020.989013672
47,27397443,2.335811615,1020.9606323239999
48,27397444,2.526058197,1020.9371948239999
49,27397445,2.737445831,1020.9118041989999
50,27397446,3.0016746519999997,1020.880187988
51,27397447,3.160217285,1020.8608398439999
52,27397448,3.2606239319999997,1020.848693848
53,27397449,3.366317749,1020.8359375
54,27397450,3.4297332760000003,1020.82800293
