,date,time,altitude,latitude,longitude
0,2018-11-14,8588,32.954235076904304,36.016174524945164,129.32303048793082
1,2018-11-14,8595,32.954235076904304,36.016174524945164,129.32303048793082
2,2018-11-14,8595,32.954235076904304,36.016178172406526,129.3230111181482
3,2018-11-14,8595,32.954235076904304,36.01617817894031,129.32301108345058
4,2018-11-14,8595,32.927215576171875,36.0161732433927,129.32309633542357
5,2018-11-14,8602,32.642200469970696,36.016219902926125,129.32315990540803
6,2018-11-14,8605,30.92540596608601,36.016141725065175,129.3231851841091
7,2018-11-14,8606,31.35259288258795,36.01609647639889,129.32310348693008
8,2018-11-14,8607,30.642731293590302,36.01606139423872,129.3230256646255
9,2018-11-14,8608,31.089394251441053,36.016054462550784,129.32299954637858
10,2018-11-14,8609,33.48201899862691,36.0160900494953,129.32294258399594
11,2018-11-14,8610,28.201644897460934,36.01610666011539,129.32292525258308
12,2018-11-14,8611,28.201644897460934,36.01611160892258,129.32291536827992
13,2018-11-14,8612,28.203255081176763,36.01617468883086,129.32296253649412
14,2018-11-14,8613,33.626221313476556,36.016256479864786,129.32304221442533
15,2018-11-14,8614,34.433521903991696,36.016282698057886,129.32301776818198
16,2018-11-14,8615,34.599196878814695,36.016272634742386,129.32303296343628
17,2018-11-14,8616,34.58315901435852,36.01624933343926,129.3230124889557
18,2018-11-14,8617,34.50605855432892,36.01623947210812,129.32301895403066
19,2018-11-14,8618,34.466398892847444,36.016239780651134,129.3230246036365
20,2018-11-14,8619,34.46343199591316,36.016241368744815,129.3230310094569
21,2018-11-14,8620,34.46828171430079,36.01624209250446,129.32301835224794
22,2018-11-14,8621,34.47111158054873,36.01624016946181,129.32301201796258
23,2018-11-14,8622,34.46516325919012,36.01623871963386,129.323005042233
24,2018-11-14,8623,34.459871771780826,36.01623517342132,129.32299513532192
25,2018-11-14,8624,34.447851610466664,36.01623161120402,129.32299783111384
26,2018-11-14,8625,34.43511051657645,36.01624339947736,129.32296476752538
27,2018-11-14,8626,34.472031063559506,36.016248171723355,129.32294754745777
28,2018-11-14,8627,34.491182941866214,36.0162471291294,129.32293509040346
29,2018-11-14,8628,34.48971983379844,36.016248188803786,129.32291607478766
30,2018-11-14,8629,34.493006750530725,36.01625660859632,129.32291069386943
31,2018-11-14,8630,34.52061586822934,36.01626469984538,129.32291062890678
32,2018-11-14,8631,34.54959290548748,36.01626647999628,129.32290180899707
33,2018-11-14,8632,34.55825843147892,36.01627816754708,129.32288580615983
34,2018-11-14,8633,34.59699348383393,36.01627933605175,129.32286457492194
35,2018-11-14,8634,34.60465383904501,36.016288204951785,129.3228452320023
36,2018-11-14,8635,34.63415255584054,36.016293578851524,129.32283697384318
37,2018-11-14,8636,34.65451575759822,36.01629777709868,129.32282573230336
38,2018-11-14,8637,34.67015452528375,36.016299548505934,129.32280753673223
39,2018-11-14,8638,34.677455325270074,36.016301127232715,129.32279290670985
40,2018-11-14,8639,34.68330091430191,36.01629001492512,129.32276782133042
41,2018-11-14,8640,34.680139821959976,36.0162656711245,129.32274896770195
42,2018-11-14,8641,34.6620361608459,36.01624464575988,129.32273266158091
43,2018-11-14,8642,34.644937632503044,36.01623123662179,129.3227222632519
44,2018-11-14,8643,34.633470547002744,36.01622063058166,129.32270826291597
45,2018-11-14,8644,34.643323899487875,36.01620549192128,129.3226983923272
46,2018-11-14,8645,34.62723922741217,36.01618967415428,129.3226853673128
47,2018-11-14,8646,34.61658077241162,36.01617587704865,129.32266936900908
48,2018-11-14,8647,34.62264917373775,36.01616032885946,129.3226554584548
49,2018-11-14,8648,34.61794824409497,36.016144121643684,129.32264201447694
50,2018-11-14,8649,34.60852772693635,36.016135564764404,129.32263113181918
51,2018-11-14,8650,34.61511817644119,36.016120161199304,129.32261817090946
52,2018-11-14,8651,34.60786363191413,36.01610625452402,129.32260603271834
53,2018-11-14,8652,34.60741626889209,36.016103632581455,129.32260443427228
54,2018-11-14,8653,34.607158672482484,36.0160924947241,129.32258823123198
55,2018-11-14,8654,34.633592797485065,36.01608577282835,129.32257890693208
56,2018-11-14,8655,34.648829288598606,36.01608166656197,129.32256355242288
57,2018-11-14,8656,34.685303194057624,36.01606985293839,129.3225523573885
58,2018-11-14,8657,34.690317009164055,36.01605936731982,129.32252838933002
59,2018-11-14,8658,34.72643812639248,36.016043946465444,129.32251734987318
60,2018-11-14,8659,34.712314184648534,36.01604061466245,129.32250772277658
61,2018-11-14,8660,34.72405448517628,36.01603527101046,129.32249931883655
62,2018-11-14,8661,34.72879563864214,36.01602884126235,129.32249011409644
63,2018-11-14,8662,34.738257943685994,36.016019794906576,129.32249876387647
64,2018-11-14,8663,34.68186927428803,36.01600803494421,129.3224944285877
65,2018-11-14,8664,34.65217721520957,36.015999394574756,129.3224919713678
66,2018-11-14,8665,34.62917169338375,36.01598648724644,129.32248386899644
67,2018-11-14,8666,34.611304887539056,36.01598301983418,129.32247871089518
68,2018-11-14,8667,34.614994204879395,36.01597748282039,129.32247026132472
69,2018-11-14,8668,34.624801079118306,36.01596919300012,129.3224585486513
70,2018-11-14,8669,34.636871091493376,36.015967237291484,129.32243415208205
71,2018-11-14,8670,34.71078698555314,36.015960730721176,129.32242146041634
72,2018-11-14,8671,34.73821832410463,36.015951522553884,129.32240582362522
