,time,relativeAltitude,pressure
0,22927,0.0,1018.0711669919999
1,22928,-0.052845000999999996,1018.077880859
2,22929,-0.105693817,1018.0844726560001
3,22930,-0.105693817,1018.0844726560001
4,22931,-0.10040664699999999,1018.083618164
5,22932,0.015853882,1018.0695800780001
6,22933,0.015853882,1018.0695800780001
7,22934,-0.10040664699999999,1018.0834960939999
8,22935,-0.21667099,1018.0972290039999
9,22936,-0.45447921799999996,1018.1264648439999
10,22937,-0.866680145,1018.17565918
11,22938,-1.2683143620000001,1018.2241821289999
12,22939,-1.5853919980000002,1018.2628173830001
13,22940,-1.839054108,1018.2933959960001
14,22941,-2.02930069,1018.316345215
15,22942,-2.124423981,1018.327514648
16,22943,-2.1719875335000003,1018.333465576
17,22944,-2.198410034,1018.336730957
18,22945,-2.198410034,1018.336730957
19,22946,-2.177272797,1018.33404541
20,22947,-2.177272797,1018.33404541
21,22948,-2.198410034,1018.3364257810001
22,22949,-2.2565422059999998,1018.34387207
23,22950,-2.314670563,1018.3504638669999
24,22951,-2.356948853,1018.35559082
25,22952,-2.393939972,1018.360351562
26,22953,-2.399227142,1018.361083984
27,22954,-2.42036438,1018.363342285
28,22955,-2.430934906,1018.3643798830001
29,22956,-2.467926025,1018.3688354489999
30,22957,-2.4784965519999997,1018.3702392580001
31,22958,-2.4811382295,1018.370452881
32,22959,-2.4784965519999997,1018.3706054689999
33,22960,-2.4837799069999997,1018.3706665039999
34,22961,-2.494350433,1018.372497559
35,22962,-2.510204315,1018.374389648
36,22963,-2.504920959,1018.373291016
37,22964,-2.504920959,1018.373291016
38,22965,-2.489067078,1018.3719482419999
39,22966,-2.489067078,1018.3719482419999
40,22967,-2.499633789,1018.373046875
41,22968,-2.504920959,1018.373168945
42,22969,-2.504920959,1018.373168945
43,22970,-2.510204315,1018.374084473
44,22971,-2.510204315,1018.374084473
45,22972,-2.573619843,1018.381835938
46,22973,-2.7268733975000004,1018.4002685549999
47,22974,-2.890697479,1018.4204101560001
48,22975,-3.0439529419999998,1018.438415527
49,22976,-3.1655006410000004,1018.45324707
50,22977,-3.3081855769999997,1018.470581055
51,22978,-3.37688446,1018.4789428710001
52,22979,-3.4931449889999997,1018.4929199219999
53,22980,-3.609409332,1018.506469727
54,22981,-3.7098159789999996,1018.5190429689999
55,22982,-3.8789253230000003,1018.539123535
56,22983,-4.042747498,1018.558959961
57,22984,-4.206573486,1018.579162598
58,22985,-4.322834015,1018.593078613
59,22986,-4.380966187,1018.599975586
60,22987,-4.3994636535,1018.6018676755
61,22988,-4.417957306,1018.6043701169999
62,22989,-4.433811188,1018.6063232419999
63,22990,-4.433811188,1018.6063232419999
64,22991,-4.423244476,1018.605224609
65,22992,-4.402103424,1018.6022949219999
66,22993,-4.354541779,1018.596740723
67,22994,-4.317550659,1018.591918945
68,22995,-4.296413422,1018.5894165039999
69,22996,-4.296413422,1018.5894165039999
70,22997,-4.301696777,1018.5901489260001
71,22998,-4.306980133,1018.5910644530001
72,22999,-4.333404541,1018.59387207
73,23000,-4.338687897,1018.594726562
74,23001,-4.338687897,1018.594726562
75,23002,-4.333404541,1018.5942687985
76,23003,-4.306980133,1018.5906982419999
77,23004,-4.296413422,1018.589782715
78,23005,-4.296413422,1018.5894165039999
79,23006,-4.285842896,1018.588134766
80,23007,-4.296413422,1018.5894165039999
81,23008,-4.296413422,1018.589782715
82,23009,-4.3122673030000005,1018.591552734
83,23010,-4.328121185,1018.593383789
84,23011,-4.338687897,1018.5948486330001
85,23012,-4.359828949,1018.597045898
86,23013,-4.365112305,1018.59777832
87,23014,-4.37039566,1018.598571777
88,23015,-4.396820068,1018.6020507810001
89,23016,-4.407390594,1018.602844238
90,23017,-4.41267395,1018.6037597655
91,23018,-4.44966507,1018.608093262
92,23019,-4.465518951,1018.6098632810001
93,23020,-4.513080597,1018.6156616210001
94,23021,-4.576496124,1018.6233520510001
95,23022,-4.613491058,1018.6281738280001
96,23023,-4.613491058,1018.6281738280001
97,23024,-4.608207703,1018.627075195
98,23025,-4.513080597,1018.615600586
99,23026,-4.349258423,1018.596313477
100,23027,-4.338687897,1018.594909668
101,23028,-4.338687897,1018.594909668
102,23029,-4.349258423,1018.59588623
103,23030,-4.423244476,1018.6047363280001
104,23031,-4.513080597,1018.615844727
105,23032,-4.497226715,1018.6137084965001
106,23033,-4.41267395,1018.6038208010001
107,23034,-4.343975067,1018.5952758789999
108,23035,-4.28055954,1018.58795166
109,23036,-4.2435646060000005,1018.583435059
110,23037,-4.190719604,1018.5769042969999
111,23038,-4.180149078,1018.5756835939999
112,23039,-4.180149078,1018.575561523
113,23040,-4.1642951969999995,1018.5734863280001
114,23041,-4.143157959,1018.5710449219999
115,23042,-4.137874603,1018.570251465
116,23043,-4.127304077,1018.5694580080001
117,23044,-4.095596313,1018.565612793
118,23045,-4.095596313,1018.565612793
119,23046,-4.132587433,1018.5698242189999
120,23047,-4.19600296,1018.5772705080001
121,23048,-4.23828125,1018.582275391
122,23049,-4.269989014,1018.586730957
123,23050,-4.291126251000001,1018.588928223
124,23051,-4.291126251000001,1018.588928223
125,23052,-4.275272369,1018.586975098
126,23053,-4.227710724,1018.5816040039999
127,23054,-4.190719604,1018.5766601560001
128,23055,-4.143157959,1018.5710449219999
129,23056,-4.074459076,1018.562744141
130,23057,-4.0004730219999995,1018.5539550780001
131,23058,-3.937057495,1018.5463867189999
132,23059,-3.868354797,1018.5378417969999
133,23060,-3.80493927,1018.5307617189999
134,23061,-3.767948151,1018.5261230469999
135,23062,-3.773231506,1018.5266113280001
136,23063,-3.7785186769999997,1018.527099609
137,23064,-3.7996559139999997,1018.529907227
138,23065,-3.836647034,1018.5343017580001
139,23066,-3.8525009160000003,1018.536132812
140,23067,-3.863071442,1018.537109375
141,23068,-3.863071442,1018.537109375
142,23069,-3.8577880860000002,1018.5366210939999
143,23070,-3.831363678,1018.533813477
144,23071,-3.8260803219999997,1018.533081055
145,23072,-3.831363678,1018.533325195
146,23073,-3.831363678,1018.533325195
147,23074,-3.831363678,1018.533874512
148,23075,-3.836647034,1018.533996582
149,23076,-3.8551445005,1018.5364379885
150,23077,-3.894779205,1018.541137695
151,23078,-3.9000625610000004,1018.5421142580001
152,23079,-3.9000625610000004,1018.5421142580001
153,23080,-3.894779205,1018.54119873
154,23081,-3.8736419680000003,1018.538513184
155,23082,-3.84721756,1018.535522461
156,23083,-3.831363678,1018.533325195
157,23084,-3.831363678,1018.533325195
158,23085,-3.868354797,1018.5378417969999
159,23086,-3.868354797,1018.5382080080001
160,23087,-3.8736419680000003,1018.538879395
161,23088,-3.8736419680000003,1018.538879395
162,23089,-3.894779205,1018.541564941
163,23090,-3.894779205,1018.541564941
