,time,relativeAltitude,pressure
0,27487479,20.303588867000002,1019.513793945
1,27487480,20.319442749,1019.511962891
2,27487481,20.356433868,1019.50769043
3,27487482,20.367004395,1019.5061645510001
4,27487483,20.393424988,1019.5026855469999
5,27487484,20.401351929,1019.50189209
6,27492310,20.339189228368422,1019.5095182720526
7,27492311,32.849323273,1017.99987793
8,27492312,32.955013275,1017.987304688
9,27492313,32.965583801,1017.986083984
10,27492314,32.981437683,1017.9839477539999
11,27492315,32.997291565,1017.982055664
12,27492316,33.002574921,1017.981262207
13,27492317,33.213962555,1017.9558105469999
14,27492318,33.272094726999995,1017.949157715
15,27492319,33.29851532,1017.946105957
16,27492320,33.361930846999996,1017.9379882810001
17,27492321,33.430633545,1017.9301757810001
18,27492322,33.430633545,1017.9301757810001
19,27492323,33.420063019000004,1017.931396484
20,27492324,33.404209136999995,1017.93347168
21,27492325,33.388355255,1017.934936523
22,27492326,33.388355255,1017.935302734
23,27492327,33.383071899,1017.9360351560001
24,27492328,33.383071899,1017.9360351560001
25,27492329,33.351364136,1017.93939209
26,27492330,33.34079361,1017.941162109
27,27492331,33.346076965,1017.940002441
28,27492332,33.351364136,1017.9397583010001
29,27492333,33.393638611,1017.934509277
30,27492334,33.430633545,1017.930053711
31,27492335,33.430633545,1017.930053711
32,27492336,33.335510254,1017.94128418
33,27492337,33.150547028000005,1017.963928223
34,27492338,32.949729919,1017.98815918
35,27492339,32.600944519,1018.0301513669999
36,27492340,32.289150238000005,1018.0678710939999
37,27492341,32.009063721,1018.101501465
38,27492342,31.829387665,1018.123168945
39,27492343,31.612716675,1018.149353027
40,27492344,31.475315094000003,1018.165771484
41,27492345,31.189945221,1018.2000732424999
42,27492346,30.751319885,1018.253234863
43,27492347,30.439525604,1018.291015625
44,27492348,30.122447968000003,1018.329162598
45,27492349,29.879356384,1018.3582763669999
46,27492350,29.747238159000002,1018.3741455080001
47,27492351,29.673252106,1018.3831176760001
48,27492352,29.673252106,1018.3831176760001
49,27492353,29.66796875,1018.383728027
50,27492354,29.66796875,1018.383728027
51,27492355,29.588699340999998,1018.393249512
52,27492356,29.409023285,1018.415222168
53,27492357,29.155357361,1018.445922852
54,27492358,28.790718079,1018.489868164
55,27492359,28.389087677,1018.538269043
56,27492360,27.8791179655,1018.5996398925
57,27492361,27.543544769,1018.6397705080001
58,27492362,27.448421478,1018.6512451169999
59,27492363,27.353298186999996,1018.6632080080001
60,27492364,27.237033844000003,1018.677124023
61,27492365,27.03093338,1018.701538086
62,27492366,26.72442627,1018.7387695310001
63,27492367,26.370353699000002,1018.781433105
64,27492368,26.07970047,1018.8168945310001
65,27492369,25.82075119,1018.847717285
66,27492370,25.651641846,1018.8679199219999
67,27492371,25.588226318,1018.876037598
68,27492372,25.588226318,1018.876037598
69,27492373,25.593513489,1018.875183105
70,27492374,25.593513489,1018.875183105
71,27492375,25.593513489,1018.8753356930001
72,27492376,25.567089081,1018.878662109
73,27492377,25.540664673000002,1018.881896973
74,27492378,25.530097961,1018.883178711
75,27492379,25.51424408,1018.884765625
76,27492380,25.508956909000002,1018.885803223
77,27492381,25.508956909000002,1018.885803223
78,27492382,25.519527435,1018.8840332030001
79,27492383,25.556518555,1018.880065918
80,27492384,25.619934081999997,1018.8721923830001
81,27492385,25.64635849,1018.868896484
82,27492386,25.730911255,1018.858581543
83,27492387,25.767906189,1018.8540039060001
84,27492388,25.767906189,1018.8540039060001
85,27492389,25.715057373,1018.8605957030001
86,27492390,25.656929016,1018.867645264
87,27492391,25.630504608000003,1018.8706054689999
88,27492392,25.630504608000003,1018.8706054689999
89,27492393,25.619934081999997,1018.872009277
90,27492394,25.630504608000003,1018.87109375
91,27492395,25.619934081999997,1018.872009277
92,27492396,25.572372437,1018.8776855469999
93,27492397,25.498390198000003,1018.886779785
94,27492398,25.424404144,1018.8959960939999
95,27492399,25.392696381,1018.899414062
96,27492400,25.302856445,1018.910400391
97,27492401,25.223587035999998,1018.920166016
98,27492402,25.186595917,1018.9243164060001
99,27492403,25.139034271,1018.92980957
100,27492404,25.107326508000003,1018.934204102
101,27492405,25.099397658999997,1018.9349060059999
102,27492406,25.054477692,1018.940490723
103,27492407,25.022769928000002,1018.9440917969999
104,27492408,24.959354401,1018.951965332
105,27492409,24.880084991,1018.9612426760001
106,27492410,24.7849617,1018.972900391
107,27492411,24.700408936,1018.9829101560001
108,27492412,24.599998474,1018.995117188
109,27492413,24.547153473,1019.0014648439999
110,27492414,24.504875183000003,1019.0069580080001
111,27492415,24.504875183000003,1019.0069580080001
112,27492416,24.504875183000003,1019.0067138669999
113,27492417,24.536582947,1019.002624512
114,27492418,24.552436829,1019.000793457
115,27492419,24.557723999,1019.000366211
116,27492420,24.541870117,1019.001953125
117,27492421,24.504875183000003,1019.0069580080001
118,27492422,24.467884064,1019.011169434
119,27492423,24.446746826,1019.013427734
120,27492424,24.39389801,1019.020080566
121,27492425,24.362190246999997,1019.023681641
122,27492426,24.362190246999997,1019.023681641
123,27492427,24.362190246999997,1019.023681641
124,27492428,24.367477416999996,1019.02355957
125,27492429,24.362190246999997,1019.0239257810001
126,27492430,24.330482483,1019.027954102
127,27492431,24.293491364,1019.032531738
128,27492432,24.240642548,1019.038818359
129,27492433,24.150806427,1019.049621582
130,27492434,24.0847473145,1019.057495117
131,27492435,24.023975372,1019.0648803710001
132,27492436,23.971126555999998,1019.071289062
133,27492437,23.944705963,1019.074584961
134,27492438,23.912998199,1019.078308105
135,27492439,23.886573791999997,1019.081420898
136,27492440,23.886573791999997,1019.081420898
137,27492441,23.934135437,1019.0758666989999
138,27492442,23.971126555999998,1019.070922852
139,27492443,24.00812149,1019.0668945310001
140,27492444,24.00812149,1019.0668945310001
141,27492445,24.00812149,1019.0668945310001
142,27492446,23.960559845,1019.07220459
143,27492447,23.944705963,1019.07434082
144,27492448,23.934135437,1019.0754394530001
145,27492449,23.8680763245,1019.0834655760001
146,27492450,23.82844162,1019.0886230469999
147,27492451,23.770309448000003,1019.0953979489999
148,27492452,23.706893921,1019.1026611330001
149,27492453,23.6170578,1019.113525391
150,27492454,23.495510101,1019.1284179689999
151,27492455,23.331687926999997,1019.148498535
152,27492456,23.120300293000003,1019.17364502
153,27492457,22.903629303000002,1019.2000732419999
154,27492458,22.708099365,1019.223571777
155,27492459,22.549560547,1019.2426147460001
156,27492460,22.428012848,1019.257568359
157,27492461,22.343460083000004,1019.26763916
158,27492462,22.237766265999998,1019.2801513669999
159,27492463,22.1109352115,1019.2957763669999
160,27492464,21.962963104,1019.3137207030001
161,27492465,21.846702576,1019.3272705080001
162,27492466,21.751579285,1019.3391113280001
163,27492467,21.62474823,1019.354187012
164,27492468,21.492630005,1019.370422363
165,27492469,21.323524475,1019.390625
166,27492470,21.159698486,1019.410705566
167,27492471,20.990589142,1019.4309082030001
168,27492472,20.80562973,1019.453491211
169,27492473,20.673511505,1019.468933105
170,27492474,20.54668045,1019.4848022460001
171,27492475,20.425132751,1019.4989013669999
172,27492476,20.314155579,1019.512695312
173,27492477,20.229602814,1019.5225830080001
174,27492478,20.102771759,1019.538024902
175,27492479,19.997077942,1019.550537109
176,27492480,19.933662415,1019.55859375
177,27492481,19.843822479,1019.569641113
178,27492482,19.748699188,1019.580627441
179,27492483,19.680000305,1019.589172363
180,27492484,19.611301422,1019.597717285
181,27492485,19.542598724,1019.605651855
182,27492486,19.484470367,1019.6127929689999
183,27492487,19.405197144000002,1019.622497559
184,27492488,19.299507141,1019.634887695
