,index,Unnamed: 0_x,date,altitude,latitude,longitude,Unnamed: 0_y,relativeAltitude,pressure
1,1,1,2018-11-17 19:26:24,38.0488345416461,36.01271521016127,129.32353389418424,0.0,0.0,1017.176025391
2,2,2,2018-11-17 19:26:25,38.05238730700885,36.012714981766344,129.3235348354147,1.0,0.005283356,1017.175842285
3,3,3,2018-11-17 19:26:26,38.04433460930196,36.0127119859498,129.32353738973342,2.0,0.0,1017.176025391
4,4,4,2018-11-17 19:26:27,38.028405972221705,36.012711244720656,129.32355385122386,3.0,-0.00528717,1017.176818848
5,5,5,2018-11-17 19:26:28,37.869210798333015,36.01270388493384,129.32355787424214,4.0,-0.031707764,1017.180297852
6,6,6,2018-11-17 19:26:29,37.83803058453301,36.012703260081175,129.32356819159958,5.0,-0.132118225,1017.192016602
7,7,7,2018-11-17 19:26:30,37.73665359098504,36.012699042435095,129.32356463462412,6.0,-0.269515991,1017.20880127
8,8,8,2018-11-17 19:26:31,37.77475617178161,36.012697359653345,129.32358369619422,7.0,-0.285369873,1017.210571289
9,9,9,2018-11-17 19:26:32,37.59873740459271,36.01269991556369,129.32358416592572,8.0,-0.401634216,1017.224853516
10,10,10,2018-11-17 19:26:33,37.56829182365019,36.01269150257443,129.32361612208723,9.0,-0.642086029,1017.2537231445
11,11,11,2018-11-17 19:26:34,37.29812499687918,36.012682997956986,129.32362360560387,10.0,-0.930095673,1017.2887573239999
12,12,12,2018-11-17 19:26:35,37.250169059441326,36.01268007818781,129.32362466268614,11.0,-1.152053833,1017.315063477
13,13,13,2018-11-17 19:26:36,37.247986151854775,36.012674888497344,129.3236353420114,12.0,-1.337013245,1017.33770752
14,14,14,2018-11-17 19:26:37,37.19538024207757,36.01266446147961,129.3236481624061,13.0,-1.537830353,1017.361938477
15,15,15,2018-11-17 19:26:38,37.14082537009399,36.01266070722365,129.3236675431518,14.0,-1.675231934,1017.377990723
16,16,16,2018-11-17 19:26:39,37.02194634468762,36.01266374191748,129.3236666964504,15.0,-1.691085815,1017.3801269530001
17,17,17,2018-11-17 19:26:40,37.00571197608253,36.012670912774304,129.32367495581246,16.0,-1.691085815,1017.3801269530001
