,index,Unnamed: 0_x,date,altitude,latitude,longitude,Unnamed: 0_y,relativeAltitude,pressure
2,55,1.1666666666666667,2018-11-15 13:56:23,53.16011667251587,36.01261594821632,129.32130488817575,0.0,0.0,1018.109436035
3,56,1.3333333333333333,2018-11-15 13:56:24,53.3269100189209,36.012599209640484,129.32129725383317,1.0,-0.100410461,1018.121459961
4,57,1.5,2018-11-15 13:56:25,53.49370336532593,36.012582471064654,129.32128961949056,2.0,-0.169109344,1018.1297607419999
5,58,1.6666666666666665,2018-11-15 13:56:26,53.660496711730964,36.012565732488824,129.32128198514795,3.0,-0.169109344,1018.1297607419999
6,59,1.8333333333333333,2018-11-15 13:56:27,53.82729005813599,36.012548993912986,129.32127435080537,4.0,-0.08455658,1018.119750977
7,2,2.0,2018-11-15 13:56:28,53.99408340454102,36.012532255337156,129.32126671646276,5.0,0.0,1018.109436035
8,60,2.1666666666666665,2018-11-15 13:56:29,53.98433430989584,36.01254208525261,129.32124087679497,6.0,0.021137238,1018.10736084
9,61,2.3333333333333335,2018-11-15 13:56:30,53.974585215250656,36.012551915168075,129.3212150371272,7.0,0.026420593,1018.106750488
10,62,2.5,2018-11-15 13:56:31,53.96483612060547,36.01256174508353,129.3211891974594,8.0,0.073982239,1018.100952148
11,63,2.6666666666666665,2018-11-15 13:56:32,53.95508702596029,36.01257157499899,129.32116335779162,9.0,0.121547699,1018.095031738
12,64,2.833333333333333,2018-11-15 13:56:33,53.94533793131511,36.01258140491445,129.32113751812383,10.0,0.206100464,1018.084777832
13,3,3.0,2018-11-15 13:56:34,53.93558883666992,36.012591234829905,129.32111167845605,11.0,0.301223755,1018.073181152
14,65,3.5,2018-11-15 13:56:35,52.54159145355225,36.01252212836897,129.32108177322976,12.0,0.480899811,1018.051696777
15,4,4.0,2018-11-15 13:56:36,51.14759407043458,36.012453021908044,129.3210518680035,13.0,0.6975708009999999,1018.025268555
16,5,5.0,2018-11-15 13:56:37,50.86274604797363,36.01244224975589,129.321076284724,14.0,0.930095673,1017.997375488
17,6,6.0,2018-11-15 13:56:38,50.79263954162597,36.01246397395701,129.32099728688112,15.0,1.310590744,1017.9516906739999
18,7,7.0,2018-11-15 13:56:39,51.0242244720459,36.01247680637085,129.32102178963962,16.0,1.659374237,1017.9098510739999
19,8,8.0,2018-11-15 13:56:40,58.4690177154541,36.012471282899405,129.32101675129346,17.0,1.860191345,1017.8851928710001
20,9,9.0,2018-11-15 13:56:41,50.96849632263184,36.01253148785799,129.3210449275378,18.0,2.071578979,1017.8601074219999
21,10,10.0,2018-11-15 13:56:42,50.995405960083005,36.01253038627844,129.32111017708846,19.0,2.261825562,1017.836975098
22,11,11.0,2018-11-15 13:56:43,50.80440864562989,36.012530527356404,129.3211504146162,20.0,2.494350433,1017.80871582
23,12,12.0,2018-11-15 13:56:44,50.67482490539551,36.01253663967324,129.32119511656012,21.0,2.7744331360000003,1017.77520752
24,13,13.0,2018-11-15 13:56:45,50.54979362487794,36.012528780903125,129.3212253988134,22.0,3.065090179,1017.740112305
25,14,14.0,2018-11-15 13:56:46,50.42621803283691,36.012541777756006,129.32121797938282,23.0,3.3398895260000003,1017.706787109
26,15,15.0,2018-11-15 13:56:47,50.49236946105957,36.01254593653635,129.32122339887044,24.0,3.577701569,1017.678527832
27,16,16.0,2018-11-15 13:56:48,50.488283920288076,36.01254384704693,129.3212204850685,25.0,3.752094269,1017.6573486330001
28,17,17.0,2018-11-15 13:56:49,50.49095497131349,36.012541077696056,129.32121958353858,26.0,3.900062561,1017.639648438
29,18,18.0,2018-11-15 13:56:50,50.48489875793457,36.012543168884385,129.32121642117133,27.0,4.037464142,1017.623046875
30,19,19.0,2018-11-15 13:56:51,50.50192070007324,36.012544659727716,129.3212189520089,28.0,4.206573486,1017.6026611330001
31,20,20.0,2018-11-15 13:56:52,50.49855613708496,36.0125466745489,129.32120190887645,29.0,4.396820068,1017.579833984
32,21,21.0,2018-11-15 13:56:53,50.560299301147474,36.012549048149964,129.32119097882122,30.0,4.750890732,1017.5368347169999
33,22,22.0,2018-11-15 13:56:54,50.60340690612793,36.012545364971906,129.32119548369474,31.0,5.110244751000001,1017.493347168
34,23,23.0,2018-11-15 13:56:55,50.57687492370607,36.01254048414985,129.3211860410041,32.0,5.3269157410000005,1017.4676513669999
35,24,24.0,2018-11-15 13:56:56,58.04744483947754,36.012445785008524,129.3210865692757,33.0,5.496025085,1017.447387695
36,25,25.0,2018-11-15 13:56:57,58.970097686767595,36.01243419465229,129.32105769067525,34.0,5.66513443,1017.4266357419999
37,26,26.0,2018-11-15 13:56:58,59.130450740051266,36.012429416411585,129.32104450462242,35.0,5.8553810120000005,1017.4038085939999
38,27,27.0,2018-11-15 13:56:59,59.17537322189331,36.012416077625595,129.32103431711494,36.0,6.040340424,1017.3817138669999
39,28,28.0,2018-11-15 13:57:00,59.19254094615175,36.012408748029216,129.32100593871886,37.0,6.241157532000001,1017.357421875
40,29,29.0,2018-11-15 13:57:01,59.24942968513031,36.01241125554818,129.32099540262845,38.0,6.489536285,1017.3273925780001
41,30,30.0,2018-11-15 13:57:02,59.28142394843246,36.01241729618781,129.3209897580169,39.0,6.743198395,1017.2963867189999
42,31,31.0,2018-11-15 13:57:03,59.3056209943916,36.01242358228816,129.32099092678422,40.0,6.9704399110000015,1017.269592285
43,32,32.0,2018-11-15 13:57:04,59.3141930427375,36.01242363069007,129.32099867703005,41.0,7.171253204,1017.245117188
44,33,33.0,2018-11-15 13:57:05,59.296909073255684,36.012427099787296,129.32100595432814,42.0,7.324508667000001,1017.226318359
