,index,Unnamed: 0_x,date,altitude,latitude,longitude,Unnamed: 0_y,relativeAltitude,pressure
3,209,2.3333333333333335,2018-11-14 12:23:11,57.13921283796772,36.012426307363725,129.32119513075628,0.0,0.0,1017.741821289
4,210,2.6666666666666665,2018-11-14 12:23:12,57.44698570401161,36.012416550795585,129.3211840691109,1.0,-0.021137238,1017.744812012
5,3,3.0,2018-11-14 12:23:13,57.7547585700555,36.012406794227445,129.32117300746552,2.0,-0.047561646,1017.747802734
6,4,4.0,2018-11-14 12:23:14,52.264479359525865,36.012346468345896,129.32102759438712,3.0,-0.100406647,1017.75390625
7,5,5.0,2018-11-14 12:23:15,58.44895579422895,36.01232440735173,129.32103728635212,4.0,-0.100406647,1017.75390625
8,6,6.0,2018-11-14 12:23:16,59.03436205586333,36.0123339965391,129.3210661266219,5.0,-0.100406647,1017.754150391
9,7,7.0,2018-11-14 12:23:17,50.7620330810547,36.01234955843662,129.32109234965782,6.0,-0.100406647,1017.754150391
10,8,8.0,2018-11-14 12:23:18,50.73125076293945,36.0123392433503,129.32110615478624,7.0,-0.126831055,1017.757019043
11,9,9.0,2018-11-14 12:23:19,50.71015701293946,36.01231063190267,129.32111768841816,8.0,-0.137401581,1017.7586669919999
12,10,10.0,2018-11-14 12:23:20,50.682080078125,36.012293667864796,129.32113057276416,9.0,-0.21667099,1017.767822266
13,11,11.0,2018-11-14 12:23:21,58.10662620544433,36.01229147189528,129.32113648106187,10.0,-0.3487854,1017.783813477
14,12,12.0,2018-11-14 12:23:22,58.829937141418455,36.01231258824503,129.3211625720749,11.0,-0.486186981,1017.80065918
15,13,13.0,2018-11-14 12:23:23,58.81773530654908,36.01232300825024,129.3211768968479,12.0,-0.665863037,1017.822143555
16,14,14.0,2018-11-14 12:23:24,58.77010475318911,36.01233037239262,129.32121172099,13.0,-0.8561134340000001,1017.845336914
17,15,15.0,2018-11-14 12:23:25,58.652512108009326,36.01233292903265,129.32124233863084,14.0,-0.972373962,1017.8589477539999
18,16,16.0,2018-11-14 12:23:26,58.54154630052261,36.01233247055177,129.32125691198354,15.0,-1.051643372,1017.868896484
19,17,17.0,2018-11-14 12:23:27,58.48323597465675,36.012310409851985,129.32128253376834,16.0,-1.173191071,1017.8836669919999
20,18,18.0,2018-11-14 12:23:28,58.39438950017564,36.01230039014028,129.3212948358477,17.0,-1.331729889,1017.9027709960001
21,19,19.0,2018-11-14 12:23:29,58.34564508099901,36.012284032497554,129.3213071362025,18.0,-1.590675354,1017.9338989260001
22,20,20.0,2018-11-14 12:23:30,58.30091773380791,36.01225827816174,129.3213191181299,19.0,-1.844337463,1017.9645385739999
23,21,21.0,2018-11-14 12:23:31,58.25762206207709,36.01223617921733,129.32134270023448,20.0,-1.971172333,1017.9799804689999
24,22,22.0,2018-11-14 12:23:32,58.17688944924971,36.01223496241146,129.32135239522975,21.0,-1.99230957,1017.9821166989999
25,23,23.0,2018-11-14 12:23:33,58.137402155984546,36.01224360897585,129.32137136210093,22.0,-1.99230957,1017.98248291
26,24,24.0,2018-11-14 12:23:34,58.0719986537088,36.012249379276966,129.32136885122446,23.0,-2.050441742,1017.988891602
27,25,25.0,2018-11-14 12:23:35,58.07359505274882,36.01224471508331,129.32137277149138,24.0,-2.103286743,1017.9953613280001
28,26,26.0,2018-11-14 12:23:36,58.06105175075829,36.012254497663456,129.3213826098011,25.0,-2.150848389,1018.0010986330001
29,27,27.0,2018-11-14 12:23:37,58.027923336086566,36.01225733792678,129.3213897336814,26.0,-2.256542206,1018.014465332
30,28,28.0,2018-11-14 12:23:38,58.00153233910183,36.01225258964836,129.32139251810005,27.0,-2.341094971,1018.024414062
31,29,29.0,2018-11-14 12:23:39,57.98987071743072,36.01225280177558,129.32140395027113,28.0,-2.42565155,1018.034362793
32,30,30.0,2018-11-14 12:23:40,57.951660030117104,36.01224414941276,129.32142265274038,29.0,-2.573619843,1018.0522460939999
33,31,31.0,2018-11-14 12:23:41,57.887242495321296,36.012228209320774,129.32144784791367,30.0,-2.732158661,1018.071655273
34,32,32.0,2018-11-14 12:23:42,57.79917232387296,36.01221898882386,129.32145644957598,31.0,-2.848419189,1018.085571289
35,33,33.0,2018-11-14 12:23:43,57.752016155116785,36.012209190106525,129.32146657602712,32.0,-2.922405243,1018.094421387
36,34,34.0,2018-11-14 12:23:44,57.682748994051714,36.012201787126635,129.3214763713845,33.0,-2.938259125,1018.096313477
37,35,35.0,2018-11-14 12:23:45,57.62009412853115,36.01217875409696,129.32149984970033,34.0,-2.938259125,1018.096313477
38,36,36.0,2018-11-14 12:23:46,57.46313741883456,36.01216783720697,129.3215011379795,35.0,-2.964683533,1018.099487305
39,37,37.0,2018-11-14 12:23:47,57.40789096661489,36.0121458413807,129.32149794666762,36.0,-3.0809440610000003,1018.11315918
40,38,38.0,2018-11-14 12:23:48,57.341440265484714,36.01213692702008,129.32149484113464,37.0,-3.23948288,1018.13269043
41,39,39.0,2018-11-14 12:23:49,57.31597424200258,36.01212538687383,129.32148784838122,38.0,-3.461437225,1018.159545898
42,40,40.0,2018-11-14 12:23:50,57.29869909351178,36.012111896525404,129.32149129826232,39.0,-3.588272095,1018.1749267580001
43,41,41.0,2018-11-14 12:23:51,57.24208113676816,36.01209907389653,129.32148148267544,40.0,-3.715103149,1018.189697266
44,42,42.0,2018-11-14 12:23:52,57.22667584133796,36.01208833366332,129.32148503115909,41.0,-3.757377625,1018.1948242189999
45,43,43.0,2018-11-14 12:23:53,57.17884167165822,36.01206680095791,129.32150211800862,42.0,-3.783802032,1018.198181152
46,44,44.0,2018-11-14 12:23:54,57.04893084380157,36.012053655454515,129.32151771337504,43.0,-3.799655914,1018.2003173830001
47,45,45.0,2018-11-14 12:23:55,56.942816897246374,36.012044133664276,129.32152555493494,44.0,-3.863071442,1018.2081298830001
48,46,46.0,2018-11-14 12:23:56,56.87594863613578,36.01202918241318,129.32153305133946,45.0,-3.926486969,1018.2152709960001
49,47,47.0,2018-11-14 12:23:57,56.79653231783722,36.01202125689882,129.32154734318408,46.0,-3.968765259,1018.2202758789999
50,48,48.0,2018-11-14 12:23:58,56.71660963742338,36.012010060641515,129.32155769647414,47.0,-4.037464141999998,1018.229095459
51,49,49.0,2018-11-14 12:23:59,56.638792387692526,36.01200030601711,129.3215669512418,48.0,-4.10616684,1018.2374267580001
52,50,50.0,2018-11-14 12:24:00,56.56942542712375,36.01199270315523,129.32157879499778,49.0,-4.122020721,1018.2391357419999
53,51,51.0,2018-11-14 12:24:01,56.49948213926999,36.011993435249124,129.3215880681535,50.0,-4.122020721,1018.2391357419999
54,52,52.0,2018-11-14 12:24:02,56.46480913006469,36.011986739123905,129.3215931105081,51.0,-4.127304077,1018.2398071289999
55,53,53.0,2018-11-14 12:24:03,56.42331540092151,36.01197645695309,129.32160695213628,52.0,-4.132587433,1018.24029541
56,54,54.0,2018-11-14 12:24:04,56.341005169852885,36.01197734673196,129.3216222993407,53.0,-4.148441315,1018.241943359
57,55,55.0,2018-11-14 12:24:05,56.285931190203065,36.0119732014807,129.32163619385418,54.0,-4.153728485,1018.242553711
58,56,56.0,2018-11-14 12:24:06,56.221969660158,36.011971622918495,129.32166349028574,55.0,-4.174865723,1018.245544434
59,57,57.0,2018-11-14 12:24:07,56.12201805671404,36.011970786524195,129.32167896651382,56.0,-4.174865723,1018.245544434
60,58,58.0,2018-11-14 12:24:08,56.05917179163332,36.01196879416255,129.32169376769667,57.0,-4.148441315,1018.24206543
61,59,59.0,2018-11-14 12:24:09,55.9984773750862,36.01196814307447,129.3217016320167,58.0,-4.127304077,1018.239868164
62,60,60.0,2018-11-14 12:24:10,55.964818516927565,36.01196030485672,129.32170883310854,59.0,-4.111450195,1018.2377929689999
63,61,61.0,2018-11-14 12:24:11,55.91272826587732,36.01195601859344,129.32172479730028,60.0,-4.079742432,1018.234130859
64,62,62.0,2018-11-14 12:24:12,55.84190339604575,36.011953205036995,129.32173329866873,61.0,-4.079742432,1018.234130859
65,63,63.0,2018-11-14 12:24:13,55.798160905400465,36.01194751990326,129.3217511410695,62.0,-4.124662399,1018.239440918
66,64,64.0,2018-11-14 12:24:14,55.71755527205861,36.01195870860894,129.32175962457129,63.0,-4.148441315,1018.24230957
67,65,65.0,2018-11-14 12:24:15,55.71826317185918,36.01196741042664,129.32177630141808,64.0,-4.164295197,1018.244140625
68,66,66.0,2018-11-14 12:24:16,55.692495491380264,36.01196866115065,129.32178835271014,65.0,-4.180149078,1018.2457885739999
69,67,67.0,2018-11-14 12:24:17,55.654920401799146,36.011978567367585,129.32181842670832,66.0,-4.180149078,1018.2457885739999
70,68,68.0,2018-11-14 12:24:18,55.58582170631762,36.01198096561954,129.32182918719448,67.0,-4.164295197,1018.244140625
71,69,69.0,2018-11-14 12:24:19,55.55181680503117,36.011985881543175,129.32183483001137,68.0,-4.137874603,1018.2409667969999
72,70,70.0,2018-11-14 12:24:20,55.54606112081074,36.01198968960558,129.32184198307198,69.0,-4.116733551,1018.23828125
73,71,71.0,2018-11-14 12:24:21,55.53465028627541,36.01199422146339,129.32184688171694,70.0,-4.06388855,1018.232299805
74,72,72.0,2018-11-14 12:24:22,55.532321306093365,36.01199878784073,129.32186307772062,71.0,-4.005756378,1018.225158691
75,73,73.0,2018-11-14 12:24:23,55.49440530260641,36.01200557505225,129.3218700927985,72.0,-3.952911377,1018.218383789
76,74,74.0,2018-11-14 12:24:24,55.48987899156435,36.01201307767365,129.3218819872175,73.0,-3.905349731,1018.213134766
77,75,75.0,2018-11-14 12:24:25,55.47519906553829,36.012031725295444,129.32191311476222,74.0,-3.878925323,1018.2094726560001
78,76,76.0,2018-11-14 12:24:26,55.433294518980595,36.012034631672094,129.32191877627818,75.0,-3.836647034,1018.2045898439999
79,77,77.0,2018-11-14 12:24:27,55.420177672723256,36.01203706028363,129.32192292316992,76.0,-3.815509796,1018.2019042969999
80,78,78.0,2018-11-14 12:24:28,55.413297293029146,36.012038049709275,129.32192116721018,77.0,-3.826078415,1018.203186035
81,79,79.0,2018-11-14 12:24:29,55.42150131438592,36.01205174629013,129.32195017880952,78.0,-3.863071442,1018.2074584960001
