,index,Unnamed: 0_x,date,altitude,latitude,longitude,Unnamed: 0_y,relativeAltitude,pressure
2,118,1.1428571428571428,2018-11-15 15:22:07,58.26811000279019,36.01291065336014,129.3212495911585,0.0,0.0,1018.0711669919999
3,119,1.2857142857142856,2018-11-15 15:22:08,58.12977354867118,36.01286636971457,129.32127164088394,1.0,-0.052845001,1018.077880859
4,120,1.4285714285714286,2018-11-15 15:22:09,57.99143709455218,36.01282208606901,129.3212936906094,2.0,-0.105693817,1018.0844726560001
5,121,1.5714285714285714,2018-11-15 15:22:10,57.853100640433176,36.012777802423436,129.32131574033485,3.0,-0.105693817,1018.0844726560001
6,122,1.7142857142857142,2018-11-15 15:22:11,57.71476418631418,36.01273351877787,129.3213377900603,4.0,-0.100406647,1018.083618164
7,123,1.8571428571428572,2018-11-15 15:22:12,57.57642773219517,36.01268923513231,129.32135983978574,5.0,0.015853882,1018.0695800780001
8,2,2.0,2018-11-15 15:22:13,57.43809127807617,36.01264495148674,129.3213818895112,6.0,0.015853882,1018.0695800780001
9,124,2.1666666666666665,2018-11-15 15:22:14,56.80667548664959,36.012633670986034,129.32136279963373,7.0,-0.100406647,1018.0834960939999
10,125,2.3333333333333335,2018-11-15 15:22:15,56.17525969522301,36.01262239048533,129.32134370975623,8.0,-0.21667099,1018.0972290039999
11,126,2.5,2018-11-15 15:22:16,55.54384390379643,36.012611109984626,129.32132461987874,9.0,-0.454479218,1018.1264648439999
12,127,2.6666666666666665,2018-11-15 15:22:17,54.912428112369845,36.01259982948392,129.32130553000127,10.0,-0.866680145,1018.17565918
13,128,2.833333333333333,2018-11-15 15:22:18,54.28101232094327,36.01258854898322,129.3212864401238,11.0,-1.268314362,1018.2241821289999
14,3,3.0,2018-11-15 15:22:19,53.649596529516685,36.01257726848251,129.3212673502463,12.0,-1.5853919980000002,1018.2628173830001
15,4,4.0,2018-11-15 15:22:20,50.44786148071289,36.012478752012726,129.32129066876692,13.0,-1.839054108,1018.2933959960001
16,5,5.0,2018-11-15 15:22:21,50.12195892333986,36.012439096893466,129.32131771953345,14.0,-2.02930069,1018.316345215
17,6,6.0,2018-11-15 15:22:22,50.034315490722655,36.012494971538246,129.321328918171,15.0,-2.124423981,1018.327514648
18,7,7.0,2018-11-15 15:22:23,49.99803314208985,36.012545062696205,129.32132021549478,16.0,-2.1719875335000003,1018.3334655760001
19,8,8.0,2018-11-15 15:22:24,50.17223510742188,36.01259187639877,129.32130376969832,17.0,-2.198410034,1018.336730957
20,9,9.0,2018-11-15 15:22:25,50.37719192504883,36.012548680574106,129.32128748635435,18.0,-2.198410034,1018.336730957
21,10,10.0,2018-11-15 15:22:26,57.72576622009278,36.01253851853729,129.3212207746319,19.0,-2.177272797,1018.33404541
22,11,11.0,2018-11-15 15:22:27,58.64384813690186,36.01253658650953,129.32120495233048,20.0,-2.177272797,1018.33404541
23,12,12.0,2018-11-15 15:22:28,58.780659075164785,36.01250458876576,129.32125838063365,21.0,-2.198410034,1018.3364257810001
24,13,13.0,2018-11-15 15:22:29,58.51756023124696,36.01246922106094,129.32124110134666,22.0,-2.256542206,1018.34387207
25,14,14.0,2018-11-15 15:22:30,58.532366679862974,36.01245112608571,129.32121683482436,23.0,-2.314670563,1018.3504638669999
26,15,15.0,2018-11-15 15:22:31,58.61247510182419,36.012429901263,129.32119327944827,24.0,-2.356948853,1018.35559082
27,16,16.0,2018-11-15 15:22:32,58.6967997257586,36.01242040247014,129.32119176100227,25.0,-2.393939972,1018.360351562
28,17,17.0,2018-11-15 15:22:33,58.710155436443046,36.01242017157685,129.32118958167956,26.0,-2.399227142,1018.361083984
29,18,18.0,2018-11-15 15:22:34,58.71854972333181,36.012400490959934,129.32118411134778,27.0,-2.42036438,1018.363342285
30,19,19.0,2018-11-15 15:22:35,58.737111472577325,36.012392882529944,129.32116998453648,28.0,-2.430934906,1018.3643798830001
31,20,20.0,2018-11-15 15:22:36,58.78473943705266,36.01239296759999,129.32118113522506,29.0,-2.467926025,1018.3688354489999
32,21,21.0,2018-11-15 15:22:37,58.75337781333417,36.01238596502785,129.32117051690423,30.0,-2.478496552,1018.3702392580001
33,22,22.0,2018-11-15 15:22:38,58.78464259090373,36.01238750023934,129.3211507056117,31.0,-2.4811382295,1018.370452881
34,23,23.0,2018-11-15 15:22:39,58.851956690730994,36.01235304722807,129.3211698778811,32.0,-2.478496552,1018.3706054689999
35,24,24.0,2018-11-15 15:22:40,58.79657414807701,36.01232385985197,129.3211930548475,33.0,-2.483779907,1018.3706665039999
36,25,25.0,2018-11-15 15:22:41,58.715937474622145,36.012305134124205,129.32119987431378,34.0,-2.494350433,1018.372497559
37,26,26.0,2018-11-15 15:22:42,58.68578442129034,36.01229332629529,129.3211952577893,35.0,-2.510204315,1018.374389648
38,27,27.0,2018-11-15 15:22:43,58.69772425511732,36.0122899712686,129.3211942281087,36.0,-2.504920959,1018.373291016
39,28,28.0,2018-11-15 15:22:44,58.70225533566799,36.0122876533163,129.32117838101178,37.0,-2.504920959,1018.373291016
40,29,29.0,2018-11-15 15:22:45,58.75404892834218,36.0122897397032,129.3211592548794,38.0,-2.489067078,1018.3719482419999
41,30,30.0,2018-11-15 15:22:46,58.82119804468969,36.012288476436,129.3211591573113,39.0,-2.489067078,1018.3719482419999
42,31,31.0,2018-11-15 15:22:47,58.828228813258036,36.01228809065663,129.32115535533455,40.0,-2.499633789,1018.373046875
43,32,32.0,2018-11-15 15:22:48,58.841250310525034,36.01228231032842,129.32116186261726,41.0,-2.504920959,1018.373168945
44,33,33.0,2018-11-15 15:22:49,58.82147244316188,36.01228624184975,129.32115651351089,42.0,-2.504920959,1018.373168945
45,34,34.0,2018-11-15 15:22:50,58.83682558904274,36.01227178352757,129.32116442506577,43.0,-2.510204315,1018.374084473
46,35,35.0,2018-11-15 15:22:51,58.81272842682419,36.01226494768972,129.32116758596072,44.0,-2.510204315,1018.374084473
47,36,36.0,2018-11-15 15:22:52,58.80007395962578,36.01225953613058,129.32117250839144,45.0,-2.573619843,1018.381835938
48,37,37.0,2018-11-15 15:22:53,58.78285773775946,36.012260919867046,129.32117769478242,46.0,-2.7268733975000004,1018.400268555
49,38,38.0,2018-11-15 15:22:54,58.76433389999664,36.012241389237396,129.32119428806874,47.0,-2.890697479,1018.4204101560001
50,39,39.0,2018-11-15 15:22:55,58.70871717295864,36.012231308885944,129.3212006413132,48.0,-3.043952942,1018.438415527
51,40,40.0,2018-11-15 15:22:56,58.68257673438572,36.01220977684292,129.3212144650295,49.0,-3.1655006410000004,1018.45324707
52,41,41.0,2018-11-15 15:22:57,58.59484611338,36.012199603636084,129.3212193347665,50.0,-3.308185577,1018.470581055
53,42,42.0,2018-11-15 15:22:58,58.53733495313489,36.01217347267797,129.32121005262292,51.0,-3.37688446,1018.4789428710001
54,43,43.0,2018-11-15 15:22:59,58.47699551923928,36.012162122501714,129.32121817304227,52.0,-3.493144989,1018.4929199219999
55,44,44.0,2018-11-15 15:23:00,58.40787945304698,36.012153424153915,129.3212313200122,53.0,-3.609409332,1018.506469727
56,45,45.0,2018-11-15 15:23:01,58.33018842748243,36.012139061900285,129.32124434458893,54.0,-3.709815979,1018.5190429689999
57,46,46.0,2018-11-15 15:23:02,58.233684125951356,36.01213091396276,129.3212573500564,55.0,-3.878925323,1018.539123535
