,date,relativeAltitude,pressure
0,2018-11-17 18:53:09,0.0,1015.38684082
1,2018-11-17 18:53:10,-0.026422501,1015.3903198239999
2,2018-11-17 18:53:11,-0.058130264,1015.393737793
3,2018-11-17 18:53:12,-0.058130264,1015.393737793
4,2018-11-17 18:53:13,-0.052845000999999996,1015.3930053710001
5,2018-11-17 18:53:14,-0.052845000999999996,1015.3930053710001
6,2018-11-17 18:53:15,-0.063415527,1015.3942260739999
7,2018-11-17 18:53:16,-0.063415527,1015.39465332
8,2018-11-17 18:53:17,-0.073984146,1015.395568848
9,2018-11-17 18:53:18,-0.073984146,1015.395568848
10,2018-11-17 18:53:19,-0.073984146,1015.3956298830001
11,2018-11-17 18:53:20,-0.073984146,1015.3956298830001
12,2018-11-17 18:53:21,-0.063415527,1015.394348145
13,2018-11-17 18:53:22,-0.031707764,1015.3906555175
14,2018-11-17 18:53:23,0.036993027000000005,1015.382568359
15,2018-11-17 18:53:24,0.047561646,1015.380859375
16,2018-11-17 18:53:25,0.047561646,1015.380859375
17,2018-11-17 18:53:26,0.04227829,1015.381408691
18,2018-11-17 18:53:27,0.021139145,1015.384399414
19,2018-11-17 18:53:28,-0.010568619,1015.388061523
20,2018-11-17 18:53:29,-0.010568619,1015.388061523
21,2018-11-17 18:53:30,-0.010568619,1015.388061523
22,2018-11-17 18:53:31,-0.026422501,1015.390075684
23,2018-11-17 18:53:32,-0.026422501,1015.390075684
24,2018-11-17 18:53:33,-0.031707764,1015.390380859
25,2018-11-17 18:53:34,-0.047561646,1015.392333984
26,2018-11-17 18:53:35,-0.044919014,1015.3921508784999
27,2018-11-17 18:53:36,-0.026422501,1015.390258789
28,2018-11-17 18:53:37,0.010570526,1015.3854980469999
29,2018-11-17 18:53:38,0.100408554,1015.374816895
30,2018-11-17 18:53:39,0.184963226,1015.3643798830001
31,2018-11-17 18:53:40,0.29594039899999997,1015.3512573239999
32,2018-11-17 18:53:41,0.42805671700000003,1015.335021973
33,2018-11-17 18:53:42,0.533748627,1015.322875977
34,2018-11-17 18:53:43,0.5918807979999999,1015.3153076169999
35,2018-11-17 18:53:44,0.6447258,1015.3093261719999
36,2018-11-17 18:53:45,0.6711502079999999,1015.3057861330001
37,2018-11-17 18:53:46,0.6870040890000001,1015.3042602539999
38,2018-11-17 18:53:47,0.71342659,1015.301025391
39,2018-11-17 18:53:48,0.7239971159999999,1015.299377441
40,2018-11-17 18:53:49,0.718711853,1015.3000183105
41,2018-11-17 18:53:50,0.6817188259999999,1015.304931641
42,2018-11-17 18:53:51,0.6447258,1015.3090820310001
43,2018-11-17 18:53:52,0.628871918,1015.311218262
44,2018-11-17 18:53:53,0.613018036,1015.312866211
45,2018-11-17 18:53:54,0.602449417,1015.3139648439999
46,2018-11-17 18:53:55,0.602449417,1015.3139648439999
47,2018-11-17 18:53:56,0.597164154,1015.315002441
48,2018-11-17 18:53:57,0.586595535,1015.316040039
49,2018-11-17 18:53:58,0.586595535,1015.316040039
50,2018-11-17 18:53:59,0.602449417,1015.314331055
51,2018-11-17 18:54:00,0.60773468,1015.313842773
52,2018-11-17 18:54:01,0.613018036,1015.3129882810001
53,2018-11-17 18:54:02,0.6500110625,1015.3085327145
54,2018-11-17 18:54:03,0.6817188259999999,1015.3051757810001
55,2018-11-17 18:54:04,0.71342659,1015.3012695310001
56,2018-11-17 18:54:05,0.734565735,1015.298583984
57,2018-11-17 18:54:06,0.739850998,1015.2977294919999
58,2018-11-17 18:54:07,0.7662734990000001,1015.2944946289999
59,2018-11-17 18:54:08,0.78212738,1015.292602539
60,2018-11-17 18:54:09,0.824403763,1015.287475586
61,2018-11-17 18:54:10,0.845542908,1015.285095215
62,2018-11-17 18:54:11,0.8983898159999999,1015.2789916989999
63,2018-11-17 18:54:12,0.924812317,1015.275634766
64,2018-11-17 18:54:13,0.956520081,1015.27166748
65,2018-11-17 18:54:14,0.9882278440000001,1015.267700195
66,2018-11-17 18:54:15,1.0120096205000002,1015.265106201
67,2018-11-17 18:54:16,1.014652252,1015.264831543
68,2018-11-17 18:54:17,0.977659225,1015.2690429689999
69,2018-11-17 18:54:18,0.9142436979999999,1015.276733398
70,2018-11-17 18:54:19,0.8983898159999999,1015.2785644530001
71,2018-11-17 18:54:20,0.88781929,1015.280212402
72,2018-11-17 18:54:21,0.88781929,1015.280212402
73,2018-11-17 18:54:22,0.9036731720000001,1015.2781982419999
74,2018-11-17 18:54:23,0.93009758,1015.274780273
75,2018-11-17 18:54:24,0.93009758,1015.274780273
76,2018-11-17 18:54:25,0.893104553,1015.27947998
77,2018-11-17 18:54:26,0.866682053,1015.282653809
78,2018-11-17 18:54:27,0.8296890259999999,1015.28692627
79,2018-11-17 18:54:28,0.760988235,1015.295288086
80,2018-11-17 18:54:29,0.7002153395,1015.302734375
81,2018-11-17 18:54:30,0.6711502079999999,1015.3061523439999
82,2018-11-17 18:54:31,0.602449417,1015.314575195
83,2018-11-17 18:54:32,0.570741653,1015.318115234
84,2018-11-17 18:54:33,0.544319153,1015.321105957
85,2018-11-17 18:54:34,0.512611389,1015.325256348
86,2018-11-17 18:54:35,0.486186981,1015.328125
87,2018-11-17 18:54:36,0.44919586200000006,1015.3325195310001
88,2018-11-17 18:54:37,0.406917572,1015.337890625
89,2018-11-17 18:54:38,0.359355927,1015.3432617189999
90,2018-11-17 18:54:39,0.327648163,1015.347412109
91,2018-11-17 18:54:40,0.301225662,1015.350891113
92,2018-11-17 18:54:41,0.274801254,1015.353637695
93,2018-11-17 18:54:42,0.2298822405,1015.3591918945001
94,2018-11-17 18:54:43,0.211385727,1015.361572266
95,2018-11-17 18:54:44,0.190248489,1015.3640136719999
96,2018-11-17 18:54:45,0.179677963,1015.3649291989999
97,2018-11-17 18:54:46,0.179677963,1015.36505127
98,2018-11-17 18:54:47,0.179677963,1015.36505127
99,2018-11-17 18:54:48,0.174394608,1015.3657226560001
100,2018-11-17 18:54:49,0.174394608,1015.3657226560001
101,2018-11-17 18:54:50,0.174394608,1015.3657226560001
102,2018-11-17 18:54:51,0.174394608,1015.365905762
103,2018-11-17 18:54:52,0.132116318,1015.371032715
104,2018-11-17 18:54:53,0.095123291,1015.375244141
105,2018-11-17 18:54:54,0.047561646,1015.381103516
106,2018-11-17 18:54:55,-0.018495559499999998,1015.3890686034999
107,2018-11-17 18:54:56,-0.095123291,1015.398071289
108,2018-11-17 18:54:57,-0.16382217400000001,1015.40637207
109,2018-11-17 18:54:58,-0.216669083,1015.412658691
110,2018-11-17 18:54:59,-0.25366210899999997,1015.417419434
111,2018-11-17 18:55:00,-0.311792374,1015.424499512
112,2018-11-17 18:55:01,-0.375207901,1015.432006836
113,2018-11-17 18:55:02,-0.45447921799999996,1015.4418334960001
114,2018-11-17 18:55:03,-0.533748627,1015.4507446289999
115,2018-11-17 18:55:04,-0.597164154,1015.4586791989999
116,2018-11-17 18:55:05,-0.6447258,1015.464233398
117,2018-11-17 18:55:06,-0.692287445,1015.470031738
118,2018-11-17 18:55:07,-0.755702972,1015.4774169919999
119,2018-11-17 18:55:08,-0.877249718,1015.4924011229999
120,2018-11-17 18:55:09,-1.06221199,1015.5145263669999
121,2018-11-17 18:55:10,-1.21018219,1015.532165527
122,2018-11-17 18:55:11,-1.379289627,1015.55291748
123,2018-11-17 18:55:12,-1.553684235,1015.5737915039999
124,2018-11-17 18:55:13,-1.765068054,1015.599060059
125,2018-11-17 18:55:14,-1.960599899,1015.623046875
126,2018-11-17 18:55:15,-2.119140625,1015.6418457030001
127,2018-11-17 18:55:16,-2.304101944,1015.664123535
128,2018-11-17 18:55:17,-2.462640762,1015.683349609
129,2018-11-17 18:55:18,-2.59475708,1015.6989135739999
130,2018-11-17 18:55:19,-2.7110195160000004,1015.7131958010001
131,2018-11-17 18:55:20,-2.8219966889999997,1015.726623535
132,2018-11-17 18:55:21,-2.9963903430000003,1015.7474975590001
133,2018-11-17 18:55:22,-3.170782089,1015.768371582
134,2018-11-17 18:55:23,-3.292329788,1015.782958984
135,2018-11-17 18:55:24,-3.429729462,1015.799621582
136,2018-11-17 18:55:25,-3.5618457789999995,1015.815490723
137,2018-11-17 18:55:26,-3.693962097,1015.831787109
138,2018-11-17 18:55:27,-3.831363678,1015.84777832
