,date,relativeAltitude,pressure
0,2018-11-17 18:57:20,0.0,1015.254150391
1,2018-11-17 18:57:21,-0.026422501,1015.257019043
2,2018-11-17 18:57:22,0.0,1015.254150391
3,2018-11-17 18:57:23,-0.031707764,1015.257873535
4,2018-11-17 18:57:24,-0.031707764,1015.257873535
5,2018-11-17 18:57:25,-0.047561646,1015.25970459
6,2018-11-17 18:57:26,-0.047561646,1015.25970459
7,2018-11-17 18:57:27,-0.06870079,1015.261962891
8,2018-11-17 18:57:28,-0.06870079,1015.2622070310001
9,2018-11-17 18:57:29,-0.079269409,1015.263671875
10,2018-11-17 18:57:30,-0.10305023199999999,1015.2664184570001
11,2018-11-17 18:57:31,-0.10569191,1015.2668457030001
12,2018-11-17 18:57:32,-0.137399673,1015.2702636719999
13,2018-11-17 18:57:33,-0.14268493699999998,1015.2707519530001
14,2018-11-17 18:57:34,-0.1479702,1015.271728516
15,2018-11-17 18:57:35,-0.20610046399999998,1015.278686523
16,2018-11-17 18:57:36,-0.264232635,1015.285400391
17,2018-11-17 18:57:37,-0.343502045,1015.2953491210001
18,2018-11-17 18:57:38,-0.465047836,1015.309997559
19,2018-11-17 18:57:39,-0.597164154,1015.3254394530001
20,2018-11-17 18:57:40,-0.7662734990000001,1015.346069336
21,2018-11-17 18:57:41,-0.908958435,1015.363464355
22,2018-11-17 18:57:42,-1.009366989,1015.375366211
23,2018-11-17 18:57:43,-1.0727825165,1015.3830871580001
24,2018-11-17 18:57:44,-1.088636398,1015.38482666
25,2018-11-17 18:57:45,-1.088636398,1015.38482666
26,2018-11-17 18:57:46,-1.088636398,1015.385131836
27,2018-11-17 18:57:47,-1.099205017,1015.386047363
28,2018-11-17 18:57:48,-1.099205017,1015.3862915039999
29,2018-11-17 18:57:49,-1.109773636,1015.387512207
30,2018-11-17 18:57:50,-1.115058899,1015.3881835939999
31,2018-11-17 18:57:51,-1.1414814,1015.391540527
32,2018-11-17 18:57:52,-1.173189163,1015.395202637
33,2018-11-17 18:57:53,-1.189043045,1015.396850586
34,2018-11-17 18:57:54,-1.215467453,1015.400268555
35,2018-11-17 18:57:55,-1.215467453,1015.400268555
36,2018-11-17 18:57:56,-1.21018219,1015.399841309
37,2018-11-17 18:57:57,-1.220750809,1015.4006958010001
38,2018-11-17 18:57:58,-1.231321335,1015.40222168
39,2018-11-17 18:57:59,-1.2471752170000001,1015.404296875
40,2018-11-17 18:58:00,-1.294736862,1015.409545898
41,2018-11-17 18:58:01,-1.310590744,1015.4116821289999
42,2018-11-17 18:58:02,-1.363437653,1015.417602539
43,2018-11-17 18:58:03,-1.379291534,1015.419677734
44,2018-11-17 18:58:04,-1.3951454159999999,1015.421691895
45,2018-11-17 18:58:05,-1.405714035,1015.422851562
46,2018-11-17 18:58:06,-1.405714035,1015.4229736330001
47,2018-11-17 18:58:07,-1.421567917,1015.424743652
48,2018-11-17 18:58:08,-1.4691295619999998,1015.430664062
49,2018-11-17 18:58:09,-1.540472031,1015.439300537
50,2018-11-17 18:58:10,-1.5853919980000002,1015.4450073239999
51,2018-11-17 18:58:11,-1.6382389069999999,1015.450927734
52,2018-11-17 18:58:12,-1.6540927890000001,1015.452880859
53,2018-11-17 18:58:13,-1.6646614069999999,1015.454467773
54,2018-11-17 18:58:14,-1.6910839080000002,1015.457214355
55,2018-11-17 18:58:15,-1.7122230530000002,1015.459655762
56,2018-11-17 18:58:16,-1.7439308169999999,1015.463806152
57,2018-11-17 18:58:17,-1.802061081,1015.47088623
58,2018-11-17 18:58:18,-1.85490799,1015.477233887
59,2018-11-17 18:58:19,-1.902469635,1015.4828491210001
60,2018-11-17 18:58:20,-1.960601807,1015.489624023
61,2018-11-17 18:58:21,-2.002878189,1015.4949951169999
62,2018-11-17 18:58:22,-2.042512894,1015.499694824
63,2018-11-17 18:58:23,-2.061008453,1015.501708984
64,2018-11-17 18:58:24,-2.061008453,1015.501708984
65,2018-11-17 18:58:25,-2.071578979,1015.5034179689999
66,2018-11-17 18:58:26,-2.092716217,1015.505493164
67,2018-11-17 18:58:27,-2.145563126,1015.5120239260001
68,2018-11-17 18:58:28,-2.230117798,1015.522521973
69,2018-11-17 18:58:29,-2.351663589,1015.536743164
70,2018-11-17 18:58:30,-2.515487671,1015.55657959
71,2018-11-17 18:58:31,-2.6476039890000003,1015.5725708010001
72,2018-11-17 18:58:32,-2.7532978060000004,1015.585388184
73,2018-11-17 18:58:33,-2.827281952,1015.5941772460001
74,2018-11-17 18:58:34,-2.8959827419999997,1015.6026611330001
75,2018-11-17 18:58:35,-3.0333833695,1015.6188964840001
76,2018-11-17 18:58:36,-3.154930115,1015.6333007810001
77,2018-11-17 18:58:37,-3.239484787,1015.643615723
78,2018-11-17 18:58:38,-3.3187541960000004,1015.6534423830001
79,2018-11-17 18:58:39,-3.408592224,1015.663818359
80,2018-11-17 18:58:40,-3.503715515,1015.6753540039999
81,2018-11-17 18:58:41,-3.6146926880000003,1015.6887207030001
82,2018-11-17 18:58:42,-3.720386505,1015.701843262
83,2018-11-17 18:58:43,-3.831363678,1015.71472168
84,2018-11-17 18:58:44,-3.9423408510000004,1015.728515625
85,2018-11-17 18:58:45,-4.053318024,1015.7418823239999
86,2018-11-17 18:58:46,-4.159011841,1015.7543945310001
87,2018-11-17 18:58:47,-4.259418488000001,1015.7663574219999
88,2018-11-17 18:58:48,-4.4311704635,1015.7872924804999
89,2018-11-17 18:58:49,-4.608205795,1015.80871582
90,2018-11-17 18:58:50,-4.745605469,1015.825134277
91,2018-11-17 18:58:51,-4.88300705,1015.84173584
92,2018-11-17 18:58:52,-5.030977248999999,1015.85949707
93,2018-11-17 18:58:53,-5.168376923,1015.8762207030001
94,2018-11-17 18:58:54,-5.321632385,1015.894714355
95,2018-11-17 18:58:55,-5.474885941,1015.912719727
96,2018-11-17 18:58:56,-5.607002258,1015.9289550780001
97,2018-11-17 18:58:57,-5.744403838999999,1015.94543457
98,2018-11-17 18:58:58,-5.871234894,1015.960327148
99,2018-11-17 18:58:59,-5.998065948,1015.975952148
100,2018-11-17 18:59:00,-6.11961174,1015.9906616210001
101,2018-11-17 18:59:01,-6.346851349,1016.0178527835
102,2018-11-17 18:59:02,-6.589944839,1016.0473632810001
103,2018-11-17 18:59:03,-6.753768921,1016.0668334960001
104,2018-11-17 18:59:04,-6.9387321470000005,1016.0893554689999
105,2018-11-17 18:59:05,-7.107839584,1016.109558105
