,date,relativeAltitude,pressure
0,2018-11-17 18:44:09,0.0,1015.3156738280001
1,2018-11-17 18:44:10,0.015853882,1015.313476562
2,2018-11-17 18:44:11,0.0,1015.3156738280001
3,2018-11-17 18:44:12,-0.031707764,1015.3195800780001
4,2018-11-17 18:44:13,-0.211385727,1015.3406982419999
5,2018-11-17 18:44:14,-0.24309349100000002,1015.345092773
6,2018-11-17 18:44:15,-0.306509018,1015.3522949219999
7,2018-11-17 18:44:16,-0.35407066299999995,1015.357971191
8,2018-11-17 18:44:17,-0.40163230899999997,1015.3637084960001
9,2018-11-17 18:44:18,-0.417486191,1015.3656616210001
10,2018-11-17 18:44:19,-0.502040863,1015.3758544919999
11,2018-11-17 18:44:20,-0.602449417,1015.3882446289999
12,2018-11-17 18:44:21,-0.7662734990000001,1015.407836914
13,2018-11-17 18:44:22,-1.027862549,1015.439331055
14,2018-11-17 18:44:23,-1.294736862,1015.4714355469999
15,2018-11-17 18:44:24,-1.479700089,1015.493469238
16,2018-11-17 18:44:25,-1.648807526,1015.514221191
17,2018-11-17 18:44:26,-1.8073463440000002,1015.53314209
18,2018-11-17 18:44:27,-1.99230957,1015.5551757810001
19,2018-11-17 18:44:28,-2.119140625,1015.5703125
20,2018-11-17 18:44:29,-2.203695297,1015.580993652
21,2018-11-17 18:44:30,-2.2248344419999997,1015.5835571289999
22,2018-11-17 18:44:31,-2.2248344419999997,1015.5835571289999
23,2018-11-17 18:44:32,-2.235403061,1015.584594727
24,2018-11-17 18:44:33,-2.2248344419999997,1015.583374023
25,2018-11-17 18:44:34,-2.235403061,1015.5847167969999
26,2018-11-17 18:44:35,-2.256541252,1015.5871276854999
27,2018-11-17 18:44:36,-2.393941879,1015.603637695
28,2018-11-17 18:44:37,-2.536626816,1015.620849609
29,2018-11-17 18:44:38,-2.721590042,1015.6434326169999
30,2018-11-17 18:44:39,-2.901268005,1015.665039062
31,2018-11-17 18:44:40,-3.0386676789999996,1015.6812133789999
32,2018-11-17 18:44:41,-3.107368469,1015.689819336
33,2018-11-17 18:44:42,-3.139076233,1015.693481445
34,2018-11-17 18:44:43,-3.181352615,1015.698303223
35,2018-11-17 18:44:44,-3.2606239319999997,1015.708068848
36,2018-11-17 18:44:45,-3.41916275,1015.726928711
37,2018-11-17 18:44:46,-3.6041240689999996,1015.7495727539999
38,2018-11-17 18:44:47,-3.7996559139999997,1015.7727050780001
39,2018-11-17 18:44:48,-4.0004730225000005,1015.797241211
40,2018-11-17 18:44:49,-4.079742432,1015.806762695
41,2018-11-17 18:44:50,-4.100881577,1015.8090209960001
42,2018-11-17 18:44:51,-4.1061649319999995,1015.809936523
43,2018-11-17 18:44:52,-4.122018814,1015.811462402
44,2018-11-17 18:44:53,-4.13258934,1015.812744141
45,2018-11-17 18:44:54,-4.164297104,1015.816955566
46,2018-11-17 18:44:55,-4.227712631,1015.8246459960001
47,2018-11-17 18:44:56,-4.349258423,1015.839233398
48,2018-11-17 18:44:57,-4.5236511230000005,1015.8598632810001
49,2018-11-17 18:44:58,-4.713899612,1015.88293457
50,2018-11-17 18:44:59,-4.88300705,1015.9030761719999
51,2018-11-17 18:45:00,-5.0045547489999995,1015.91809082
52,2018-11-17 18:45:01,-5.041545868,1015.9226074219999
53,2018-11-17 18:45:02,-5.025691986,1015.920562744
54,2018-11-17 18:45:03,-5.0045547489999995,1015.918029785
55,2018-11-17 18:45:04,-5.009838104,1015.918518066
56,2018-11-17 18:45:05,-5.104961395,1015.9301147460001
57,2018-11-17 18:45:06,-5.258216858,1015.9481201169999
58,2018-11-17 18:45:07,-5.474887848,1015.974487305
59,2018-11-17 18:45:08,-5.649280547999999,1015.995422363
60,2018-11-17 18:45:09,-5.844812393,1016.0192260739999
61,2018-11-17 18:45:10,-5.94521904,1016.0309448239999
62,2018-11-17 18:45:11,-5.98749733,1016.036132812
63,2018-11-17 18:45:12,-5.98749733,1016.0366210939999
64,2018-11-17 18:45:13,-5.98749733,1016.0366210939999
65,2018-11-17 18:45:14,-5.992782592999999,1016.0366821289999
66,2018-11-17 18:45:15,-5.98749733,1016.0363464355
67,2018-11-17 18:45:16,-5.982212067000001,1016.0354614260001
68,2018-11-17 18:45:17,-5.982212067000001,1016.035766602
69,2018-11-17 18:45:18,-5.982212067000001,1016.035766602
70,2018-11-17 18:45:19,-5.98749733,1016.0366210939999
71,2018-11-17 18:45:20,-6.01391983,1016.0393676760001
72,2018-11-17 18:45:21,-6.01391983,1016.0393676760001
73,2018-11-17 18:45:22,-6.01391983,1016.03918457
74,2018-11-17 18:45:23,-6.01391983,1016.03918457
75,2018-11-17 18:45:24,-6.01391983,1016.03918457
76,2018-11-17 18:45:25,-5.992782592999999,1016.03704834
77,2018-11-17 18:45:26,-5.976928711,1016.03503418
78,2018-11-17 18:45:27,-5.971643447999999,1016.0340576169999
79,2018-11-17 18:45:28,-5.966358185,1016.0336303710001
80,2018-11-17 18:45:29,-5.966358185,1016.03338623
81,2018-11-17 18:45:30,-5.966358185,1016.0336914060001
82,2018-11-17 18:45:31,-5.966358185,1016.0336914060001
83,2018-11-17 18:45:32,-5.966358185,1016.033447266
84,2018-11-17 18:45:33,-5.9610729220000005,1016.033325195
